,FIPS,crime_per_10k_y,full_pred,live 2a1w1c,min 1a1c,pct_less_hs,pct_hs,pct_some_college,pct_college,unemployment_rate_2019,median_household_income_2019,Food,Medical,Housing,Transportation,Civic,Other,Required annual income after taxes,Annual taxes,Required annual income before taxes
772,18181,93.72926343729264,312.29229839025544,247.9885047700154,247.9885047700154,254.36082515772924,214.10570014524717,210.46335129819298,213.1400474194648,211.0252277664255,203.9284565654096,202.99283063466652,239.73693730249536,224.38141308541663,224.38141308541663,224.38141308541663,227.9157445544929,231.61079274602596,105.49080718882074,84.1616636915867
773,18183,93.77190932460856,332.60836493294505,277.0582658728338,277.0582658728338,271.68153165497796,221.74885174885128,211.89190516646102,232.46815421171706,229.07947579194683,218.8759193875101,218.47671991880202,224.6489591710121,219.24417599004713,219.24417599004713,219.24417599004713,221.41065993520044,231.2988839244086,136.72102790814748,114.13336089493157
774,19001,27.31847591660676,302.9956647520933,243.4299862699871,243.4299862699871,229.22420725895628,199.86072536845126,201.26251443504194,219.6362768834309,210.53476886901763,207.1528989139932,207.66931841945058,211.49431236623306,204.96277245743278,204.96277245743278,204.96277245743278,205.37172685278918,199.5716569611959,147.88038351556068,112.8986247658237
775,19003,466.2199888330541,257.0281591632834,214.1584880259038,214.1584880259038,206.45040821150974,192.40933607791007,201.5633488046738,208.32521665801997,209.8640139547898,211.69593209669824,211.63892909569876,231.92043990823805,249.03218368860877,249.03218368860877,249.03218368860877,249.89976593706757,278.3373938439876,252.0081489036385,238.87008496501576
776,19005,143.8376168224299,310.56474703403455,270.36914587622067,270.36914587622067,267.59353347667326,226.70023128943558,215.50447746296584,229.53191101823748,227.5343190113625,220.415852328919,220.47657490999006,232.47735107593374,220.83727895697896,220.83727895697896,220.83727895697896,221.30222108593068,214.1339307180872,167.42796368858328,136.92081186056666
777,19007,301.85004868549174,315.86582393824534,240.79648353343373,240.79648353343373,235.38655935186253,210.15385792700528,211.9727138047338,225.9129818068139,221.25624386881105,229.17621627727684,229.69263578273427,229.95311613636304,233.6890463239083,233.6890463239083,233.6890463239083,234.96558296772352,234.05455598415546,185.1089763313187,155.3206926378395
778,19009,97.9848400813459,293.74623806987404,257.7386658041826,257.7386658041826,257.55608326500663,226.91479237008053,222.2461563306545,235.61446308397421,228.26177245982188,230.13362563945296,230.6500451449104,247.63243920630367,229.07200884738847,229.07200884738847,229.07200884738847,230.3485454912037,208.84147466563712,155.996676509001,124.63818807781472
779,19011,31.024191014765943,327.53564634746374,250.9667314017465,250.9667314017465,236.44859415708828,224.137939873943,223.47038092203428,237.05442233238946,231.93300121380838,220.69618040086755,221.21259990632495,185.40233640270347,204.0780813195065,204.0780813195065,204.0780813195065,204.487035714863,215.5088704244397,167.7415482696221,135.08040551589244
780,19013,176.41618146530809,367.32081882579376,313.37234954172254,313.37234954172254,301.67605865384206,296.1253979452205,258.0800289850966,260.31151401157166,262.07349056759153,236.80217179306712,236.68633616474838,244.05256608261945,254.26856782969426,254.26856782969426,254.26856782969426,255.97711906871692,262.26716196929357,258.7179105053051,259.7533834575054
781,19015,232.2300183038438,330.8864903135081,273.39625775505044,273.39625775505044,259.3790843607239,252.69671387246126,240.99850219895205,237.71447330800234,227.68833274463665,213.29276471116697,213.80918421662435,208.81170989120574,211.91155802165864,211.91155802165864,211.91155802165864,212.15699313999752,217.38993853259763,211.55401610005904,211.09672163430932
782,19017,102.79060429632604,317.72554687799004,263.9437850691166,263.9437850691166,262.73331248152294,265.02065894399857,230.0609830390578,233.1231418610258,216.13902376051982,206.4281529911774,206.0289535224693,184.90389723817856,195.72296800368636,195.72296800368636,195.72296800368636,195.96840312202522,195.3423163022539,149.39401823421338,119.79787158167285
783,19019,410.0184650347995,328.8290370212364,280.62268985443393,280.62268985443393,260.6105437159535,233.62271573440475,219.1695664273014,239.06224132696116,234.3670032566286,224.61081560846165,225.12723511391914,193.42112321969324,225.63499604640194,225.63499604640194,225.63499604640194,226.04395044175837,255.38095367145945,246.69722914476122,245.3025378174569
