Name,FIPS, 1-0-1, 1-1-1, 1-2-1, 1-3-1, 2-0-1, 2-1-1, 2-2-1, 2-3-1, 2-0-2, 2-1-2, 2-2-2, 2-3-2,Median Wage,Highschool Diploma,% High School Diploma Only,% Some College or Associates,% Bachelo's Degree or higher,% Civilian Labor Force,Employed,% Unemployed,% Total Crimes
Deer Lodge,30023,13.48,28.75,36.62,47.64,22.9,26.85,30.71,33.17,11.45,15.91,20.33,24.05,20.48039216,0.065704278,0.2796943,0.239146587,0.15019637,0.539539327,0.521812971,0.017726356,53.0729222
Defiance,39039,26.1,52.3,64.6,83.88,42.68,50.72,57.92,61.98,21.34,28.9,36.04,42.12,29.86176471,0.059839106,0.285169514,0.210129029,0.121454318,0.473776315,0.45348169,0.020294625,40.4847725
Del Norte,6015,28.38,66.96,82.82,106.88,53.02,63.4,71.36,78.16,26.5,36.64,45.56,53.9,24.00931373,0.141224813,0.219695058,0.242367444,0.104783189,0.346646001,0.326316548,0.020329452,95.51959053
Delaware,18035,26.56,53.98,66.84,85,42.86,51.8,58.96,62.36,21.42,29.74,37.16,42.68,22.50588235,0.065217197,0.223005639,0.195955426,0.150657266,0.47819987,0.46017533,0.018024539,32.43880861
Delaware,19055,27.1,58.08,74.48,96.22,46.1,54.78,62.38,69.02,23.04,31.94,41.24,48.3,34.35833333,0.055981244,0.288483532,0.217692132,0.112134035,0.612191217,0.597724154,0.014467063,32.02195791
Delaware,36025,71.3,142.15,180.25,234.65,111.75,132.15,150.6,162.65,55.9,78.3,100.25,118.55,25.01862745,0.081858807,0.278031055,0.212850952,0.167238422,0.427484879,0.408165568,0.01931931,29.79145978
Delaware,39041,42.36,91.98,119.22,156.75,69.6,82.32,93.12,99.33,34.8,50.13,65.28,78.66,54.04509804,0.022202089,0.112476883,0.1463778,0.334166184,0.526339878,0.509606583,0.016733295,15.50503447
Delaware,40041,64.75,134.4,165.2,208.4,108.65,130.7,148.75,156.45,54.3,74.15,92,104.65,21.86372549,0.114637226,0.27133203,0.235463029,0.13738644,0.448374879,0.432334084,0.016040795,15.1001312
Delaware,42045,607.74,1244.46,1563.24,2011.38,963.48,1143.66,1286.88,1391.04,481.74,678.3,856.8,1015.56,37.63872549,0.045992753,0.200721183,0.1584713,0.259350242,0.520316211,0.498798606,0.021517605,48.7491982
Delta,8029,42.66,88.38,110.79,141.57,68.52,83.37,94.62,100.98,34.26,48.69,61.29,71.43,25.25735294,0.066386716,0.273881267,0.219355046,0.154987819,0.459481985,0.444640339,0.014841646,40.38979356
Delta,26041,38.64,85.14,112.14,148.8,63.93,74.28,85.14,91.92,31.95,46.71,61.74,74.67,23.96078431,0.04235428,0.242310923,0.282280573,0.150285885,0.464406688,0.440641682,0.023765006,20.32355093
Delta,48119,12.34,25.32,30.73,38.86,20.66,24.99,28.39,30.22,10.33,13.96,17.13,19.51,25.17058824,0.084321224,0.220458891,0.211089866,0.173040153,0.466730402,0.450860421,0.015869981,3.824091778
Dent,29065,25.46,51.66,61.18,75.5,43.7,53.16,60.56,63.4,21.86,28.66,34.44,37.94,22.32352941,0.128215796,0.31592816,0.202759864,0.117051522,0.434643922,0.419180362,0.01546356,42.29942445
Denton,48121,550,1121.2,1365.6,1743.2,895.2,1080,1216,1313,447.6,612.8,753.4,874.8,89.12745098,0.045271408,0.10770149,0.178594518,0.136177741,0.55536825,0.538942126,0.016426124,14.1986845
Denver,8031,17.4,36.28,45.7,60.45,27.03,32.66,36.41,41.07,13.52,19.63,24.81,30.45,36.98823529,0.085165795,0.119764312,0.154554297,0.351490241,0.586696146,0.571500247,0.015195899,87.53050221
Des Moines,19057,41.31,88.62,112.02,142.14,71.22,84.9,96.3,105.03,35.61,48.66,62.01,71.37,26.24852941,0.05612953,0.235851966,0.271010023,0.141942945,0.502852737,0.482729375,0.020123362,127.7306605
Deschutes,41017,48.63,97.23,118.77,155.73,78.81,94.05,105.93,119.22,39.42,53.34,65.61,78.57,35.23529412,0.043187241,0.149188159,0.249595214,0.242079565,0.486600455,0.467811332,0.018789123,68.44789234
Desha,5041,26.08,54.08,65.24,81.96,44.54,53.98,61.36,64.96,22.28,29.88,36.46,41.16,18.13970588,0.130057043,0.30636244,0.153839403,0.096533567,0.474769636,0.453707767,0.021061869,31.59280386
Deuel,31049,12.89,28.3,35,44.45,22.84,27.17,30.91,32.66,11.42,15.58,19.45,22.32,23.91813725,0.079434168,0.247551687,0.292165397,0.116974973,0.521218716,0.505984766,0.01523395,0
Deuel,46039,12.21,26.25,32.39,41.74,21.35,25.23,28.67,30.96,10.67,14.44,17.99,20.96,31.96911765,0.062630966,0.259138533,0.224447031,0.155529686,0.505937136,0.483585565,0.022351572,6.984866123
Dewey,40043,39.75,81.39,99.87,125.49,65.73,79.17,90,94.32,32.88,44.88,55.56,63,27.60588235,0.044603033,0.298171276,0.203389831,0.172836753,0.645628903,0.632694023,0.01293488,20.07136485
Dewey,46041,24.64,52.8,65.08,81.98,41.8,50.76,57.66,60.42,20.9,29.04,36.14,41.16,23.35294118,0.086657759,0.212826875,0.194693644,0.098110326,0.422027104,0.390150792,0.031876312,0
Dickens,48125,24.68,51.24,62.68,79.34,41.98,49.98,56.78,60.22,21,28.24,34.86,39.84,20.575,0.144067797,0.331638418,0.279096045,0.171186441,0.381355932,0.364971751,0.016384181,11.29943503
Dickenson,51051,38.94,80.67,98.01,123.3,66.63,79.53,90.33,95.4,33.33,44.49,54.63,61.89,18.21617647,0.173605211,0.296020957,0.216086095,0.082483716,0.333545738,0.317686208,0.01585953,22.65647125
Dickey,38021,38.16,79.05,97.68,123.33,63.63,76.2,86.82,90.99,31.8,43.59,54.36,61.92,28.18137255,0.057611522,0.185037007,0.231246249,0.191238248,0.462492498,0.453890778,0.00860172,8.00160032
Dickinson,19059,27.76,58.2,73.8,93.12,46.8,55.72,63.3,68.36,23.4,32,40.9,46.76,32.45637255,0.028808676,0.189289951,0.26040784,0.241597469,0.574704852,0.557984522,0.01672033,27.11404847
Dickinson,20041,53.08,107.56,131.84,167.8,87.12,104.92,119.48,127.28,43.56,59.36,73.48,84.28,28.46372549,0.06059124,0.235137485,0.250896642,0.162210629,0.483262689,0.466253668,0.017009021,23.36702532
Dickinson,26043,51.56,115.96,153.76,201.28,85.08,99.76,114.24,120.08,42.56,63.52,84.44,101,26.34852941,0.035957914,0.237638263,0.258411377,0.184452923,0.4732339,0.453655529,0.019578371,5.010213127
Dickson,47043,152.96,300.08,362.04,456.6,250.12,299.08,339.84,361.6,123.84,165.72,202.24,229.24,57.96666667,0.109251588,0.280346129,0.172107153,0.054220749,0.499530516,0.484543864,0.014986652,99.69621651
Dillingham,2070,15.38,29.54,35.7,46.26,24.48,28.87,32.41,36.17,12.24,16.18,19.71,23.34,28.15490196,0.08153181,0.221947704,0.161004735,0.131562693,0.409100268,0.38027589,0.028824377,115.2975088
Dillon,45033,54.2,111.76,133.6,165.36,92.08,112.04,126.8,132.8,46.04,61.56,74.48,83.04,17.39362745,0.177258589,0.279902446,0.180616429,0.079810547,0.456277393,0.43821575,0.018061643,104.2697582
Dimmit,48127,12.47,25.23,30.36,38.19,20.76,25.17,28.57,30.35,10.38,13.92,16.95,19.17,19.7622549,0.252234475,0.271967499,0.124782356,0.101799187,0.863958212,0.842019733,0.021938479,44.10911201
Dinwiddie,51053,15.95,30.35,37.11,47.48,24.38,28.98,32.58,35.23,12.19,16.56,20.43,23.83,28.66372549,0.123555301,0.264142842,0.209074319,0.136794647,0.491072387,0.475614556,0.015457831,17.53318782
Divide,38023,12.63,27.85,35.56,46.83,21.12,25.4,28.94,31.29,10.56,15.28,19.62,23.5,30.15,0.0523918,0.267425968,0.32118451,0.145785877,0.664236902,0.655125285,0.009111617,0
Dixie,12029,12.89,26.36,32.5,41.23,21.41,25.3,28.7,30.39,10.71,14.49,18.02,20.7,19.50637255,0.161167134,0.323408318,0.185213915,0.0776896,0.349364521,0.335521212,0.013843308,0
Dixon,31051,26.74,58.14,71.52,90.18,46.84,55.88,63.36,66.6,23.42,31.92,39.66,45.28,28.1,0.083303603,0.243667499,0.216732073,0.146093471,0.535676061,0.519621834,0.016054228,3.567606136
Doddridge,54017,13.01,27.48,34.8,45.09,22.01,26.01,30.03,32.37,11,15.33,19.31,22.64,24.8245098,0.146260246,0.356045082,0.173027664,0.139216189,0.513831967,0.490906762,0.022925205,10.24590164
Dodge,13091,26.16,52.5,63.48,79.04,43.24,52.46,59.74,62.4,21.62,29.06,35.54,39.7,20.15588235,0.107553325,0.329736512,0.202559598,0.106549561,0.359498118,0.339874529,0.019623588,54.70514429
Dodge,27039,29.58,61.96,76.72,101.52,48.9,58.36,65.86,72.08,24.46,33.84,43.1,50.96,42.37058824,0.033497867,0.216897494,0.233766234,0.167872718,0.569272056,0.550390569,0.018881488,11.02218814
Dodge,31053,26.86,57.92,71.32,90.14,46.68,55.66,63.14,66.58,23.34,31.82,39.56,45.26,29.82990196,0.073371539,0.232491188,0.22980063,0.125272419,0.530416768,0.515268921,0.015147846,24.21502946
Dodge,55027,136.7,292,369.2,482.3,226.8,270.1,307.2,333.2,113.4,160.2,204,242.1,30.25980392,0.065103584,0.288748937,0.232370576,0.120106045,0.52889391,0.513266813,0.015627097,22.26050383
Dolores,8033,13.83,27.64,34.45,44.62,22.54,26.62,30.37,33.04,11.27,15.31,19.19,22.53,24.62352941,0.036973345,0.217540843,0.201633706,0.144883921,0.492691316,0.478503869,0.014187446,12.89767842
Dona Ana,35013,82.08,168.18,207.96,268.38,136.86,163.32,185.88,202.44,68.4,93.06,115.8,135.54,21.38137255,0.122580968,0.135424779,0.17657052,0.161877565,0.449036942,0.422657029,0.026379913,28.51143873
Doniphan,20043,53.52,107.76,129.92,164.2,89.04,107.28,121.84,130.12,44.52,59.44,72.52,82.48,25.78235294,0.064447403,0.244873502,0.216111851,0.140745672,0.55286285,0.53448735,0.018375499,6.657789614
Donley,48129,24.68,51.41,63.01,80.4,41.03,49.98,56.78,60.77,20.52,28.32,35.03,40.37,40.2872549,0.076120319,0.229281768,0.247697974,0.060159607,0.442295887,0.427255985,0.015039902,36.83241252
Dooly,13093,26.88,52.5,63.48,79.04,44.36,52.46,59.74,62.4,22.18,29.06,35.54,39.7,18.19068627,0.197537473,0.363401142,0.216987866,0.107066381,0.453069236,0.435670949,0.017398287,8.029978587
Door,55029,27.54,58.42,74,95.28,45.82,53.88,61.3,65.02,22.9,32.04,40.86,47.82,31.47892157,0.040311315,0.217355152,0.217155591,0.241402248,0.507616577,0.488924366,0.01869221,26.60812878
Dorchester,24019,87.57,173.64,210.63,267.87,140.19,168.93,190.53,205.05,70.08,95.1,116.55,134.46,47.75392157,0.085579908,0.273093357,0.200116812,0.075005379,0.49651102,0.474132366,0.022378654,84.22735237
Dorchester,45035,49.29,96.87,114.75,143.88,79.2,95.58,106.65,114.96,39.6,52.71,63.15,72.21,33.35833333,0.067785069,0.17981924,0.224916429,0.185576328,0.482153027,0.470552185,0.011600842,34.66633651
Dougherty,13095,27.74,54.8,66.78,84.28,45.1,53.74,61.04,64.62,22.54,30.2,37.18,42.32,18.08529412,0.11165637,0.202482807,0.213125073,0.143443292,0.439550064,0.418743443,0.020806621,90.5699965
Douglas,8035,69.6,146.2,184.96,245.08,108.12,130.64,145.64,164.28,54.08,79.08,100.32,123.4,60.63578431,0.011615239,0.074619111,0.173932476,0.359533267,0.551427741,0.538804061,0.012623681,37.71181469
Douglas,13097,33.44,63.4,77.82,99.16,50.9,59.88,67.18,72.16,25.44,34.5,42.72,49.76,30.84068627,0.078343282,0.194887581,0.187864418,0.180903652,0.507699134,0.489132469,0.018566665,53.80034249
Douglas,20045,14.36,29.6,36.85,48.17,23.13,27.76,31.4,34.5,11.57,16.19,20.32,24.18,30.66617647,0.027200404,0.107909248,0.160558993,0.291341499,0.552392979,0.536136718,0.016256261,1.010228564
Douglas,27041,41.31,86.49,106.74,138.84,69.78,83.01,94.26,100.56,34.89,47.55,60.42,69.72,33.13333333,0.033687125,0.200405066,0.27503461,0.1792032,0.539096549,0.522406809,0.01668974,65.88729939
Douglas,29067,25.46,51.66,61.18,75.84,43.7,53.16,60.56,63.74,21.86,28.66,34.44,38.12,19.49656863,0.148471239,0.36482985,0.226377613,0.08965279,0.438763172,0.416565901,0.022197271,39.73052341
Douglas,31055,74.65,154.8,192.5,248,122.65,144.9,163.6,176.4,61.3,84.55,106,124.5,32.97254902,0.059011917,0.133460274,0.184118414,0.248040292,0.51496084,0.498407256,0.016553584,77.73820155
Douglas,32005,14.53,28.56,35.73,46.8,22.92,26.89,30.44,33.71,11.46,15.7,19.72,23.61,37.4,0.050941642,0.182731167,0.295303912,0.22061914,0.475105076,0.456413676,0.0186914,41.22211445
Douglas,41019,91.02,187.98,230.16,300.66,149.94,182.52,206.34,230.4,75,103.44,127.5,151.74,23.99019608,0.075484933,0.234089621,0.28972761,0.125232687,0.419942267,0.399780578,0.020161689,82.01365096
Douglas,46043,12.21,26.25,32.39,41.03,20.89,25.23,28.67,30.25,10.45,14.44,17.99,20.6,27.46568627,0.082539683,0.252557319,0.270546737,0.111463845,0.553439153,0.538977072,0.014462081,0
Douglas,53017,26.84,55,68,88.2,43.26,52.96,60.06,65.98,21.64,30.32,37.72,44.52,30.9245098,0.115049606,0.190041455,0.20562206,0.131911128,0.513624295,0.48502492,0.028599376,24.68675765
Douglas,55031,28.26,57.64,72.42,92.96,45.12,53.92,61.34,65.12,22.56,31.66,40.08,46.68,27.27990196,0.043729541,0.217022237,0.268269556,0.168325996,0.518094593,0.49685066,0.021243933,95.94762389
Drew,5043,26.08,54.02,65.12,81.6,44.54,53.98,61.36,64.78,22.28,29.84,36.4,40.98,21.64803922,0.08795389,0.237175793,0.19389049,0.153083573,0.451469741,0.428184438,0.023285303,50.7204611
Dubois,18037,38.46,77.58,94.17,119.91,63.96,77.01,87.75,94.02,31.98,42.9,52.68,60.24,31.30833333,0.070376057,0.251415084,0.178357816,0.155670646,0.53117767,0.518848683,0.012328987,26.35378234
Dubuque,19061,80.97,177.75,227.01,291.75,139.53,166.59,189.36,206.19,68.79,98.88,125.49,146.46,30.62794118,0.047659823,0.213779139,0.190951585,0.200944936,0.571756694,0.556524893,0.015231801,66.08506437
Duchesne,49013,27.32,55.16,68.1,87.46,45.5,53.86,61.4,66.48,22.74,30.58,38,44.18,29.13578431,0.067462747,0.220759339,0.224790774,0.0880792,0.39513166,0.380077567,0.015054093,53.07205552
Dukes,25007,98.4,220.38,287.7,378.48,159.36,184.14,204.66,224.52,79.68,118.2,154.56,190.62,37.27254902,0.032135922,0.147184466,0.163495146,0.279708738,0.464805825,0.444951456,0.019854369,54.85436893
Dunklin,29069,101.84,206.64,244.72,307.04,175.76,212.64,242.24,258.64,87.84,114.64,137.76,154.24,19.05882353,0.167485769,0.269419793,0.171021462,0.097479051,0.405968249,0.383587314,0.022380936,111.0207545
Dunn,38025,29.44,59.22,72.5,92.74,46.5,56.5,63.56,68.14,23.26,32.32,39.92,46.56,37.11911765,0.066666667,0.250793651,0.269108669,0.158485958,0.788522589,0.776068376,0.012454212,14.65201465
Dunn,55033,42.9,85.29,106.86,139.53,67.83,80.28,91.44,99.57,33.93,46.89,59.22,70.05,30.15,0.037786092,0.200176056,0.195114437,0.167517606,0.529115317,0.510761444,0.018353873,47.75528169
Duplin,37061,26.1,53.82,66.78,84.48,42.9,51.78,59.06,61.88,21.46,29.72,37.18,42.42,22.02401961,0.196879811,0.260823155,0.262403777,0.099107051,0.524622806,0.504177358,0.020445448,3.489684902
Durham,37063,32.04,66.08,85.3,112.14,49.02,57.76,65.04,70.74,24.5,35.84,46.44,56.24,32.12794118,0.076799463,0.116887755,0.147906771,0.318108074,0.537423845,0.519586988,0.017836858,49.25607928
Dutchess,36027,205.2,417.36,532.92,693.48,309.96,371.52,415.8,457.32,155.04,225.96,289.8,349.8,41.45294118,0.062052441,0.186322915,0.202959674,0.243512407,0.487781799,0.470945656,0.016836143,28.31932574
Duval,12031,54,117.76,145.4,186.16,92.24,110.44,124.04,133.56,46.12,64.12,79.76,93.4,28.59754902,0.065535519,0.178731316,0.205184583,0.193030705,0.489708879,0.47273865,0.016970229,0
Duval,48131,12.34,26.06,32.21,41.24,20.61,24.99,28.39,30.37,10.31,14.33,17.87,20.7,18.18627451,0.226833486,0.221340657,0.208422338,0.064998474,0.503712745,0.481334554,0.022378191,16.27504832
Dyer,47045,35.25,75.24,93.24,120.33,59.94,72.48,82.68,89.1,29.97,41.52,51.9,60.42,23.90686275,0.11179044,0.269286161,0.200429336,0.111654575,0.445993315,0.424417815,0.021575501,97.27996522
Eagle,8037,80.65,182.9,236.2,307.55,130.2,158.6,177.35,192,65.1,98.9,127.9,154.85,43.75882353,0.081139761,0.105040283,0.178859163,0.325868906,0.657120812,0.642837918,0.014282895,20.09653514
Early,13099,25.9,52.5,63.48,79.48,44.36,52.46,59.74,62.82,22.18,29.06,35.54,39.92,19.61323529,0.123272526,0.23355445,0.177261839,0.094803759,0.403998526,0.387875438,0.016123088,69.0989497
East Baton Rouge,22033,57.2,120.76,146.48,183.96,94.24,116.92,131.48,139.4,47.12,66,80.84,92.32,27.5995098,0.058498493,0.167587969,0.173601792,0.214568907,0.508342072,0.486673045,0.021669027,126.0341389
East Carroll,22035,26.76,58.8,72.7,92.3,44.1,55.8,63.1,66.84,22.06,32.2,40.16,46.32,14.67794118,0.192921303,0.265317067,0.138356348,0.058318809,0.255396166,0.229387317,0.026008848,49.60450463
East Feliciana,22037,14.3,30.19,36.62,45.99,23.56,29.23,32.87,34.85,11.78,16.5,20.21,23.08,24.52990196,0.145657403,0.317416449,0.174113312,0.092839961,0.408413941,0.390142791,0.01827115,29.6842213
Eastland,48133,59.55,126.85,154.15,192.6,102.1,124.95,141.95,148.6,51.05,69.95,85.9,96.7,23.03480392,0.109732017,0.222566996,0.259407616,0.112665726,0.470803949,0.455176305,0.015627645,20.31029619
Eaton,26045,84.48,175.38,226.92,296.94,133.8,156.18,177.9,190.62,66.9,96,124.74,149.04,32.2995098,0.040183192,0.194687428,0.273066178,0.195200366,0.527016258,0.509503091,0.017513167,23.08220747
Eau Claire,55035,107.28,229.72,290.2,376.28,178.48,213.4,243.12,260.72,88,126.2,160.6,188.92,31.84901961,0.036704191,0.155141425,0.227443004,0.200387854,0.554261659,0.537688014,0.016573645,138.1137073
Echols,13101,13.49,26.75,32.24,41.06,22.04,26.72,30.37,32.74,11.02,14.78,18.02,20.62,19.80784314,0.195022992,0.316472816,0.16986746,0.073302678,0.517176089,0.502569651,0.014606438,18.93427103
Ector,48135,28.06,58.1,70.34,88.54,45.66,56.02,62.8,66.96,22.82,31.66,38.7,44.44,32.13921569,0.138928747,0.175169975,0.174685629,0.088919968,0.534688293,0.520448505,0.014239788,58.90864619
Eddy,35015,44.31,88.2,108.3,140.49,70.56,85.53,96.81,106.83,35.28,48.6,60.06,70.89,31.21127451,0.093060949,0.218859325,0.188882113,0.096896364,0.55690535,0.539092339,0.017813012,34.98411272
Eddy,38027,13.11,26.88,33.63,43.92,21.7,25.4,28.94,31.29,10.85,14.79,18.66,22.05,26.69852941,0.074563272,0.206646783,0.239880699,0.185342991,0.521090754,0.498508735,0.02258202,0
Edgefield,45037,44.52,88.14,104.52,131.1,72.36,88.32,99.42,106.68,36.18,48.33,58.02,65.82,25.77990196,0.130880461,0.281443661,0.226643801,0.127762404,0.417585844,0.406282886,0.011302958,3.507814631
Edmonson,21061,28.38,55.74,68.32,86.86,44.82,54.04,61.32,64.94,22.4,30.66,38.14,43.6,23.2754902,0.158749794,0.285172357,0.207075705,0.074468085,0.392544945,0.373659904,0.01888504,8.246742537
Edmunds,46045,12.21,26.25,32.39,41.03,21.13,25.23,28.67,30.25,10.57,14.44,17.99,20.6,29.36519608,0.045910687,0.230306071,0.215755143,0.175112895,0.509533367,0.495484195,0.014049172,0
Edwards,20047,13.16,27.41,34,42.99,21.78,26.23,29.87,31.3,10.89,15.1,18.9,21.59,24.04264706,0.10629515,0.20502236,0.284141727,0.131406949,0.504643963,0.491916065,0.012727898,10.31991744
Edwards,48137,12.47,25.23,30.36,38.19,20.76,25.17,28.57,30.35,10.38,13.92,16.95,19.17,19.81568627,0.287623066,0.23347398,0.322081575,0.187060478,0.736990155,0.720112518,0.016877637,7.032348805
Effingham,13103,46.74,88.02,106.02,135.51,73.35,86.43,97.38,105.99,36.69,48.21,58.71,68.01,35.11176471,0.071145147,0.228211027,0.187558863,0.121910173,0.49789251,0.483425713,0.014466797,11.27082401
El Dorado,6017,50.97,112.68,140.34,184.98,86.22,103.47,115.41,130.26,43.11,61.11,76.41,93.18,42.25588235,0.047226508,0.152402124,0.271292204,0.245809033,0.481899731,0.464644193,0.017255538,41.58276015
El Paso,8041,88.68,191.82,240.54,317.34,146.76,177.84,200.34,224.4,73.38,104.88,132.06,160.02,35.625,0.035601284,0.126424743,0.218550237,0.238424414,0.46669268,0.451928066,0.014764614,82.58545034
El Paso,48141,148.86,314.16,380.28,486.84,255.96,309,349.68,379.38,125.16,172.68,211.32,244.38,23.8377451,0.127034149,0.139874107,0.185485706,0.137539464,0.41868084,0.402708001,0.015972839,64.1362572
Elbert,8039,52.2,104.7,128.82,168.96,81.09,97.98,109.23,123.21,40.56,56.82,70.29,85.14,49.86911765,0.023022024,0.16967232,0.258614074,0.251860947,0.587944133,0.57562735,0.012316783,8.825109355
Elbert,13105,26.72,52.5,63.48,79.86,43.8,52.46,59.74,63.2,21.9,29.06,35.54,40.1,20.07941176,0.146916535,0.278555788,0.176248918,0.079289097,0.400010185,0.383969038,0.016041147,35.13775017
Elk,20049,26.32,52.52,63.4,79.08,44.12,52.46,59.74,62.6,22.06,29.04,35.5,39.72,20.55392157,0.087394281,0.322996375,0.229963754,0.118405155,0.465565848,0.448248087,0.017317761,8.054772453
Elk,42047,47.28,100.6,126.8,163.68,79.76,95.16,108.84,117.08,39.88,55.64,70.56,82.76,27.1872549,0.055243627,0.344595031,0.1773798,0.140432398,0.50571152,0.480671184,0.025040336,59.37399161
Elkhart,18039,52.16,107.24,130.32,163.8,87.28,105.56,119.88,126.52,42.96,59.12,72.64,82.28,54.68823529,0.120436423,0.217617256,0.164595478,0.061853106,0.543876511,0.527542056,0.016334455,12.7507281
Elko,32007,52.36,110.8,138.84,182.44,88.96,104.72,118.92,131.92,44.48,61.04,76.84,92.04,40.82696078,0.084913039,0.203642322,0.229712115,0.103366727,0.515641876,0.500372426,0.01526945,36.12528397
Elliott,21063,12.94,26.94,33.54,42.59,21.35,25.79,29.43,30.72,10.68,14.87,18.76,21.38,16.79509804,0.187652978,0.326353005,0.164808268,0.073293446,0.275632309,0.253739462,0.021892847,0
Ellis,20051,39.66,82.32,101.94,129.15,65.52,78.93,89.85,94.53,32.76,45.33,56.64,64.86,25.11617647,0.040367733,0.162300408,0.181620239,0.218946568,0.590136172,0.576760904,0.013375268,34.56141564
Ellis,40045,13.28,27.17,33.32,41.88,22.15,26.43,30.04,31.49,11.08,14.97,18.54,21.03,26.47696078,0.106428381,0.258735663,0.234462523,0.150973593,0.569485196,0.556148306,0.01333689,8.002133902
Ellis,48139,136.89,276.57,337.77,433.35,217.08,261.09,291.69,317.97,108.54,150.03,184.77,217.35,38.40245098,0.080164194,0.160827206,0.198300902,0.141295368,0.488909096,0.47377309,0.015136006,23.17424853
Ellsworth,20053,52.64,107.32,131.36,167.08,87.4,104.92,119.48,127.28,43.72,59.2,73.24,83.92,27.93529412,0.059441656,0.243412798,0.267879548,0.138331242,0.431148055,0.419228356,0.011919699,26.66248432
Elmore,1051,81.48,164.22,200.7,253.14,135.66,160.14,181.74,192,67.8,90.42,111.6,127.08,30.54411765,0.085283654,0.207235982,0.185252964,0.159814497,0.423246985,0.412119077,0.011127908,41.48811621
Elmore,16039,28.16,54.8,67.48,87.16,46.04,54.14,61.9,67.5,23.02,30.5,37.8,44.04,23.42941176,0.058919975,0.156492011,0.25985488,0.109537431,0.402288425,0.389799763,0.012488663,34.18684155
Emanuel,13107,13.19,26.25,31.74,40.03,21.73,26.23,29.87,31.7,10.87,14.53,17.77,20.1,18.88676471,0.13993324,0.266865777,0.16167428,0.085119466,0.369817287,0.349789178,0.02002811,6.148981026
Emmet,19063,27.1,58.2,74.74,95.92,46.1,54.78,62.38,68.34,23.04,32,41.36,48.16,27.27205882,0.064337452,0.226565829,0.269066894,0.129846613,0.565935236,0.551342139,0.014593098,19.17341287
Emmet,26047,38.82,88.38,116.88,154.35,64.41,76.05,86.94,93,32.22,48.36,64.11,77.46,29.14509804,0.043415807,0.174161585,0.252609053,0.236045966,0.519523921,0.492026266,0.027497655,10.55347092
Emmons,38029,12.9,26.46,32.77,42.38,21.4,25.4,28.94,31.29,10.7,14.58,18.23,21.28,26.01617647,0.094213875,0.260830051,0.250530142,0.134504696,0.435625568,0.418055135,0.017570433,9.088155105
Emporia City,51595,13.49,28.5,35.14,44.94,22.18,27.26,30.87,33.08,11.09,15.64,19.45,22.56,18.93676471,0.125563649,0.205861949,0.193895248,0.084287201,0.401664932,0.382414152,0.01925078,67.63787721
Erath,48143,39.45,81.66,102.03,131.16,63.51,76.5,86.7,92.7,31.77,44.73,56.31,65.82,26.00196078,0.066846868,0.149935363,0.173580914,0.179222,0.490092843,0.47465037,0.015442473,30.32083676
Erie,36029,291.8,597.8,773,997.6,457.4,538.8,612.8,652.8,228.6,327.8,425.2,503.8,29.71568627,0.055466363,0.186748352,0.202172209,0.232574541,0.461934993,0.443125181,0.018809812,66.1995565
Erie,39043,91,186.13,229.11,293.51,151.97,180.6,205.8,216.86,76.02,102.69,127.68,147.42,29.79901961,0.058369258,0.264208828,0.222514612,0.164211473,0.496456058,0.471780699,0.024675359,39.14204861
Erie,42049,251.4,516.8,653.2,836.4,403.4,484,552.4,587,201.1,285.2,362.4,422.8,25.45245098,0.060042233,0.266594309,0.172569737,0.19308835,0.476553848,0.454377649,0.022176199,102.9253238
Escambia,1053,51.24,103.64,128.36,163.32,85.76,100.52,114.96,121.4,42.88,57.36,71.68,82,20.9372549,0.132709416,0.307642082,0.175449574,0.087711184,0.397556928,0.383464374,0.014092554,20.94839078
Escambia,12033,28.32,56.82,69.98,90.44,45.18,53.82,60.62,66.12,22.6,31.02,38.52,45.38,25.89313725,0.062428356,0.178443951,0.240791538,0.173964368,0.45000233,0.434721424,0.015280906,0
Esmeralda,32009,12.01,25.13,31.23,40.36,20.88,24.52,28.07,30.46,10.44,13.98,17.47,20.39,24.84068627,0.128943759,0.447187929,0.348422497,0.176954733,0.604938272,0.581618656,0.023319616,13.71742112
Essex,25009,566.4,1150.5,1470.3,1923.3,827.1,986.4,1089,1204.2,413.7,615.3,788.7,968.7,40.81029412,0.071920121,0.167970028,0.16338264,0.26719221,0.526088841,0.509806391,0.01628245,22.35039743
Essex,34013,706.2,1571.68,2013.22,2601.28,1192.4,1411.96,1572.56,1757.8,596.2,866.14,1091.42,1311.64,63.25686275,0.086108127,0.173552322,0.139806745,0.109727831,0.430775661,0.412319619,0.018456042,34.31635885
Essex,36031,58.04,116.36,146.84,191.44,91.68,108.36,123.12,133.8,45.84,63.96,81.52,96.72,27.00539216,0.065461063,0.264064632,0.231829004,0.205532222,0.453171397,0.432679704,0.020491694,13.10826356
Essex,50009,13.12,28.03,34.88,45.59,22.56,26.82,30.53,32.63,11.28,15.47,19.38,23.05,22.44901961,0.105574324,0.367398649,0.197128378,0.129391892,0.453547297,0.439358108,0.014189189,0
Essex,51057,60.14,119.84,146.9,186.74,94.54,114.36,128.78,137.74,47.28,65.46,80.94,93.72,52.48823529,0.131521842,0.28049816,0.202471931,0.064628739,0.522596471,0.5047646,0.017831871,53.77865836
