Name,FIPS, 1-0-1, 1-1-1, 1-2-1, 1-3-1, 2-0-1, 2-1-1, 2-2-1, 2-3-1, 2-0-2, 2-1-2, 2-2-2, 2-3-2,Median Wage,Highschool Diploma,% High School Diploma Only,% Some College or Associates,% Bachelo's Degree or higher,% Civilian Labor Force,Employed,% Unemployed,% Total Crimes
Keokuk,19107,13.55,28.87,36.9,47.1,23.26,27.39,31.19,34,11.63,15.88,20.45,23.65,26.92990196,0.050832254,0.287850095,0.24429383,0.13036978,0.528456095,0.511113326,0.017342769,3.986843417
Kern,6029,183,404.04,504.24,656.4,313.68,377.52,425.28,468.6,156.84,221.04,277.08,330.96,26.1004902,0.153223314,0.16441624,0.176957552,0.096888043,0.42687754,0.393141487,0.033736053,55.03527691
Kerr,48265,40.08,81.06,100.68,130.59,64.47,76.65,86.85,94.41,32.22,44.43,55.65,65.55,28.32794118,0.081562037,0.194284954,0.24352637,0.195615803,0.422886802,0.410433857,0.012452945,33.27122704
Kershaw,45055,57.16,113.72,135.6,170.84,93.84,114,128.8,138.28,46.92,62.56,75.48,85.8,27.60686275,0.083696467,0.251334037,0.21314007,0.139947709,0.448587985,0.435866856,0.012721129,48.16292831
Ketchikan Gateway,2130,15.18,28.32,33.12,42.34,23.94,29.01,32.55,36.33,11.97,15.57,18.42,21.38,37.11078431,0.049971322,0.205334098,0.261256094,0.17472039,0.503441354,0.47583883,0.027602524,96.07112131
Kewaunee,55061,55.68,116.44,147,192,90.32,108,122.88,133.36,45.16,63.92,81.24,96.36,32.29362745,0.048631036,0.282157273,0.238632495,0.137334047,0.532850265,0.516023926,0.016826339,19.45241453
Keweenaw,26083,12.77,27.67,35.96,47.43,21.07,24.76,28.38,30.59,10.54,15.22,19.87,23.81,23.19509804,0.029814272,0.294721408,0.241446725,0.266373412,0.440371457,0.411045943,0.029325513,0
Keya Paha,31103,12.89,28.3,35,44.32,22.84,27.17,30.91,32.54,11.42,15.58,19.45,22.26,22.55392157,0.032509753,0.211963589,0.249674902,0.165149545,0.765929779,0.746423927,0.019505852,0
Kidder,38043,26.22,53.7,67.1,87.62,43.4,50.8,57.88,62.58,21.7,29.56,37.24,44,24.78921569,0.068086884,0.251461988,0.292397661,0.131578947,0.530492899,0.509607352,0.020885547,12.53132832
Kimball,31105,12.9,28.33,35.02,44.16,23.47,27.19,30.94,32.38,11.73,15.59,19.46,22.18,25.62941176,0.087652883,0.281887012,0.282178218,0.12550961,0.592603378,0.575131043,0.017472335,17.47233547
Kimble,48267,24.86,51.1,62.12,77.78,41.94,50.22,57.02,59.84,20.98,28.16,34.6,39.06,21.93970588,0.111759216,0.246616892,0.223051797,0.168455436,0.43280448,0.419738684,0.013065796,13.99906673
King,53033,704.52,1315.08,1622.16,2182.32,1005.84,1205.64,1333.44,1563.84,502.92,708.48,878.04,1098.72,50.16568627,0.047555267,0.103535088,0.176918281,0.362437353,0.567761904,0.553092403,0.014669501,40.78998094
King and Queen,51097,13.8,29.1,35.86,45.31,22.77,27.73,31.33,33.06,11.38,15.93,19.81,22.74,26.56127451,0.093825666,0.293280872,0.216404358,0.186743341,0.588983051,0.573244552,0.015738499,7.566585956
King George,51099,14.89,31.78,39.61,51.98,24.33,29.34,32.94,36.54,12.16,17.27,21.68,26.08,41.98872549,0.043857351,0.172398309,0.199753022,0.233731243,0.507016428,0.494031359,0.012985069,22.45256895
King William,51101,31.9,60.7,74.22,94.96,48.76,57.96,65.16,70.46,24.38,33.12,40.86,47.66,35.80147059,0.051207187,0.221448624,0.237507019,0.135710275,0.522627737,0.508927569,0.013700168,16.28298709
Kingfisher,40073,52.76,108.2,132.8,169.16,89.8,105.2,119.68,127.6,44.92,59.64,73.92,84.92,33.74460784,0.078569547,0.256651739,0.184865648,0.149894626,0.598919916,0.587328767,0.011591149,10.5374078
Kingman,20095,25.5,54.06,66.5,85.58,43.76,52.46,59.74,64.44,21.88,29.82,37.04,42.98,27.89558824,0.044712182,0.229718876,0.25167336,0.170013387,0.451807229,0.437349398,0.014457831,8.032128514
Kings,6031,80.95,171.45,211.85,275.85,135.75,161.75,181.65,201.65,67.9,93.65,116.35,139.1,28.08676471,0.162362446,0.154033813,0.203559671,0.089385255,0.379202025,0.348786118,0.030415907,65.38305156
Kingsbury,46077,12.21,26.25,32.39,41.74,20.78,25.23,28.67,30.96,10.39,14.44,17.99,20.96,30.38823529,0.062656642,0.264314633,0.203778677,0.145748988,0.513977251,0.499710816,0.014266435,3.855793329
Kinney,48271,12.8,25.67,30.81,38.33,21.11,25.61,29.01,30.5,10.55,14.14,17.17,19.25,23.07647059,0.202940236,0.347395334,0.279961649,0.114733142,0.436561202,0.420901246,0.015659955,28.76318313
Kiowa,8061,14.37,28.45,35.08,45.02,22.98,27.62,31.37,34,11.49,15.72,19.5,22.73,22.99068627,0.029737206,0.245504841,0.266251729,0.147302905,0.6604426,0.650760719,0.009681881,6.915629322
Kiowa,20097,12.75,26.9,32.98,42.31,22.38,26.23,29.87,32.15,11.19,14.84,18.39,21.25,24.30784314,0.077642276,0.17804878,0.217073171,0.184552846,0.524390244,0.512195122,0.012195122,8.130081301
Kiowa,40075,52.28,107.52,132.16,166.08,86.92,104.56,119,124.52,43.44,59.32,73.6,83.4,19.50392157,0.110823834,0.269949465,0.219297215,0.124926548,0.403102597,0.388764837,0.01433776,12.92748854
Kit Carson,8063,26.8,54.78,67.74,86.7,44.04,53.44,60.94,65.6,22.02,30.38,37.8,43.78,21.05441176,0.076760265,0.27613941,0.243403415,0.137152533,0.609143502,0.599407366,0.009736137,36.68689149
Kitsap,53035,71.6,149.15,185.25,244.5,114.95,140.55,158.3,178.3,57.5,81.65,101.9,123.3,38.85686275,0.035063913,0.148600745,0.264503231,0.222400412,0.465017724,0.443901005,0.021116719,31.34853108
Kittitas,53037,39.21,83.76,105.39,139.17,64.23,78.57,89.22,99.42,32.13,46.11,58.26,70.2,29.00588235,0.053950425,0.156596071,0.215170174,0.203171166,0.531181632,0.502762929,0.028418702,39.695965
Kittson,27069,13.36,27.66,33.93,43.57,22.79,26.97,30.73,32.26,11.39,15.26,18.92,21.88,30.76568627,0.039933444,0.264796767,0.237461374,0.189208462,0.562871405,0.542904683,0.019966722,0
Klamath,41035,28.34,59.58,73.86,95.72,47.48,57.54,65.46,71.6,23.74,32.94,41.08,48.32,25.99509804,0.080575685,0.209355596,0.250918416,0.135363693,0.424891591,0.399247979,0.025643611,64.97341996
Kleberg,48273,25.52,53.24,65.54,84.68,41.7,51.1,57.9,62.94,20.86,29.24,36.3,42.5,23.12205882,0.11929768,0.147680412,0.150386598,0.13621134,0.434407216,0.415721649,0.018685567,36.08247423
Klickitat,53039,53.6,113.92,147,195.36,84.16,102.76,116.96,129.68,42.08,62.6,80.92,98.52,29.68970588,0.085111062,0.175808225,0.225335386,0.223224104,0.451154607,0.42476358,0.026391027,21.11282164
Knott,21119,25.84,53.82,67.02,86,42.9,51.52,58.8,62.26,21.44,29.7,37.48,43.18,15.98676471,0.184758964,0.249736861,0.196547611,0.110167708,0.314574416,0.293874114,0.020700302,2.10511543
Knox,18083,13.36,25.92,31.14,39.28,21.49,26.03,29.62,31.58,10.74,14.33,17.44,19.73,23.90196078,0.076401521,0.241552285,0.243233559,0.114354225,0.510308142,0.495204234,0.015103908,12.40284439
Knox,21121,25.84,53.82,67.02,86.54,43.18,51.52,58.8,62.78,21.58,29.7,37.48,43.44,15.50686275,0.184546087,0.264167191,0.148511244,0.098830855,0.329513463,0.310634915,0.018878548,10.59848309
Knox,23013,74.45,147.6,184.15,238.7,118.5,139.7,158.55,173.3,59.25,81.2,101.9,120.65,27.40686275,0.047528751,0.243381683,0.200334918,0.247888295,0.502795085,0.489669269,0.013125816,24.380033
Knox,29103,25.46,51.66,61.18,76.16,43.7,53.16,60.56,64.06,21.86,28.66,34.44,38.26,20.46813725,0.09375,0.30849359,0.189102564,0.122863248,0.471153846,0.457532051,0.013621795,18.6965812
Knox,31107,12.89,28.3,35,44.43,22.84,27.17,30.91,32.65,11.42,15.58,19.45,22.31,26.31176471,0.054701466,0.235371231,0.255035157,0.150518413,0.550947444,0.534858777,0.016088666,0
Knox,39083,53.36,109.12,137.84,179.76,86.44,101.76,116.16,123.36,43.2,60.04,76.44,90.24,29.39068627,0.056185329,0.256389407,0.183829977,0.147956825,0.506098436,0.485850034,0.020248402,14.98700595
Knox,47093,26.02,53.46,65.44,83.36,43.1,51.62,58.42,62.52,21.56,29.34,36.26,41.84,29.56666667,0.053339346,0.162721751,0.185382831,0.242365404,0.512515371,0.497725332,0.014790039,70.90199615
Knox,48275,24.68,50.74,61.66,77.04,41.22,49.98,56.78,59.44,20.62,27.98,34.36,38.68,20.00392157,0.129138085,0.245451834,0.196838652,0.143751864,0.43006263,0.416343573,0.013719058,17.8944229
Kodiak Island,2150,15.83,30.96,38.29,50.91,24.03,29.13,32.68,37.33,12.01,16.9,21,25.66,39.05343137,0.069613007,0.202503626,0.218914587,0.190901458,0.457064346,0.434699641,0.022364705,31.29532097
Koochiching,27071,26.72,55.32,67.86,88.28,45.52,53.94,61.46,65.66,22.76,30.52,37.84,44.34,25.75735294,0.063090698,0.27673686,0.3156193,0.120543857,0.494942796,0.464433759,0.030509037,13.26479854
Kootenai,16055,73.95,141.9,173.6,226.05,119.2,140.25,159.65,176.9,59.6,78.7,96.95,114.15,30.76666667,0.04356275,0.173095552,0.259170645,0.160233891,0.466159359,0.450385733,0.015773625,46.33465996
Kosciusko,18085,39.57,78.84,95.67,120.75,65.46,78.03,88.77,94.17,32.73,43.53,53.43,60.66,31.70441176,0.094304586,0.229249751,0.18115653,0.153639083,0.530059821,0.515677966,0.014381854,11.59022931
Kossuth,19109,27.38,58.34,75,95.56,46.1,54.78,62.38,67.56,23.04,32.06,41.5,47.98,29.2,0.043161586,0.265578635,0.276841111,0.12422444,0.575060696,0.5622471,0.012813596,30.34799029
La Crosse,55063,190.4,408.8,517.51,675.36,315.35,377.44,429.52,464.8,155.47,224.28,285.81,339.01,58.58627451,0.03125414,0.15887038,0.216775401,0.108909293,0.54513015,0.529623129,0.015507021,91.56841966
La Grange,18087,25.64,50.67,60.69,76.78,42.75,51.34,58.5,62.68,21.38,28.08,34.07,38.57,69.35882353,0.213840676,0.170820353,0.116278495,0.029298324,0.495277654,0.481852346,0.013425308,21.5101617
La Moure,38045,51.36,108.26,133.34,168.08,85.7,104.62,119,124.84,42.82,59.64,74.14,84.4,54.95980392,0.099682385,0.208648913,0.235524065,0.088688004,0.503786953,0.493525531,0.010261422,0
La Paz,4012,41.91,81.39,97.98,124.35,69.09,82.08,93.3,101.04,34.56,45.15,54.84,62.82,19.31715686,0.22359123,0.301987075,0.327535181,0.116446216,0.560669203,0.527088241,0.033580963,67.64510479
La Plata,8067,61.4,124.12,157.36,207.32,96.88,114.08,129.08,143.16,48.44,68.04,86.52,104.52,38.15147059,0.031830763,0.143031741,0.223875768,0.316114886,0.57307955,0.559240088,0.013839462,37.02505482
La Porte,18091,105.52,222.08,273.88,347.56,177.16,212.92,241.64,255.88,88.6,122,151.84,174.52,55.32058824,0.079196207,0.271951751,0.212005302,0.061885658,0.422142559,0.404511773,0.017630785,47.41275786
La Salle,22059,40.44,88.2,109.05,138.03,66.48,83.7,94.65,99.81,33.24,48.3,60.24,69.27,25.00686275,0.15171388,0.287336894,0.145088229,0.09228585,0.458995335,0.440064904,0.018930431,26.36738557
La Salle,48283,12.38,25.09,30.23,38.56,20.46,25.04,28.43,30.73,10.23,13.85,16.88,19.36,20.43284314,0.286014406,0.302971188,0.137454982,0.058823529,0.658463385,0.642557023,0.015906363,25.51020408
Labette,20099,63.75,133.2,162.3,205.75,108.9,131.15,149.35,158.85,54.45,73.55,90.6,103.35,21.65196078,0.069857313,0.217845818,0.269124059,0.128369005,0.498513674,0.478795085,0.019718589,14.36781609
Lac qui Parle,27073,26.72,56.28,69.76,90.64,45.62,53.94,61.46,65.12,22.8,31,38.78,45.52,27.85539216,0.04985861,0.273701444,0.277422235,0.139008781,0.526566453,0.507218336,0.019348117,4.464950141
Lackawanna,42069,286.81,600.3,758.77,978.19,472.88,560.97,639.63,686.55,236.44,330.97,420.67,494.5,26.30147059,0.061927965,0.254340053,0.178497981,0.195297736,0.487577352,0.463209138,0.024368214,32.65461148
Laclede,29105,26.02,51.66,61.18,77.08,43.7,53.16,60.56,64.98,21.86,28.66,34.44,38.74,21.55343137,0.099558811,0.274202947,0.199950054,0.097949444,0.479896778,0.446849247,0.033047532,29.96753517
Lafayette,5073,26.08,52.9,62.9,78.18,45.1,53.98,61.36,64.7,22.54,29.3,35.3,39.26,18.21764706,0.157736208,0.312618897,0.184051997,0.12285986,0.389663919,0.371750159,0.01791376,1.585288523
Lafayette,12067,13.42,26.47,32.1,40.41,21.96,25.92,29.31,31.09,10.98,14.54,17.82,20.29,22.29411765,0.178580112,0.28057379,0.177850717,0.084852905,0.346097739,0.335521517,0.010576222,0
Lafayette,22055,167.7,356.82,434.4,549.96,280.92,344.94,388.62,415.14,138.54,195.24,239.94,276.06,29.4377451,0.076028012,0.203707917,0.168854161,0.221184432,0.479510078,0.459559964,0.019950114,205.0853557
Lafayette,28071,14.11,28.56,34.88,44.7,23.57,27.63,31.24,33.78,11.79,15.66,19.31,22.43,26.4872549,0.053876337,0.105423468,0.146596671,0.256373963,0.503126512,0.480622794,0.022503718,38.34232168
Lafayette,29107,145.5,289.6,343.7,433.8,242.4,290.6,327.6,353.7,121.2,159,191.1,217.8,30.52156863,0.064970895,0.299266311,0.184240844,0.139279651,0.507397526,0.491783895,0.015613631,18.19063789
Lafayette,55065,26.3,54.48,67.56,85.52,44.16,52.44,59.88,62.78,22.08,30.08,37.64,42.96,28.98431373,0.063211125,0.278309554,0.215820842,0.129372103,0.604900367,0.589187888,0.01571248,15.05026789
Lafourche,22057,28.72,60.08,72.94,92.86,46.06,58.14,65.44,70.58,23.02,32.84,40.26,46.6,26.54166667,0.148487551,0.276638273,0.14184528,0.115388952,0.434402452,0.415562184,0.018840268,68.47279027
Lake,6033,42.6,102.24,126.96,165.33,79.47,95.97,107.91,119.43,39.75,55.86,69.72,83.37,22.98872549,0.096885407,0.207869372,0.27054267,0.105805202,0.425524111,0.403532708,0.021991403,69.68589998
Lake,8065,28.52,57.3,71.94,93.5,45.86,54.28,61.78,67.34,22.94,31.64,39.9,47.18,27.86764706,0.121705218,0.192711135,0.191769769,0.241931146,0.666487359,0.651291017,0.015196342,20.17213556
Lake,12069,216.16,428.12,523.18,669.34,340.76,404.32,451.92,490.42,170.38,232.4,286.3,335.72,28.26470588,0.070000208,0.213691152,0.222780735,0.159934993,0.421360781,0.407169051,0.01419173,0
Lake,18089,202.35,419.7,513,647.1,339.45,406.2,460.05,486.3,169.8,230.4,284.55,324.9,28.07843137,0.074575897,0.23051935,0.203976338,0.148361741,0.458145177,0.436005615,0.022139563,30.4591939
Lake,27075,27.22,57.06,70.56,92.66,46.16,54.74,62.24,67.14,23.08,31.4,39.98,46.52,29.94215686,0.039706557,0.229802843,0.259513984,0.214121962,0.503713893,0.485923888,0.017790005,3.668042182
Lake,30047,55.52,118.64,150.12,193,92.96,111.04,126.48,135.12,46.48,65.48,83.12,97.4,24.02892157,0.054153016,0.188989529,0.223357102,0.195863044,0.428181409,0.40948802,0.01869339,42.39737907
Lake,39085,134.8,296.6,382.4,512.4,224.8,264.4,300.4,321,112.4,162,212.5,257.1,31.88235294,0.054702648,0.226420124,0.23550857,0.1949201,0.55007889,0.529331092,0.020747798,78.67482363
Lake,41037,29.33,60.57,74.18,96.18,49.22,59.22,67.16,74.13,24.61,33.45,41.23,48.56,46.92843137,0.09754902,0.248897059,0.257230392,0.059252451,0.444362745,0.420833333,0.023529412,15.93137255
Lake,46079,24.42,52.7,65.18,84.06,41.56,50.46,57.34,61.92,20.78,28.98,36.18,42.2,31.34607843,0.072248847,0.251198119,0.205624378,0.261958586,0.599692558,0.580251379,0.019441179,12.65937246
Lake,47095,36.36,72.72,88.62,111.15,59.73,72.09,82.26,86.25,29.88,40.29,49.62,55.83,16.69558824,0.217844397,0.34732334,0.164168451,0.075517488,0.246823697,0.233404711,0.013418986,94.21841542
Lake of the Woods,27077,13.67,28.13,34.39,44.09,23.09,27.44,31.19,32.78,11.55,15.5,19.15,22.14,27.57058824,0.052351847,0.288068031,0.281424395,0.124368855,0.649747542,0.623173,0.026574542,26.57454159
Lamar,1075,51.24,102.16,125.36,160.56,85.76,100.52,114.96,123.12,42.88,56.64,70.2,80.64,20.9245098,0.124320069,0.279988549,0.215717149,0.084025193,0.41525909,0.402304609,0.01295448,14.31434297
Lamar,13171,28.5,55.16,67.16,84.88,45.82,54.1,61.4,65.22,22.9,30.4,37.38,42.62,28.13823529,0.085027027,0.258864865,0.208648649,0.103891892,0.443675676,0.426,0.017675676,11.89189189
Lamar,28073,13.23,28.15,34.73,44.16,22.98,26.97,30.58,32.48,11.49,15.46,19.24,22.17,30.68921569,0.067453521,0.154791193,0.19902837,0.218009405,0.484989567,0.463999875,0.020989692,8.564043474
Lamar,48277,36.87,76.05,92.28,116.19,61.68,75.06,85.26,90.24,30.84,41.94,51.45,58.35,23.06911765,0.105933557,0.223426769,0.219713305,0.126157962,0.477878933,0.461747325,0.016131608,54.90337007
Lamb,48279,49.36,102.48,125.36,157.2,83.96,99.96,113.56,118.96,42,56.48,69.72,78.92,20.94068627,0.160291299,0.207052511,0.17945573,0.091682637,0.403679571,0.388348026,0.015331545,29.12993484
Lamoille,50015,44.52,92.61,115.53,151.02,72.63,86.58,97.71,104.79,36.3,50.67,63.6,76.26,29.68382353,0.04918096,0.175216805,0.199074966,0.261784544,0.539410291,0.523068029,0.016342262,21.19868954
Lampasas,48281,25.3,51.84,63.18,81.16,41.36,50.66,57.44,62.28,20.68,28.52,35.12,40.74,28.83186275,0.06126601,0.200073982,0.283118324,0.135247607,0.421325195,0.40731493,0.014010265,37.45318352
Lancaster,31109,29.44,60.74,75.82,98.38,47.68,56.78,64.26,69.74,23.84,33.22,41.8,49.38,30.08970588,0.038070972,0.129655805,0.196421043,0.237932723,0.551963993,0.536973665,0.014990329,85.1497793
Lancaster,42071,1007.76,2072.52,2574.12,3294.6,1641.6,1964.6,2224.52,2397.8,804.46,1137.72,1422.72,1665.16,33.09558824,0.098413336,0.232314136,0.147951839,0.179518756,0.516398304,0.49821333,0.018184975,62.60578968
Lancaster,45057,13.61,29.02,34.49,42.84,23.28,29.09,32.79,34.7,11.64,15.93,19.17,21.51,31.29509804,0.096869272,0.205726129,0.200060407,0.184656724,0.433896434,0.419846692,0.014049742,80.19496751
Lancaster,51103,28.66,59.76,73.28,92.54,46.78,57.02,64.22,68.04,23.38,32.64,40.4,46.44,26.99607843,0.075922704,0.242329884,0.222456269,0.248832311,0.497664621,0.476966755,0.020697866,19.23253045
Lander,32015,13.42,31.91,42.62,56.22,22.52,26.7,30.24,32.5,11.26,17.37,23.17,28.32,39.82303922,0.079002442,0.256539937,0.255842344,0.083711196,0.56766655,0.549703523,0.017963028,29.64771538
Lane,20101,13.16,26.79,32.77,41.17,21.78,26.23,29.87,31.33,10.89,14.79,18.28,20.68,29.56617647,0.038754765,0.216010165,0.266836086,0.156289708,0.491105464,0.478398983,0.01270648,19.05972046
Lane,41039,205.31,423.99,519.26,673.26,344.54,414.54,470.12,518.91,172.27,234.15,288.61,339.92,56.09019608,0.054239094,0.155291132,0.255988051,0.101956806,0.47279559,0.45392471,0.018870881,70.60586833
Lanier,13173,13.49,26.75,32.24,41.06,22.04,26.72,30.37,32.74,11.02,14.78,18.02,20.62,20.91519608,0.138908575,0.262529108,0.177888023,0.114204718,0.382808545,0.367216766,0.015591779,40.49812696
Lapeer,26087,96.46,218.47,288.33,380.45,158.2,186.34,211.75,227.22,79.1,118.93,157.36,190.89,32.55637255,0.064275155,0.252316095,0.259786276,0.128798565,0.468342003,0.442399485,0.025942518,18.61903204
Laramie,56021,27.34,55.46,69.06,90.34,43.42,52.84,59.94,66.34,21.72,30.56,38.24,45.58,34.12401961,0.046372572,0.170745782,0.256556431,0.188952563,0.495224451,0.477724053,0.017500398,47.45702006
Larimer,8069,79.65,167.8,212.75,282.7,126.45,151.85,170.6,192.3,63.2,91.35,116.2,142.45,36.92745098,0.026167891,0.119821983,0.187090953,0.29852172,0.570176514,0.557139913,0.013036601,52.58086257
Larue,21123,53.78,109.36,135.16,174.44,87.8,105.36,119.92,128.76,43.9,60.28,75.54,87.56,48.80882353,0.106881012,0.262460483,0.216923387,0.041333154,0.404049237,0.386493576,0.01755566,6.053675927
Las Animas,8071,27.34,56.22,69.9,90.66,44.58,54.14,61.64,67.38,22.28,31.1,38.88,45.78,21.3,0.087873583,0.213191343,0.280796977,0.14139471,0.448986603,0.432016489,0.016970113,72.14015802
Lassen,6035,27.66,65.78,81.6,105.78,49.96,62.26,70.2,77.12,24.98,36.06,44.96,53.36,26.28088235,0.116315307,0.238282921,0.24689887,0.089459212,0.296791934,0.282859762,0.013932172,44.91292392
Latah,16057,27.4,55.74,69.84,91.18,45.94,53.64,61.4,67.22,22.98,30.96,38.98,46.04,26.96029412,0.023483564,0.111445707,0.173368424,0.256446593,0.51668902,0.503631349,0.013057671,20.75056305
Latimer,40077,26.66,53.76,66.08,83.42,43.88,52.28,59.5,62.64,21.94,29.66,36.8,41.88,20.59509804,0.091274884,0.274142313,0.252011859,0.127911902,0.330156713,0.310567556,0.019589157,6.353240152
Lauderdale,1077,77.88,161.52,200.22,254.16,129.78,155.16,176.76,186.3,64.92,89.04,111.36,127.56,23.62156863,0.085780856,0.244463683,0.189805908,0.159762302,0.453678765,0.438705058,0.014973708,18.59689624
Lauderdale,28075,25.9,52.2,62.14,76.98,44.52,53.08,60.28,63.3,22.26,28.88,34.82,38.66,20.39411765,0.108941686,0.193234134,0.262674011,0.138797545,0.41685849,0.393552011,0.023306478,92.62304067
Lauderdale,47097,48.48,96.96,118.16,149.12,79.8,96.12,109.68,115.88,39.92,53.72,66.16,74.88,21.34558824,0.161834308,0.32072545,0.16521497,0.058266714,0.38670803,0.365867239,0.020840791,49.3179016
Laurel,21125,25.96,54,67.2,86.26,43.5,51.68,58.96,62.5,21.76,29.8,37.58,43.3,21.58480392,0.126028141,0.259866162,0.183108939,0.096098254,0.397617108,0.379010749,0.01860636,31.1436922
Laurens,13175,26.7,52.5,63.48,79.92,43.8,52.46,59.74,63.28,21.9,29.06,35.54,40.14,20.59705882,0.09029655,0.276114585,0.169941497,0.103933831,0.394734719,0.376397014,0.018337704,44.58341739
Laurens,45059,41.7,86.01,102.39,126.57,69.03,86.22,97.29,102.15,34.5,47.25,56.97,63.54,23.05784314,0.129880513,0.230711145,0.210648662,0.110351056,0.443269814,0.430536431,0.012733384,85.7282459
Lavaca,48285,97.24,203.08,246.48,310.88,165.92,200.28,227.44,241.16,82.96,112,137.4,156.08,51.6,0.097457835,0.276933668,0.190441068,0.056424251,0.424054679,0.411515956,0.012538723,16.7182967
Lawrence,1079,64.25,133.6,165.9,210.95,107.5,128.35,146.35,154.4,53.75,73.75,92.3,105.9,23.42990196,0.145889396,0.290418166,0.180026003,0.088591903,0.430260333,0.416623832,0.013636501,17.83932513
Lawrence,5075,39.12,81.12,97.86,122.58,66.96,80.97,92.04,97.05,33.48,44.82,54.69,61.56,19.41372549,0.109891465,0.267636902,0.20825111,0.106684756,0.421867292,0.404538727,0.017328564,17.88357178
Lawrence,18093,25.72,52.8,64.42,80.88,42.82,51.84,59.02,61.96,21.4,29.14,35.94,40.62,27.57892157,0.083935038,0.301992846,0.215813912,0.112816867,0.469240852,0.452755993,0.016484859,19.10644065
Lawrence,21127,25.84,53.82,67.02,86.08,42.88,51.52,58.8,62.32,21.44,29.7,37.48,43.22,18.65441176,0.165224329,0.282513963,0.151414718,0.06481311,0.318725833,0.297305591,0.021420242,6.137605106
Lawrence,29109,76.38,154.98,183.54,231.24,131.4,159.48,181.68,194.94,65.7,85.98,103.32,116.22,22.4245098,0.102681508,0.259677377,0.200915765,0.107049814,0.471750743,0.455198547,0.016552196,39.9989474
Lawrence,39087,26.52,55.96,70.34,91.98,44.66,52.3,59.5,63.74,22.32,30.74,39.42,46.18,22.76127451,0.090882555,0.319986264,0.209100275,0.108121566,0.411641484,0.390247253,0.021394231,14.93818681
Lawrence,42073,156.13,340.99,435.89,560.82,260.52,313.56,358.02,380.25,130.26,187.85,241.15,283.4,24.98970588,0.066887417,0.313605205,0.183478564,0.159532938,0.473382131,0.448646451,0.02473568,37.52759382
Lawrence,46081,62.15,132.9,164.1,211.85,105.45,127.3,144.55,156.5,52.75,73.05,91,106.35,26.42254902,0.044667805,0.203352996,0.198967712,0.240453275,0.518821794,0.503764359,0.015057436,15.13505123
Lawrence,47099,60.85,121.5,148,186.6,100.95,120.45,137.4,145.05,50.45,67.3,82.85,93.7,21.29803922,0.109830386,0.292986707,0.163749179,0.094544713,0.434679227,0.416902557,0.017776671,77.67386037
Le Flore,40079,146.08,295.68,363.44,459.8,240.9,287.54,327.25,345.51,120.45,163.13,202.4,230.89,20.77352941,0.115460533,0.288183839,0.195412329,0.102807039,0.394689273,0.377236178,0.017453095,19.32306925
Le Sueur,27079,43.98,89.55,111.69,148.26,70.65,84.15,95.4,104.16,35.34,49.08,62.94,74.43,37.01911765,0.041291763,0.241542861,0.236381391,0.155088233,0.56954035,0.544569994,0.024970356,10.46243984
Lea,35025,74.55,147.95,181.5,230.8,118.3,143.5,162.3,174.7,59.15,81.45,100.6,116.5,30.88823529,0.145806192,0.178470217,0.165146733,0.077093546,0.422174468,0.404781412,0.017393056,66.34880129
Leavenworth,20103,71.25,148.3,183.15,235.65,118.5,140.5,158.7,171.5,59.25,81.1,101.05,118.3,37.17647059,0.052124424,0.188285439,0.216142939,0.209902175,0.446806952,0.431467618,0.015339334,18.44139666
Lebanon,42075,367.36,738.64,928.2,1194.2,577.36,694.4,789.88,849.8,288.54,406.84,514.08,603.68,30.17647059,0.085922503,0.294687171,0.150428949,0.138450477,0.50559484,0.485435267,0.020159573,114.060744
Lee,1081,40.35,82.62,101.79,129.75,66.15,79.65,90.45,96.42,33.06,45.48,56.52,65.13,26.54901961,0.05078598,0.132150298,0.177380754,0.196698825,0.43832967,0.42626018,0.01206949,25.59673096
Lee,5077,26.08,57.82,72.76,94.04,44.6,53.98,61.36,65.78,22.3,31.76,40.22,47.2,14.9122549,0.189767442,0.317209302,0.193953488,0.084418605,0.328255814,0.313604651,0.014651163,40.69767442
Lee,12071,58.72,121.96,150.52,192.84,94.2,113.76,127.32,137.56,47.12,66.2,82.32,96.76,30.57058824,0.08452437,0.225799201,0.212978857,0.205969333,0.458715705,0.443483495,0.015232209,0
Lee,13177,13.87,27.4,33.39,42.14,22.55,26.87,30.52,32.31,11.27,15.1,18.59,21.16,35.50245098,0.053312426,0.173597081,0.208153665,0.147996261,0.456532883,0.442450924,0.014081959,42.21572234
Lee,19111,39.63,86.76,110.94,141.27,69.78,82.26,93.63,101.73,34.89,47.73,61.47,70.92,25.04362745,0.050841901,0.295097601,0.257994338,0.118611235,0.48508419,0.465891819,0.019192371,26.52361794
Lee,21129,25.84,53.82,67.02,86.08,42.82,51.52,58.8,62.32,21.4,29.7,37.48,43.22,15.1495098,0.21392833,0.243678161,0.157944557,0.055442867,0.284651792,0.268965517,0.015686275,6.76132522
Lee,28081,13.4,26.13,31.3,38.99,22.16,26.37,29.97,31.55,11.08,14.45,17.52,19.58,24.90343137,0.110771151,0.175479644,0.225669822,0.165268829,0.498470177,0.476236757,0.022233421,0
Lee,37105,13.9,27.84,34.81,44.46,22.42,26.32,29.96,31.69,11.21,15.32,19.3,22.32,26.03627451,0.10639172,0.172758158,0.226135735,0.138342419,0.416228174,0.398119618,0.018108557,0.63206131
