fips_state_county_code,population,agg_assault_tot_arrests,arson_tot_arrests,burglary_tot_arrests,mtr_veh_theft_tot_arrests,murder_tot_arrests,rape_tot_arrests,robbery_tot_arrests,theft_tot_arrests,sale_cannabis_tot_arrests,sale_heroin_coke_tot_arrests,sale_other_drug_tot_arrests,sale_synth_narc_tot_arrests,poss_cannabis_tot_arrests,poss_heroin_coke_tot_arrests,poss_other_drug_tot_arrests,poss_synth_narc_tot_arrests,all_other_tot_arrests,curfew_loiter_tot_arrests,disorder_cond_tot_arrests,family_off_tot_arrests,manslaught_neg_tot_arrests,oth_assault_tot_arrests,oth_sex_off_tot_arrests,prostitution_tot_arrests,runaways_tot_arrests,suspicion_tot_arrests,vagrancy_tot_arrests,vandalism_tot_arrests,weapons_tot_arrests
18151,34711,22,0,7,9,0,0,0,47,2,0,10,0,52,17,24,4,199,0,16,5,0,75,1,0,0,1,0,1,9
18153,20645,0,0,1,0,0,0,0,1,0,0,6,0,3,1,11,0,9,0,0,1,0,0,0,0,0,0,0,0,1
18155,10741,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
18157,196085,205,0,108,32,1,4,12,538,35,109,17,9,1143,299,170,165,836,0,72,16,0,672,49,7,151,0,0,34,70
18159,15061,8,0,1,0,0,0,1,14,2,0,5,1,27,16,6,32,29,4,6,2,0,28,3,0,0,0,0,1,4
18161,6991,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18163,181473,92,3,45,30,0,8,26,506,89,19,49,68,506,35,129,260,1970,1,72,36,0,574,57,0,39,0,0,76,108
18165,15431,34,0,5,0,0,0,1,5,3,0,1,3,12,5,2,48,29,0,13,10,0,1,1,0,0,0,0,0,0
18167,107535,257,5,116,55,1,4,22,207,40,19,106,1,122,10,231,14,860,0,62,39,0,304,8,0,87,0,0,30,56
18169,31150,1,0,0,0,2,0,3,0,0,1,0,4,13,2,1,0,20,0,0,0,0,7,0,0,0,0,4,0,0
18171,8247,0,0,0,1,0,0,0,0,7,0,0,0,18,0,3,3,19,0,0,0,0,0,1,0,0,0,0,0,3
18173,63041,109,1,23,5,3,1,3,163,5,1,20,193,109,3,3,83,158,2,10,3,0,25,12,0,0,0,0,12,9
18175,27954,1,0,0,0,0,0,0,1,1,4,10,0,4,5,30,0,23,0,0,1,0,3,4,0,0,0,0,0,1
18177,65705,2,1,1,4,0,0,0,59,5,13,6,8,53,24,1,47,647,0,7,17,0,70,3,0,14,0,0,0,6
18179,27872,2,0,1,0,0,0,2,36,1,0,9,0,61,17,50,3,349,0,19,4,0,46,1,0,6,0,0,9,0
18181,24112,17,0,4,3,0,0,0,6,4,0,3,3,59,5,1,45,41,0,5,2,0,25,0,0,0,0,0,0,3
18183,34232,8,0,0,2,0,0,0,43,12,4,3,0,89,3,21,2,86,0,10,1,0,24,3,0,0,0,0,8,2
19001,6955,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,11,0,1,0,0,0,0,0,0,0,0,0,0
19003,3582,6,0,6,0,0,0,0,4,1,0,0,0,10,0,5,0,114,0,2,2,0,12,1,0,0,0,0,4,0
19005,13696,16,0,8,0,0,1,0,16,1,0,0,0,20,2,16,0,60,0,11,0,0,29,4,0,0,0,0,11,2
19007,12324,15,1,18,5,1,2,1,36,0,0,3,0,18,0,19,0,178,0,5,9,0,38,1,1,0,0,0,12,9
19009,5409,5,0,2,0,0,0,0,6,0,0,0,0,4,0,0,0,26,0,1,2,0,7,0,0,0,0,0,0,0
19011,25464,8,0,1,1,0,0,0,4,0,0,0,0,10,0,1,0,42,0,2,0,0,6,0,0,0,0,0,2,2
19013,131904,313,3,67,25,0,6,6,508,17,0,12,0,227,7,118,3,452,0,155,2,0,242,4,0,0,0,0,122,38
19015,26224,37,0,9,8,0,1,0,42,0,0,5,0,49,0,25,4,346,0,11,3,0,53,0,0,0,0,0,11,5
19017,24905,31,0,8,6,0,1,0,33,0,0,2,0,24,0,6,1,130,0,0,2,0,4,1,0,0,0,0,5,2
19019,21121,35,2,10,3,0,4,4,20,2,0,5,0,36,1,16,0,671,0,6,0,0,36,0,0,0,0,0,8,7
19021,19716,29,1,23,3,0,4,0,39,1,0,0,0,47,0,35,0,189,0,78,7,0,106,0,0,0,0,0,18,4
19023,14420,0,0,2,0,0,0,0,1,0,0,0,0,4,0,3,0,47,0,1,1,0,4,1,0,0,0,0,0,0
19025,9595,3,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,4,0,4,0,0,4,0,0,0,0,0,1,0
19027,19972,5,0,8,0,0,3,0,49,0,0,1,0,25,0,5,0,176,0,38,2,0,48,0,0,0,0,0,10,0
19029,12746,11,0,10,4,0,2,0,52,6,4,5,6,8,0,17,2,134,0,10,3,0,20,2,0,0,0,0,11,1
19031,17413,9,0,5,0,0,0,0,2,1,0,0,0,61,0,19,1,88,0,4,0,0,4,0,0,0,0,0,0,5
19033,42257,147,1,10,14,0,3,4,245,11,1,21,0,113,5,84,1,975,0,85,47,0,130,0,6,0,0,0,41,10
19035,11170,15,0,3,0,0,1,0,6,0,0,0,0,10,0,4,0,87,0,3,0,0,8,0,0,0,0,0,2,0
19037,11850,0,0,1,1,0,1,0,0,0,0,0,0,3,0,1,0,109,0,2,1,0,3,0,0,0,0,0,0,0
19039,9389,20,0,7,3,0,0,0,29,1,0,3,0,8,1,5,0,237,0,9,2,0,21,0,0,0,0,0,2,1
19041,15993,16,0,6,0,0,0,1,81,0,0,0,0,46,0,45,0,291,0,21,1,0,41,0,0,0,0,0,17,2
19043,17146,4,0,1,0,0,0,0,4,1,0,5,0,10,0,6,0,90,0,0,1,0,4,0,0,0,0,0,0,0
19045,45973,33,2,13,6,0,4,4,123,5,0,7,0,90,11,76,2,709,0,33,2,0,184,0,0,0,0,0,5,6
19047,17071,9,0,5,1,0,1,0,12,5,0,5,0,17,0,3,0,111,0,12,0,0,36,0,0,0,0,0,3,0
19049,53278,33,3,7,0,0,1,0,56,22,0,0,1,44,1,13,0,211,7,39,1,0,78,0,0,4,0,0,23,0
19051,9003,6,0,1,1,0,0,0,9,0,0,0,0,3,0,4,0,38,0,0,0,0,17,0,0,0,0,0,0,0
19053,7787,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0
19055,16630,11,2,6,1,0,1,0,35,1,0,3,0,10,1,22,2,71,2,12,1,0,26,0,0,0,0,0,12,3
19057,38809,129,2,44,6,2,1,3,310,10,3,32,1,79,4,88,5,778,15,110,6,0,190,1,0,0,0,0,81,39
19059,15812,27,0,6,2,0,1,0,12,0,0,7,0,16,0,4,0,161,0,7,1,0,16,0,0,0,0,0,4,3
19061,96742,34,2,21,15,0,3,3,250,7,2,4,0,117,14,58,3,1267,0,42,101,0,424,6,0,0,0,0,85,14
19063,9087,9,0,2,0,0,0,0,7,4,0,5,0,17,0,7,0,41,0,7,0,0,35,2,0,0,0,1,2,1
19065,19418,15,0,5,1,0,0,0,24,1,0,0,0,9,0,4,0,167,0,19,5,0,14,0,0,0,0,0,10,1
19067,15616,11,0,2,0,0,1,0,9,0,0,0,0,9,0,1,0,137,0,3,0,0,5,0,0,0,0,0,14,1
19069,9968,3,0,0,1,0,0,0,9,4,0,0,1,17,2,9,0,35,0,4,0,0,10,1,0,0,0,0,4,0
19071,6905,14,0,2,0,0,2,0,8,4,0,20,0,18,0,9,0,102,0,7,5,0,7,0,0,0,0,0,7,2
19073,8890,1,0,0,0,0,0,0,5,0,0,0,0,6,0,1,0,22,0,5,1,0,12,0,0,0,0,0,3,0
19075,12223,6,0,10,0,0,0,0,2,0,0,0,0,4,0,1,0,48,0,0,0,0,1,0,0,0,0,0,2,0
19077,10640,1,0,1,0,0,0,0,3,2,0,3,0,2,1,3,0,8,0,0,0,0,1,0,0,0,0,0,1,1
19079,14795,26,0,5,6,0,2,1,25,2,0,2,0,20,0,8,1,281,0,2,1,0,34,0,0,1,0,0,10,4
19081,10263,4,0,1,1,0,0,0,0,0,0,0,0,2,0,6,0,37,0,0,0,0,5,1,0,0,0,0,1,1
19083,16702,8,0,3,5,0,2,0,17,0,0,3,0,42,0,17,0,201,0,8,1,0,23,1,2,0,0,0,12,1
19085,13970,7,0,0,0,0,0,0,0,2,0,1,0,16,0,2,0,128,0,10,1,0,14,0,0,0,0,0,4,0
19087,19963,19,0,39,5,0,1,0,83,9,0,7,0,35,0,11,0,538,3,47,9,0,68,1,0,0,0,0,37,5
19089,9095,0,0,5,1,0,0,0,1,0,0,0,0,4,0,1,0,13,0,0,0,0,11,2,0,0,0,0,6,0
19091,9470,0,0,6,0,0,0,0,11,0,0,0,0,6,0,0,0,113,0,6,0,0,22,0,0,0,0,0,4,0
19093,6779,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,16,0,0,0,0,2,0,0,0,0,0,1,0
19095,16037,11,0,5,1,0,0,0,2,5,0,0,0,9,0,5,2,74,0,5,0,0,20,0,0,0,0,0,2,2
19097,19286,20,0,6,2,0,1,0,44,0,0,0,0,11,3,15,0,305,2,16,1,0,57,0,1,0,0,0,6,2
19099,37004,45,1,17,3,0,1,2,79,0,2,1,0,27,0,13,1,469,0,28,3,0,29,0,0,0,0,0,28,7
19101,18491,2,0,3,2,0,1,2,31,0,0,4,0,8,0,11,0,87,0,11,1,0,25,2,0,0,0,0,3,1
19103,152034,182,1,70,21,1,10,25,465,12,1,10,0,221,22,112,7,923,2,379,3,0,331,6,2,0,0,0,73,30
19105,20648,5,0,1,0,0,0,0,17,0,0,0,0,7,0,3,0,55,0,3,0,0,16,0,0,0,0,0,30,0
19107,10139,5,0,0,1,0,1,0,0,0,0,0,0,5,0,1,0,41,0,1,1,0,3,0,0,0,0,0,1,0
19109,14759,19,0,12,1,0,2,0,11,0,0,0,0,28,0,7,1,104,1,5,1,0,17,0,0,0,0,0,3,3
19111,33668,43,0,13,1,0,0,0,32,0,1,1,0,26,2,12,2,542,19,45,0,0,39,2,0,0,0,0,20,4
19113,226616,287,3,115,36,0,9,19,1103,20,1,7,0,554,58,288,13,2798,13,366,156,0,657,15,1,0,0,0,165,86
19115,11087,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,192,0,13,0,0,0,0,0,0,0,0,0,0
19117,8571,15,0,2,1,0,0,0,15,0,0,1,0,8,1,9,0,155,0,4,0,0,7,0,0,0,0,0,4,1
19119,11783,9,0,0,4,0,2,0,16,0,0,0,0,35,0,11,0,143,0,7,10,0,23,1,0,0,0,0,4,4
19121,16233,7,0,2,1,0,0,0,12,3,0,0,0,9,0,5,0,99,0,7,1,0,7,0,0,0,0,0,6,2
19123,21841,45,0,7,3,0,7,0,62,7,0,9,0,58,2,44,2,217,0,24,30,0,61,0,0,1,0,0,17,8
19125,33263,13,0,0,0,0,1,0,7,3,0,0,0,14,0,2,1,137,0,8,5,0,13,0,0,0,0,0,0,1
19127,39691,78,5,37,23,0,8,1,117,4,1,2,0,93,2,61,2,998,4,54,4,0,155,1,0,0,0,0,42,11
19129,14987,38,0,11,2,0,3,0,21,2,0,9,1,56,1,42,2,325,0,14,6,0,28,1,0,0,0,0,22,9
19131,10489,3,0,0,0,0,0,0,2,0,0,0,0,16,0,2,1,95,0,0,1,0,8,0,0,0,0,0,1,1
19133,8567,11,0,2,0,0,1,0,9,1,0,1,0,15,0,10,0,80,0,5,0,0,13,1,0,0,0,0,5,2
19135,7726,5,0,5,2,0,1,0,2,0,0,1,0,3,0,4,2,60,0,3,0,0,6,0,0,0,0,0,4,0
19137,9872,16,0,1,2,0,2,0,17,0,0,0,0,8,0,4,0,71,0,20,2,0,37,0,0,0,0,0,13,0
19139,42685,38,1,21,12,1,3,3,85,3,0,1,0,87,5,40,0,575,24,137,14,1,120,2,0,9,0,0,33,7
19141,13702,16,1,1,1,0,0,0,17,0,0,0,0,11,0,10,1,72,0,14,0,0,21,0,0,0,0,0,4,1
19143,5960,8,0,5,0,0,0,0,11,0,0,0,0,11,0,3,0,15,0,0,2,0,9,0,0,0,0,0,4,0
19145,15091,14,0,5,3,1,1,1,13,5,0,9,0,3,0,9,0,239,0,9,0,0,16,0,0,1,0,0,8,0
19147,8828,12,0,1,0,0,0,0,10,7,0,4,0,1,0,5,0,161,0,13,0,0,19,2,0,0,0,0,14,2
19149,24979,22,0,5,6,0,1,0,52,2,0,3,1,50,0,38,1,276,0,12,0,0,88,2,0,0,0,0,12,5
19151,6641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19153,491972,1216,20,279,148,27,48,75,1919,44,10,45,5,716,100,587,27,3730,2,541,378,0,1384,7,3,0,0,2,347,139
19155,93088,269,14,56,46,4,10,28,712,12,0,19,1,174,12,171,4,1235,2,24,8,0,352,6,7,10,0,0,121,26
19157,18578,8,0,2,0,0,4,0,40,1,0,4,0,29,0,12,0,90,0,9,5,0,37,0,0,0,0,0,4,1
19159,4925,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19161,9595,1,2,2,1,0,0,0,7,0,0,0,0,13,0,1,0,46,0,2,0,0,5,0,0,0,0,0,1,0
19163,173443,157,5,131,77,1,11,76,473,45,12,31,1,358,61,157,5,4196,39,394,39,0,837,4,4,3,0,3,166,125
19165,11449,6,0,2,1,0,1,0,1,3,0,3,0,17,0,14,1,39,0,14,1,0,9,0,0,0,0,0,2,6
19167,34708,12,0,1,0,0,1,0,12,0,0,3,0,3,0,2,0,156,0,3,5,0,8,0,0,0,0,0,3,0
19169,98723,64,1,23,9,1,5,9,306,4,3,4,1,89,5,35,1,1066,0,57,2,0,164,2,0,0,0,0,53,10
19171,16721,34,0,5,5,0,3,0,5,0,0,1,0,4,0,6,0,152,0,9,3,0,14,0,0,0,0,0,6,1
19173,6144,3,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,4,0,8,0,0,3,0,0,0,0,0,0,0
19175,12278,14,0,3,0,0,0,0,32,0,0,5,0,18,0,12,0,25,0,11,13,0,30,1,0,0,0,0,6,2
19177,6918,2,0,5,0,0,0,0,5,0,0,0,0,2,0,6,0,27,0,7,0,0,12,3,0,0,0,0,3,1
19179,34971,101,2,12,16,1,2,3,205,1,0,1,0,81,3,73,1,1086,0,117,1,0,99,2,0,0,0,0,53,16
19181,51098,91,3,18,13,0,6,3,93,2,0,7,0,122,2,58,1,362,0,28,4,0,101,4,0,13,0,0,29,5
19183,22087,48,0,11,6,0,1,0,50,15,1,0,0,26,1,22,1,138,0,7,2,0,25,0,0,0,0,0,12,2
19185,6367,8,1,2,0,0,0,0,2,0,0,0,0,8,0,16,1,53,0,0,1,0,4,0,0,0,0,0,1,5
19187,35119,37,3,25,1,2,2,2,163,7,0,7,0,40,1,31,1,204,0,40,3,0,121,1,0,0,0,0,27,11
19189,10426,5,0,1,0,0,0,0,3,0,0,0,0,19,0,10,1,22,0,2,2,0,4,0,0,0,0,0,1,0
19191,19803,17,0,0,2,0,2,0,69,0,0,5,0,41,0,18,0,54,0,5,2,0,8,3,0,0,0,0,6,1
19193,102047,116,5,54,32,0,2,15,401,19,2,27,0,239,18,285,9,2131,1,116,13,0,489,6,5,0,0,2,84,63
19195,7400,3,0,1,1,0,0,0,8,2,0,0,0,30,1,29,0,100,0,1,0,0,15,1,0,0,0,0,1,3
19197,12567,2,0,1,0,0,0,0,2,0,0,0,0,9,0,5,0,48,0,1,0,0,12,0,0,0,0,0,1,1
20001,12310,20,0,7,2,0,0,2,25,8,1,10,0,47,2,31,3,104,0,35,16,0,103,3,0,0,0,0,22,6
20003,7836,7,0,3,0,1,0,0,8,0,1,4,0,10,0,11,1,125,0,2,1,0,37,0,0,0,0,0,3,3
20005,16081,15,0,1,1,0,1,1,58,0,0,2,0,24,2,12,1,356,0,13,1,0,55,1,0,0,0,0,11,2
20007,4418,1,0,0,0,0,0,1,1,0,0,0,0,4,0,2,0,12,0,3,1,0,7,0,0,0,0,0,1,1
20009,25872,28,0,2,3,1,0,0,16,4,1,17,0,23,0,50,3,486,0,14,4,0,192,3,0,0,0,0,15,3
20011,14258,25,0,6,2,0,0,1,7,6,1,14,3,55,2,48,3,66,0,2,1,0,64,4,0,0,0,0,5,2
20013,9533,7,0,8,1,0,0,0,20,5,0,0,2,18,5,10,4,258,0,13,9,0,39,1,1,0,0,0,6,2
20015,66745,28,1,11,10,1,2,2,86,4,0,3,1,65,6,46,4,1052,0,27,4,0,213,0,0,0,0,0,40,11
20017,2605,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
20019,3263,1,0,3,2,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0
20021,19796,13,0,6,3,0,1,3,12,2,0,3,0,24,0,28,1,86,0,10,4,0,47,1,0,0,0,0,5,2
20023,2648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0
20025,1978,1,0,0,0,0,0,0,0,2,2,4,0,0,0,1,0,5,0,0,0,0,3,0,0,0,0,0,0,0
20027,7916,10,0,3,2,0,0,1,3,0,0,1,0,13,4,7,2,69,0,10,2,0,36,4,0,0,0,0,4,2
20029,8618,17,2,2,0,0,0,0,7,6,1,19,0,15,2,33,3,53,0,7,1,0,38,0,0,0,0,0,11,1
20031,8174,3,0,2,0,0,0,0,3,0,0,0,0,12,0,1,0,36,0,5,0,0,28,1,0,0,0,0,3,0
20033,1729,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
20035,35017,43,3,15,7,0,6,2,79,9,0,17,1,109,1,59,4,137,0,25,7,0,212,5,0,0,0,0,35,6
20037,38925,33,2,9,12,1,4,1,109,8,1,9,2,42,1,59,2,706,0,82,4,0,213,5,0,0,0,0,50,15
20039,2856,0,0,1,0,0,0,0,0,0,0,8,0,4,0,2,0,12,0,3,0,0,2,0,0,0,0,0,0,1
20041,18553,11,0,4,4,0,1,0,23,4,2,11,0,33,6,20,1,101,0,22,1,0,63,2,0,0,0,0,10,2
20043,7633,2,0,2,0,0,0,0,1,1,0,2,0,52,0,3,1,36,0,8,0,0,11,0,0,0,0,0,3,1
20045,122545,3,0,2,0,0,3,0,8,1,0,2,0,61,0,5,2,29,0,1,3,0,34,0,0,0,0,0,6,0
20047,2820,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,5,0,0,0,0,0,2,1
20049,2462,1,0,0,0,0,0,0,1,1,0,0,0,4,0,1,0,8,0,1,0,0,6,0,0,0,0,0,0,0
20051,28692,18,0,5,3,2,2,3,69,16,4,11,2,180,8,48,3,361,0,61,3,0,113,6,0,0,0,0,24,5
20053,6145,9,0,4,1,0,0,0,3,0,0,0,0,7,0,4,3,49,0,2,0,0,10,0,0,0,0,0,1,1
20055,36499,38,2,11,12,3,1,4,79,8,9,24,0,135,22,70,4,901,0,41,8,0,213,6,0,0,0,0,33,3
20057,33809,71,0,11,4,0,3,4,101,4,4,16,2,113,11,88,1,734,0,40,13,0,246,6,0,0,0,0,46,2
20059,25538,27,1,13,4,0,0,0,58,1,1,10,0,48,0,31,2,407,0,21,6,0,76,2,0,0,0,0,32,5
20061,32236,79,1,17,4,2,5,10,105,51,8,28,3,172,4,98,9,1123,0,13,17,0,268,4,0,0,0,0,68,14
20063,2597,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,1,8,0,1,0,0,3,0,0,0,0,0,0,1
20065,2474,1,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0
20067,7263,6,0,1,0,0,0,0,2,0,0,4,0,4,0,5,1,52,0,8,2,0,22,0,0,0,0,0,0,3
20069,6022,1,0,2,1,0,1,0,6,3,0,1,0,24,2,8,1,50,0,2,0,0,6,0,0,0,0,0,0,0
20071,1221,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
20073,5970,13,0,1,1,0,0,0,2,3,1,13,2,47,7,46,0,113,0,4,1,0,26,0,0,0,0,0,4,3
20075,2590,2,0,0,0,0,1,1,0,5,0,0,0,12,2,6,0,3,0,0,0,0,10,0,0,0,0,0,1,0
20077,5436,3,1,4,0,0,3,0,4,1,0,3,0,8,0,1,0,2,0,1,3,0,17,3,0,0,0,0,3,0
20079,34079,40,4,9,3,1,7,4,47,14,3,41,0,113,19,156,1,159,0,12,8,0,218,5,2,0,0,0,26,13
20081,3956,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,35,0,0,0,0,5,0,0,0,0,0,0,2
20083,1803,1,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,6,0,0,0,0,2,0,0,0,0,0,0,0
20085,13233,14,0,10,0,0,0,0,18,3,0,2,0,39,7,40,1,389,0,8,0,0,45,0,0,0,0,0,4,2
20087,18919,10,0,0,5,0,1,1,2,0,0,1,0,5,1,4,0,125,0,8,1,0,28,6,0,0,0,0,3,0
20089,2810,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0
20091,603219,210,4,30,18,2,9,21,646,58,15,48,1,1054,100,373,9,3261,0,159,24,0,825,13,14,0,0,0,262,47
20093,3928,0,0,0,2,0,1,0,3,2,0,0,0,2,0,5,1,5,0,2,0,0,3,0,0,0,0,0,2,0
20095,7231,4,0,1,1,0,0,0,0,0,0,2,0,11,0,8,0,44,0,10,0,0,22,0,0,0,0,0,2,0
20097,1715,1,0,0,0,0,0,0,1,3,0,2,0,20,1,7,1,46,0,0,0,0,10,0,0,0,0,0,0,3
20099,19738,15,0,9,2,0,0,2,1,1,0,6,0,27,2,21,1,89,0,5,1,0,73,0,0,0,0,0,5,0
20101,1537,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0
20103,81816,76,0,19,7,1,1,2,45,3,1,19,2,50,9,46,2,1381,0,83,12,0,225,2,0,0,0,0,58,12
20105,2991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20107,9747,6,0,2,0,1,1,0,3,0,0,0,0,14,1,3,0,19,0,2,2,0,20,1,0,0,0,0,1,3
20109,2848,0,0,0,0,0,0,0,1,23,3,0,0,5,0,1,0,23,0,4,0,0,7,0,0,0,0,0,1,0
20111,33312,14,4,0,2,0,1,1,51,5,0,4,0,57,1,93,0,282,0,58,1,0,112,0,0,0,0,0,16,8
20113,28410,11,0,1,1,0,1,0,35,3,2,6,1,40,4,47,1,29,0,4,0,0,88,0,0,0,0,0,22,2
20115,11840,3,0,4,2,0,2,0,5,0,2,1,0,12,3,8,0,28,0,4,1,0,47,1,0,0,0,0,4,0
20117,9656,1,0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,13,0,6,0,0,7,0,0,0,0,0,1,0
20119,4085,2,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0
20121,30722,14,0,0,0,0,1,0,9,2,0,6,0,31,0,15,2,166,0,8,0,0,62,1,0,0,0,0,12,0
20123,6115,5,0,5,4,0,0,0,1,5,0,8,0,18,2,15,0,16,0,5,1,0,24,2,0,0,0,0,2,0
20125,31677,42,4,31,9,1,4,5,97,4,0,17,3,78,2,73,0,621,0,58,8,0,181,3,0,0,0,0,63,10
20127,5463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20129,2598,2,0,6,1,0,2,0,4,0,0,0,0,5,0,6,2,14,0,0,1,0,9,1,1,0,0,0,4,0
20131,10134,5,0,2,1,0,0,0,3,0,0,0,0,5,1,5,0,49,0,3,3,0,17,2,0,0,0,0,2,0
20133,15856,0,0,0,0,0,0,0,1,1,0,1,0,2,0,2,0,87,0,5,0,0,15,0,0,0,0,0,0,1
20135,2804,4,0,3,0,0,0,0,3,3,1,2,1,4,1,7,0,9,0,2,6,0,6,1,0,0,0,0,0,1
20137,5391,4,0,1,0,1,1,0,2,0,0,3,0,0,0,1,0,26,0,3,0,0,16,1,0,0,0,0,0,0
20139,15869,9,0,4,2,0,2,0,2,2,0,0,0,4,1,5,0,25,0,4,0,0,28,0,0,0,0,0,1,2
20141,3424,1,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0
20143,5755,2,0,2,0,0,0,0,1,0,0,0,0,4,2,3,1,5,0,2,0,0,13,0,0,0,0,0,1,0
20145,6499,4,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,5,0,0,0,0,16,1,0,0,0,0,0,0
20147,5269,2,0,2,1,0,0,0,1,1,0,1,0,2,0,0,0,26,0,6,0,0,3,0,0,0,0,0,0,0
20149,24569,10,0,0,1,1,0,1,5,0,0,0,0,14,0,5,0,387,0,4,7,0,33,0,0,0,0,0,4,1
20151,9328,4,0,5,1,0,0,0,0,0,0,2,0,12,0,11,1,739,0,6,3,0,17,0,0,0,0,0,2,1
20153,2505,2,0,0,0,0,0,0,5,2,0,0,0,1,0,0,0,9,0,3,0,0,6,0,0,0,0,0,0,0
20155,61953,45,6,13,5,0,3,13,211,29,11,32,1,133,7,146,1,1117,0,78,4,0,322,5,2,0,0,0,88,18
20157,4622,1,0,0,0,0,0,0,2,0,0,0,0,6,0,3,0,18,0,2,0,0,29,0,0,0,0,0,6,0
20159,9443,4,0,2,0,0,2,0,1,0,0,1,0,4,0,8,0,9,0,0,0,0,21,1,0,0,0,0,1,1
20161,73856,46,1,5,7,1,3,4,147,7,2,6,1,106,5,53,0,784,0,64,3,0,209,3,1,0,0,0,76,12
20163,4981,2,1,1,0,0,0,1,0,0,0,6,0,2,2,5,0,8,0,1,0,0,9,0,0,0,0,0,0,1
20165,3061,3,0,0,0,0,0,0,2,0,0,0,0,1,0,5,0,54,0,1,0,0,14,0,0,0,0,0,0,0
20167,6883,5,0,6,0,0,0,1,10,0,0,2,0,5,3,11,0,63,0,6,0,0,38,2,0,0,0,0,2,1
20169,54127,60,4,15,20,1,4,6,335,12,4,25,0,191,18,127,5,1458,0,103,6,0,521,7,0,0,0,0,147,14
20171,4880,5,1,0,0,0,0,0,1,0,0,4,0,14,0,3,1,19,0,2,1,0,17,1,0,0,0,0,2,1
20173,514264,865,15,137,125,32,40,119,1013,20,16,28,3,708,200,792,63,2477,0,445,23,1,2300,24,70,0,0,0,528,516
20175,21595,10,2,4,2,0,2,0,15,3,0,11,0,24,2,10,0,144,0,3,4,0,41,0,0,0,0,0,6,2
20177,177052,34,1,11,8,1,5,0,13,29,7,19,0,61,6,71,0,198,0,7,4,0,75,4,2,0,0,0,10,18
20179,2528,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,2,9,0,0,0,0,6,0,0,0,0,0,0,0
20181,5873,4,0,1,2,0,0,0,9,0,0,2,0,7,5,6,0,75,0,11,3,1,45,0,0,0,0,0,2,1
20183,3565,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
20185,4140,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,11,0,0,0,0,1,0,0,0,0,0,0,0
20187,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0
20189,5525,1,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,10,0,0,0,0,4,0,0,0,0,0,1,0
20191,21827,18,1,3,1,0,0,0,12,1,0,0,0,13,3,8,1,196,0,1,1,0,59,1,0,0,0,0,20,2
