fips_state_county_code,population,agg_assault_tot_arrests,arson_tot_arrests,burglary_tot_arrests,mtr_veh_theft_tot_arrests,murder_tot_arrests,rape_tot_arrests,robbery_tot_arrests,theft_tot_arrests,sale_cannabis_tot_arrests,sale_heroin_coke_tot_arrests,sale_other_drug_tot_arrests,sale_synth_narc_tot_arrests,poss_cannabis_tot_arrests,poss_heroin_coke_tot_arrests,poss_other_drug_tot_arrests,poss_synth_narc_tot_arrests,all_other_tot_arrests,curfew_loiter_tot_arrests,disorder_cond_tot_arrests,family_off_tot_arrests,manslaught_neg_tot_arrests,oth_assault_tot_arrests,oth_sex_off_tot_arrests,prostitution_tot_arrests,runaways_tot_arrests,suspicion_tot_arrests,vagrancy_tot_arrests,vandalism_tot_arrests,weapons_tot_arrests
0,1359077,1328,147,496,224,52,102,159,2007,288,547,376,193,2648,904,1680,444,17506,31,1653,288,13,3951,136,16,28,44,84,547,633
1001,55573,17,1,12,16,3,5,9,113,0,0,8,0,60,8,37,11,1001,0,7,28,0,125,4,0,0,0,0,8,6
1003,222871,246,2,123,22,10,34,40,772,3,13,5,18,143,186,331,46,6238,0,98,17,0,762,62,0,0,0,0,78,83
1005,24595,14,0,1,1,3,1,3,32,0,2,1,0,6,9,3,8,172,0,9,0,0,70,1,0,0,0,0,6,3
1007,22291,18,1,20,6,1,4,8,39,2,1,3,0,3,5,11,4,381,0,5,5,0,87,4,0,0,0,0,9,5
1009,56533,32,0,29,4,2,1,1,103,0,0,1,0,3,7,25,7,861,0,6,1,0,89,4,0,0,0,0,9,7
1011,10052,10,0,4,0,0,0,1,2,0,0,0,0,1,0,0,0,23,0,3,0,0,26,0,0,0,0,0,3,3
1013,19532,21,0,5,2,1,0,7,48,0,0,0,0,2,1,1,8,53,0,12,1,0,58,1,0,0,0,0,9,4
1015,113586,98,4,75,25,8,4,18,422,1,3,12,5,113,55,86,123,2083,0,35,6,0,407,5,0,0,0,3,44,37
1017,33558,27,2,13,5,3,7,6,91,2,0,0,2,6,32,23,41,1183,0,21,5,0,146,7,0,0,0,0,9,14
1019,26023,27,1,18,14,3,5,1,95,0,0,1,0,0,23,29,18,754,0,1,9,0,62,0,0,0,0,0,16,2
1021,44109,3,0,3,0,0,2,0,5,1,1,0,0,0,0,2,1,189,0,3,0,0,24,0,0,0,0,0,1,2
1023,12722,2,0,1,0,0,0,0,2,0,0,1,0,1,5,0,0,44,0,4,0,0,5,1,0,0,0,0,1,3
1025,23703,19,0,21,6,0,1,0,43,2,5,0,0,8,12,1,7,198,0,4,0,0,43,0,0,0,0,0,5,4
1027,13202,21,0,8,5,0,3,0,25,0,0,0,0,2,3,11,3,149,0,4,0,0,41,4,0,0,0,0,2,1
1029,14988,3,2,0,4,1,2,0,11,0,0,0,0,5,8,11,4,174,0,0,0,0,44,1,0,0,0,0,2,4
1031,52136,22,0,29,4,2,3,12,91,4,4,4,0,8,15,39,10,779,0,16,2,0,139,4,0,0,0,0,1,8
1033,54802,37,4,43,1,2,2,8,112,2,2,11,0,10,6,39,0,508,0,16,9,1,130,1,0,0,0,0,8,9
1035,12158,8,0,4,0,0,0,0,8,2,3,0,1,0,3,3,4,123,0,5,1,0,22,0,0,0,0,0,1,3
1037,10591,12,0,4,5,0,0,0,12,0,1,1,0,5,0,6,0,190,0,4,2,0,20,0,0,0,0,0,5,1
1039,36891,26,1,18,3,4,1,1,49,1,0,1,2,1,8,1,26,652,0,8,5,0,93,4,0,0,0,0,10,2
1041,13821,12,0,17,4,0,2,1,17,0,0,0,0,4,1,4,3,161,0,8,1,0,48,0,0,0,0,0,5,1
1043,83812,19,1,29,10,1,5,3,214,5,0,26,1,1,18,36,2,695,0,20,25,0,274,16,0,0,0,0,17,5
1045,47023,28,1,12,7,0,1,2,73,0,0,0,0,5,5,11,1,571,0,11,2,0,114,1,0,0,0,0,8,6
1047,37675,12,0,7,2,1,2,1,20,0,0,1,0,10,3,24,1,100,0,11,0,0,47,1,0,0,0,0,9,15
1049,71427,18,1,12,6,0,0,1,30,0,0,2,1,2,7,14,14,728,0,5,1,0,111,1,0,0,0,0,4,8
1051,80223,33,8,26,6,6,18,8,260,1,0,11,0,4,16,86,0,2121,0,20,37,0,309,5,0,0,0,0,12,22
1053,36560,29,0,4,2,0,1,1,65,1,0,1,11,29,14,12,71,467,0,43,4,0,68,1,0,0,0,0,16,4
1055,101199,37,1,29,27,1,1,8,242,2,3,11,0,14,14,73,2,699,0,9,16,0,282,3,0,0,0,0,17,9
1057,15599,4,1,2,0,0,0,1,12,0,0,0,0,0,0,1,2,146,0,5,1,0,13,0,0,0,0,0,0,0
1059,31322,30,2,11,3,0,0,0,54,0,0,0,0,6,6,16,3,341,0,1,2,0,59,2,0,0,0,0,7,0
1061,26254,21,2,9,0,0,1,0,28,0,1,0,0,7,9,17,0,422,0,19,8,0,78,1,0,0,0,0,4,3
1063,8144,6,0,1,0,0,1,1,4,0,0,0,1,3,2,1,0,17,0,7,0,0,27,2,0,0,0,0,5,4
1065,14607,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1
1067,17194,8,0,7,3,1,1,0,7,0,0,0,0,5,13,11,11,364,0,0,0,0,44,0,0,0,0,0,8,4
1069,105114,128,2,62,27,24,3,35,407,0,1,1,1,33,65,174,140,2617,0,75,11,0,391,17,0,0,0,11,34,42
1071,51567,47,0,10,3,2,0,1,176,0,0,0,0,0,13,20,11,167,0,0,2,0,14,0,0,0,0,0,0,4
1073,656962,155,4,68,26,9,4,43,1120,5,15,9,3,229,252,270,67,4209,0,71,5,0,598,3,0,0,0,4,46,135
1075,13767,2,0,7,0,0,0,0,11,0,0,0,0,3,1,2,0,56,0,1,0,0,18,0,0,0,0,0,1,1
1077,92361,20,0,30,10,1,5,6,104,0,2,1,0,4,35,32,4,1903,0,29,1,0,158,4,0,0,0,0,12,12
1079,32791,14,0,16,2,2,5,7,13,0,0,0,0,2,4,6,9,413,0,1,4,0,80,3,0,0,0,0,1,2
1081,162090,78,0,25,17,8,10,19,289,3,1,9,1,12,29,29,12,2694,0,36,10,0,338,19,0,0,0,0,19,29
1083,90829,9,0,4,7,0,0,3,113,0,0,0,0,5,2,11,0,498,0,6,1,0,87,3,0,0,0,0,7,0
1085,9823,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,11,3,0,0,0,0,0,0
1087,18091,18,0,15,1,7,0,6,9,0,0,0,0,0,4,1,0,119,0,2,1,0,41,0,0,0,0,0,9,3
1089,370579,182,2,116,68,21,31,60,605,3,15,5,2,151,166,163,116,1839,0,41,7,0,556,24,0,0,0,0,39,90
1091,18846,25,2,12,4,1,1,3,64,2,1,3,0,4,3,3,2,229,0,15,1,0,59,0,0,0,0,0,6,10
1093,29594,12,0,11,10,0,2,0,77,0,3,4,0,3,22,26,4,392,0,0,3,0,88,5,0,0,0,0,6,2
1095,96500,46,1,12,8,0,1,2,232,0,6,3,1,5,8,45,4,1916,0,9,6,0,139,3,0,0,0,0,26,11
1097,413887,206,2,233,114,17,10,96,882,0,0,0,3,29,21,25,262,1673,0,172,3,0,972,10,0,0,0,3,83,77
1099,20840,0,0,0,1,0,0,0,3,0,0,0,0,0,2,2,0,16,0,0,0,0,3,0,0,0,0,0,1,0
1101,225340,85,0,76,10,13,2,46,87,1,1,0,0,5,8,23,1,181,0,1,0,0,272,4,0,0,0,0,34,9
1103,119047,36,0,34,20,1,1,11,313,1,0,1,0,6,8,27,25,1943,0,45,7,0,223,6,0,0,0,0,7,6
1105,8978,13,1,5,1,0,0,2,3,1,0,0,0,0,0,1,0,81,0,10,0,0,18,0,0,0,0,0,2,2
1107,19971,6,0,0,2,0,1,0,5,0,0,0,0,2,1,0,0,35,0,8,0,0,15,0,0,0,0,0,0,0
1109,33392,35,1,8,12,2,6,10,69,0,1,3,0,11,2,14,1,630,0,14,1,0,164,0,0,0,0,0,5,8
1111,22703,9,0,2,1,0,0,2,18,0,0,0,0,3,3,2,0,65,0,5,0,0,55,1,0,0,0,0,6,1
1113,58391,28,0,9,6,3,2,2,83,1,0,1,0,32,5,19,1,387,0,4,14,0,92,0,0,0,0,0,6,5
1115,87076,81,2,26,8,11,8,2,84,3,0,4,0,16,21,34,5,1933,0,4,43,0,193,23,0,0,0,0,22,18
1117,191641,98,0,18,9,3,3,6,148,0,3,137,1,14,24,30,15,1568,0,16,1,0,179,8,0,0,0,0,9,17
1119,12569,15,0,6,1,2,0,2,10,0,0,0,0,3,1,0,0,50,0,2,0,0,16,1,0,0,0,0,3,2
1121,75414,41,1,24,14,6,1,7,108,3,4,9,0,11,15,34,13,1139,0,40,5,0,372,5,0,0,0,0,16,33
1123,38789,73,0,22,8,3,8,15,135,7,14,11,1,11,50,18,23,794,0,18,1,0,203,11,0,0,0,0,18,15
1125,209830,97,1,104,27,3,10,36,367,17,30,9,3,205,33,17,12,728,0,34,16,0,579,16,0,0,0,0,76,40
1127,63323,38,1,18,13,0,3,7,153,3,13,36,10,9,23,29,10,1044,0,18,1,0,105,1,0,0,0,1,8,11
1129,16231,7,0,2,0,0,0,0,7,0,0,0,0,1,5,2,3,170,0,5,0,0,24,0,0,0,0,0,3,3
1131,10517,9,0,5,0,1,0,0,3,0,0,0,0,3,5,4,3,60,0,3,0,0,15,1,0,0,0,0,1,4
1133,23572,19,0,4,3,0,1,1,16,1,0,3,0,0,2,7,0,249,0,4,2,0,52,5,0,0,0,0,1,0
2013,1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,5011,3,0,0,2,0,0,0,4,0,0,0,1,0,0,0,1,41,0,4,0,0,32,1,0,0,0,1,0,3
2020,287731,1149,20,301,278,20,45,203,1012,5,22,13,2,120,128,143,13,5321,0,325,146,3,1917,167,5,0,0,35,713,127
2050,6544,91,5,10,10,1,6,1,15,0,0,0,0,3,0,4,0,256,0,108,0,0,395,1,0,0,0,0,39,5
2060,852,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,8,0,8,0,0,18,0,0,0,0,0,3,0
2070,2405,40,0,10,3,1,2,0,0,0,0,0,0,0,0,0,0,94,0,22,1,0,30,4,0,0,0,0,12,1
2090,33604,63,1,21,44,2,6,21,228,1,0,2,0,0,24,16,1,431,0,80,11,0,231,17,0,0,0,0,55,42
2100,2441,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,0,1,0
2105,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,31810,91,3,34,18,2,1,20,162,2,6,3,3,37,6,7,6,691,0,36,0,0,275,20,0,0,0,0,60,16
2122,21540,36,0,33,24,1,5,5,209,4,3,1,1,31,7,42,16,332,0,40,5,0,105,2,0,0,0,1,26,13
2130,8316,27,2,6,10,0,0,0,89,0,1,0,12,5,2,0,2,193,0,37,0,0,123,3,0,0,0,0,32,2
2150,5947,16,0,1,5,0,2,5,12,0,0,0,1,0,5,0,3,123,0,9,0,0,33,2,0,0,0,0,4,1
2170,18405,29,0,11,9,2,1,9,125,6,1,3,9,24,12,1,1,823,0,26,0,0,124,1,0,0,0,0,32,21
2180,3899,44,3,8,5,0,3,2,11,0,0,0,0,0,0,0,0,200,0,76,19,0,148,0,0,0,0,0,0,1
2185,9801,36,0,2,1,1,1,0,2,0,0,0,0,0,0,0,0,127,0,26,0,0,104,1,0,0,0,0,25,4
2188,3272,23,2,7,11,0,2,3,11,0,0,0,0,2,0,0,0,168,0,4,3,0,144,4,0,0,0,0,22,2
2198,5316,12,0,7,1,0,0,0,7,0,0,0,0,0,0,0,0,94,0,1,0,0,24,0,1,0,0,0,1,1
2220,8512,6,0,4,5,0,2,1,27,0,1,0,0,2,5,0,12,107,0,11,0,0,55,4,0,0,0,0,12,3
2230,1159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
2261,6169,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,2,38,0,2,2,0,11,0,0,0,0,1,2,0
2275,2489,0,0,2,1,0,2,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0
4001,71858,1174,11,39,56,7,9,8,97,2,49,1,2,173,0,51,45,5595,22,1917,116,0,379,26,0,9,25,0,119,110
4003,126231,130,3,89,33,4,3,41,598,18,0,136,18,414,3,304,21,1414,14,195,590,0,239,51,4,79,0,0,325,47
4005,141157,387,12,52,19,12,12,17,908,7,11,23,5,1020,167,68,43,1996,4,1316,135,1,1105,126,1,5,1,0,438,40
4007,53959,365,9,68,20,4,0,13,242,13,1,161,5,197,11,117,61,1502,1,560,395,0,167,26,0,5,1,1,122,80
4009,38211,69,0,9,9,1,0,4,140,9,0,12,1,69,0,39,7,268,0,77,96,2,64,7,0,3,0,0,7,7
4011,9644,1,0,0,0,0,0,0,5,2,0,4,0,16,2,11,1,45,0,28,2,0,2,0,0,0,0,0,9,6
4012,21187,34,0,19,23,2,6,2,138,28,4,374,2,218,44,5,12,1023,5,267,189,0,185,18,0,17,0,0,64,45
4013,4492283,5305,93,2378,931,222,199,1437,16978,256,743,624,222,4895,3584,5038,2250,37691,344,5241,450,26,15269,847,267,373,0,400,5447,2009
4015,210855,347,14,150,163,11,3,29,1146,35,30,5,81,733,128,316,408,4744,14,764,326,1,1114,65,4,166,1,16,503,106
4017,110858,350,5,78,23,3,7,16,507,38,0,86,19,216,5,243,43,2866,0,521,193,0,761,16,1,11,1,18,181,48
4019,1047076,945,34,926,348,39,72,420,4321,44,104,14,315,2120,386,227,1711,18849,108,2856,79,4,5492,109,3,681,0,2,2228,544
4021,456687,468,6,158,100,9,22,46,986,50,53,58,25,580,157,260,158,3921,11,829,105,3,1527,72,2,38,0,7,486,125
4023,46425,37,1,35,8,0,0,0,274,0,0,0,0,258,0,0,0,402,0,140,48,2,90,9,0,18,0,1,23,14
4025,234899,284,6,95,48,8,2,11,651,56,16,47,19,763,104,102,288,1893,51,731,29,0,846,79,4,126,0,5,432,105
4027,214209,199,3,71,40,9,4,11,687,5,3,23,2,263,33,284,28,1673,0,320,44,1,650,17,0,0,0,7,375,48
5001,17565,29,1,9,4,3,2,4,27,7,4,7,1,88,16,127,1,233,0,6,1,0,94,0,0,0,0,0,6,5
5003,19772,19,1,14,3,2,1,1,25,3,0,3,0,15,5,69,4,86,0,1,0,0,53,1,0,0,0,0,5,33
5005,40971,27,0,25,15,1,3,3,236,5,1,29,0,83,9,161,1,657,0,71,16,0,178,1,0,3,0,0,41,11
5007,271276,371,1,136,40,2,51,18,1025,51,17,141,3,1006,61,789,55,6797,3,163,12,0,1172,14,0,2,0,7,139,55
5009,37439,114,4,27,8,0,8,1,123,6,0,8,0,93,3,143,4,361,0,25,11,0,161,4,0,0,0,0,9,11
5011,10793,11,0,6,1,0,0,0,8,1,1,0,0,1,0,19,1,23,0,0,1,0,46,0,0,0,0,0,5,0
5013,5251,5,0,14,6,0,0,0,12,5,0,5,0,2,0,5,0,11,0,0,0,0,6,0,0,0,0,0,0,2
5015,28220,35,2,14,7,0,2,2,43,1,4,5,2,23,4,40,10,583,0,14,1,0,97,0,0,0,0,0,24,1
5017,10247,3,0,0,0,1,0,1,8,0,0,1,0,5,1,4,1,45,0,0,0,0,12,0,0,0,0,0,3,6
5019,21213,15,0,7,3,0,0,10,52,2,0,1,0,39,2,12,3,67,0,9,3,0,80,0,0,0,0,0,7,8
5021,14657,9,0,6,1,0,0,0,27,2,0,8,1,31,2,94,4,114,0,1,4,0,41,0,0,0,0,2,5,1
5023,24351,18,0,7,1,0,0,0,22,2,0,16,0,39,3,79,3,125,0,7,0,0,84,0,0,0,0,0,12,3
5025,7914,2,0,2,0,0,0,0,1,0,0,0,0,2,0,2,0,4,0,1,0,0,3,0,0,0,0,0,1,3
5027,23320,9,0,11,4,3,0,0,74,12,0,10,0,54,5,46,3,573,7,66,1,0,43,0,0,0,0,0,16,11
5029,20785,14,2,16,1,1,3,2,64,5,1,17,0,79,6,140,11,261,0,16,3,0,104,0,0,0,0,0,12,9
5031,109791,180,3,148,17,13,27,25,590,96,23,121,2,333,50,586,19,2008,2,38,4,0,548,1,1,0,0,2,48,35
5033,60473,94,0,38,12,2,6,10,144,30,14,29,3,92,8,124,15,1115,0,30,12,0,202,2,0,25,0,4,27,24
5035,47770,216,5,66,13,13,12,42,302,45,29,35,0,342,120,230,18,1286,33,86,4,0,525,0,0,4,0,105,73,73
5037,15900,31,0,33,4,1,2,2,42,9,0,21,0,79,1,65,1,187,0,3,0,0,65,0,0,0,0,0,8,5
5039,7057,9,0,30,3,0,1,1,23,1,0,0,0,5,0,23,4,127,0,1,0,0,25,0,0,0,0,0,3,7
5041,11309,16,0,12,0,0,1,0,7,2,0,0,0,12,2,20,2,24,0,0,2,0,23,0,0,0,0,0,4,0
5043,18230,11,1,9,7,0,0,1,59,7,0,10,0,60,6,51,2,61,0,5,1,0,45,0,0,0,0,0,11,5
5045,125666,102,3,18,15,0,3,16,278,66,42,92,16,265,17,386,23,1739,0,128,3,2,542,0,0,0,0,5,44,21
5047,17715,24,2,11,1,0,5,0,14,1,0,1,0,38,1,60,1,150,0,9,10,0,81,0,0,0,0,3,13,2
5049,11285,10,0,7,1,0,1,0,12,1,0,1,0,4,0,9,0,65,0,20,0,0,29,0,0,0,0,0,4,1
5051,99238,149,1,66,14,11,7,9,694,0,0,1,0,105,9,216,9,3449,4,231,23,1,294,0,0,0,0,6,79,34
5053,18169,8,0,1,2,0,0,0,13,4,0,1,0,19,0,23,2,37,0,1,2,0,38,0,0,0,0,0,4,0
5055,45590,62,3,80,9,0,9,9,359,7,1,30,0,73,6,287,4,2395,0,70,4,0,144,11,0,0,0,0,385,9
5057,21569,39,0,29,10,0,4,2,125,14,9,56,0,40,2,25,3,1132,7,22,0,0,197,3,0,0,0,1,33,11
5059,33656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5061,13244,19,0,4,0,0,3,0,48,3,1,7,1,44,0,43,3,134,0,2,1,0,44,0,0,0,0,0,13,2
5063,37671,34,0,5,3,0,1,3,65,4,0,11,0,40,9,135,8,127,0,6,7,0,114,0,0,0,0,2,16,4
5065,13535,8,0,4,2,0,0,0,6,9,0,7,1,15,1,15,1,39,0,1,1,0,52,0,0,0,0,0,1,3
5067,16610,33,3,6,2,0,2,1,57,1,0,7,0,61,4,95,1,166,0,12,0,0,46,0,0,0,0,1,5,6
5069,66834,88,1,22,7,9,6,21,328,2,0,2,3,141,18,78,1,1523,0,43,1,0,363,4,0,0,0,3,57,82
5071,26812,15,0,7,1,0,1,1,55,8,1,11,1,144,5,163,6,267,0,11,5,0,95,0,0,0,0,0,8,11
5073,6550,0,0,1,0,0,0,0,0,6,0,5,0,2,0,1,0,17,0,0,0,0,3,0,0,0,0,0,0,1
5075,15648,10,0,6,1,0,0,0,12,6,0,2,0,20,1,26,2,40,0,2,1,0,28,0,0,0,0,0,7,2
5077,8796,3,0,9,2,2,0,0,19,7,2,3,1,12,6,10,0,191,0,13,1,0,75,0,0,0,0,0,10,5
5079,13257,5,0,4,1,2,0,0,3,0,0,0,0,5,1,4,0,32,0,7,0,0,12,0,0,0,0,0,2,1
5081,12191,7,1,11,2,0,1,0,26,3,2,8,0,46,3,26,1,62,0,30,1,0,47,0,0,0,0,0,9,8
5083,21600,25,3,15,2,1,1,1,24,6,0,3,0,46,0,78,8,418,1,16,1,0,66,1,0,0,0,1,9,8
5085,74069,72,2,28,13,1,9,2,96,5,2,9,0,91,21,183,11,311,0,27,2,1,183,0,0,0,0,4,22,13
5087,16533,25,1,16,5,1,1,0,12,2,0,15,0,11,1,68,2,61,0,0,3,0,22,0,0,0,0,0,5,6
5089,16678,12,0,15,0,0,1,0,31,0,0,11,0,12,0,45,1,70,0,4,0,0,48,0,0,0,0,0,7,8
5091,43461,61,2,61,15,3,6,19,353,3,1,56,3,86,24,205,14,837,8,137,33,0,429,2,0,1,0,18,69,29
5093,39692,119,1,50,5,12,5,16,195,0,0,2,0,90,18,113,14,305,0,72,10,1,220,1,0,2,0,1,40,30
5095,6738,10,2,3,3,0,0,0,3,2,0,1,0,20,3,41,1,42,0,3,0,0,35,0,0,0,0,1,3,3
5097,8790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099,8220,2,0,1,2,0,0,0,6,4,0,1,0,27,1,12,0,95,0,7,0,0,12,0,0,0,0,0,1,2
5101,7720,0,0,1,0,0,0,0,0,0,0,3,0,3,0,7,0,4,0,0,0,0,7,0,0,0,0,0,0,1
5103,23246,40,1,21,1,0,1,3,85,1,0,3,0,20,5,9,6,704,3,28,0,0,124,0,0,1,0,4,10,11
5105,10309,6,0,6,0,1,5,0,7,0,0,1,0,8,0,19,0,60,0,0,0,0,2,0,0,0,0,0,7,1
5107,17564,48,1,10,4,17,4,3,125,6,1,6,0,16,1,1,1,100,3,9,1,0,126,0,0,0,0,1,21,25
5109,10568,5,0,5,1,0,0,0,10,0,0,2,0,30,1,29,6,35,0,3,1,0,13,0,0,0,0,0,4,4
5111,23833,53,0,35,9,0,4,6,89,8,4,32,0,80,1,154,8,328,0,5,2,0,88,2,0,0,0,6,11,5
5113,19911,0,1,3,0,0,0,0,89,0,0,0,0,40,0,66,0,272,1,7,1,0,29,0,0,0,0,0,3,2
5115,64042,65,0,17,7,2,2,2,141,11,0,5,0,157,14,240,6,379,0,22,1,0,189,0,0,2,0,0,10,24
5117,7972,5,0,8,1,0,0,0,1,2,0,3,0,2,0,12,0,14,0,1,1,0,27,0,0,0,0,0,1,3
5119,395425,908,3,311,214,42,60,165,2432,58,35,92,6,843,287,811,99,12018,105,726,78,1,1941,17,82,0,0,81,184,175
5121,17892,16,0,10,1,1,7,1,23,1,1,2,0,21,3,42,2,72,0,4,5,0,64,0,0,0,0,0,15,4
5123,25036,23,0,14,3,1,0,7,82,3,3,5,0,57,5,16,1,121,10,51,2,0,61,0,0,0,0,0,6,8
5125,119818,197,4,96,31,6,6,17,483,4,2,26,1,137,34,315,24,502,2,98,33,0,618,3,0,3,0,0,70,24
5127,9802,13,0,17,0,0,0,1,21,5,1,12,1,35,2,86,0,113,1,2,0,0,54,0,0,0,0,0,5,9
5129,7906,12,0,6,2,0,1,0,6,2,0,8,0,32,6,23,0,117,0,4,2,0,35,0,0,0,0,0,5,1
5131,124552,270,3,81,11,2,2,28,846,26,3,90,3,142,11,331,17,4632,45,12,6,0,503,2,0,120,0,45,36,39
5133,17085,14,0,8,0,0,3,0,21,1,0,3,0,32,4,36,1,64,0,1,0,0,40,0,0,0,0,0,4,1
5135,17327,2,0,4,0,0,0,0,22,1,0,3,0,10,0,15,1,123,0,4,0,0,19,0,0,0,0,0,2,0
5137,12427,6,0,6,0,0,0,0,12,6,1,2,0,14,0,18,2,23,0,1,1,0,18,0,0,0,0,0,2,0
5139,38711,115,0,54,17,4,2,8,101,2,1,4,0,74,27,89,16,392,0,71,0,0,195,7,0,1,0,0,21,18
5141,16469,12,0,0,1,0,0,0,10,0,0,0,0,35,7,95,0,167,0,16,3,0,37,0,0,0,0,0,1,6
5143,240687,209,8,93,33,9,5,25,535,27,1,62,3,513,49,468,13,2449,2,118,13,0,710,1,0,0,0,12,95,60
5145,78657,51,0,10,2,1,4,4,197,17,3,68,3,123,7,161,8,498,0,32,2,0,209,0,0,0,0,5,30,17
5147,6381,7,0,8,0,0,0,0,7,0,0,0,0,5,0,7,0,31,0,0,0,0,18,0,0,0,0,0,1,1
5149,21393,17,0,9,2,0,1,1,23,3,0,29,0,15,3,71,0,68,0,7,2,0,54,0,0,0,0,0,5,4
6001,1672822,2736,43,1121,909,53,64,933,2057,45,276,219,0,92,2293,4764,0,7300,0,174,10,4,4304,288,419,38,0,59,789,954
6003,1085,9,0,0,3,0,2,0,0,1,0,0,0,0,1,8,0,25,0,0,0,0,10,1,0,1,0,0,0,4
6005,39245,86,2,14,9,1,1,5,12,7,4,14,0,13,67,114,0,353,0,0,0,2,52,1,0,0,0,0,9,25
6007,230749,607,22,178,102,5,14,61,357,35,41,56,0,82,584,1616,0,2630,0,55,1,2,805,80,1,0,0,47,145,330
6009,45235,124,1,22,7,0,4,5,11,28,1,4,0,23,32,96,0,343,0,4,1,1,124,15,0,0,0,1,23,26
6011,21468,55,1,8,7,0,1,2,9,1,2,4,0,2,51,131,0,438,0,5,0,1,84,4,0,0,0,0,13,3
6013,1153239,1937,72,1003,808,102,59,559,1135,54,180,294,0,97,1229,2302,0,5671,0,60,10,6,2453,250,50,0,0,47,363,794
6015,27505,114,3,64,8,1,1,8,76,1,4,4,0,2,53,185,0,372,0,7,1,0,139,13,0,0,0,5,24,43
6017,190290,466,2,115,41,9,9,32,135,10,22,31,0,13,235,541,0,1050,0,19,4,2,419,32,1,0,0,8,76,82
6019,994024,2894,28,942,263,41,58,405,1095,14,90,148,0,120,891,2578,0,11144,4,287,8,8,2641,266,84,8,0,36,471,989
6021,27801,89,0,18,9,0,1,6,28,2,3,4,0,7,107,204,0,570,0,5,1,2,108,16,0,0,0,2,11,28
6023,135395,417,12,200,66,7,3,66,204,10,78,46,0,27,483,897,1,2384,0,41,1,1,554,57,0,4,0,29,121,186
6025,181194,310,20,209,51,3,13,41,99,8,32,120,0,74,242,757,0,1602,1,31,4,1,507,47,0,0,0,28,110,131
6027,17772,85,0,29,4,0,0,3,25,1,1,0,0,0,20,35,0,298,0,4,0,0,71,4,0,2,0,5,13,12
6029,896356,2518,20,1118,284,64,63,407,662,50,185,310,0,71,1904,4357,0,9314,2,112,13,19,3483,211,96,16,0,57,677,1071
6031,149966,511,6,186,49,7,22,36,192,10,19,27,0,16,696,785,0,2755,31,33,2,2,389,82,2,43,0,1,70,138
6033,63796,298,4,45,54,5,3,24,60,19,11,56,0,10,245,654,0,1172,0,11,0,1,240,23,0,0,0,20,44,113
6035,30079,101,0,24,14,0,1,0,14,0,3,2,0,7,8,119,0,192,0,19,2,0,71,10,0,2,0,2,9,35
6037,10055967,21876,333,9582,5091,336,564,5258,11728,332,1514,3125,0,678,22207,20223,0,74552,78,505,42,48,15093,2156,3073,77,0,452,4381,7352
6039,157191,434,8,105,50,6,22,29,129,13,21,69,0,7,301,899,0,1575,0,11,0,2,431,49,3,0,0,9,56,125
6041,223536,361,6,157,49,0,10,41,82,13,13,34,0,30,292,724,0,1136,1,17,0,1,500,60,9,19,0,95,54,74
6043,17226,59,0,11,5,3,1,2,5,3,1,13,0,7,122,86,0,178,0,4,0,0,57,8,0,0,0,0,4,15
6045,86843,381,7,100,22,3,4,27,85,6,11,36,0,53,322,614,0,1265,0,6,1,0,373,12,0,0,0,8,52,114
6047,274771,778,14,297,140,17,21,96,149,8,18,28,0,23,249,828,0,3589,0,65,6,6,1038,92,37,378,0,197,132,297
6049,8595,49,0,11,3,0,2,2,2,0,2,3,0,0,16,43,0,184,0,7,0,1,21,5,0,0,0,1,5,22
6051,14130,59,0,16,3,0,2,0,3,0,0,1,0,1,11,16,0,42,0,5,0,0,38,5,0,0,0,1,5,8
6053,434363,924,13,390,161,13,28,147,217,16,73,75,0,27,734,1200,0,3041,0,107,0,3,973,111,23,0,0,51,165,291
6055,138570,304,6,97,15,1,22,44,207,2,17,25,0,9,267,463,0,951,0,2,0,1,268,25,1,0,0,4,27,67
6057,98969,214,3,48,26,3,7,8,62,0,6,7,0,6,91,330,0,824,0,13,2,0,294,31,0,55,0,24,85,32
6059,3180759,4507,99,2563,664,71,175,857,3165,38,646,795,0,113,6444,17978,0,17530,58,253,5,13,5032,651,344,451,0,256,1235,1580
