,FIPS_Code,Unemployment_rate_2019,Median_Household_Income_2019
990,21007,5.5,48053.0
991,21009,4.3,44859.0
992,21011,6.0,42248.0
993,21013,6.2,30940.0
994,21015,3.3,78806.0
995,21017,3.7,47046.0
996,21019,5.4,50017.0
997,21021,4.5,53644.0
998,21023,4.7,53289.0
999,21025,7.2,33407.0
1000,21027,5.1,46069.0
1001,21029,4.0,66335.0
1002,21031,4.6,46305.0
1003,21033,4.8,44144.0
1004,21035,4.0,45574.0
1005,21037,3.3,66520.0
1006,21039,4.0,49659.0
1007,21041,3.8,51672.0
1008,21043,8.0,43492.0
1009,21045,4.1,34751.0
1010,21047,5.4,46390.0
1011,21049,3.8,55428.0
1012,21051,6.7,30175.0
1013,21053,5.3,34005.0
1014,21055,4.7,44595.0
1015,21057,4.0,34897.0
1016,21059,3.8,52620.0
1017,21061,4.8,47482.0
1018,21063,7.9,34262.0
1019,21065,4.8,35004.0
1020,21067,3.2,58981.0
1021,21069,5.2,43943.0
1022,21071,6.1,35828.0
1023,21073,3.6,58917.0
1024,21075,5.5,34376.0
1025,21077,3.8,55273.0
1026,21079,4.5,51757.0
1027,21081,4.0,55210.0
1028,21083,4.4,48038.0
1029,21085,4.8,43771.0
1030,21087,4.2,38896.0
1031,21089,6.3,52179.0
1032,21091,3.7,60626.0
1033,21093,4.0,57711.0
1034,21095,9.1,30050.0
1035,21097,4.1,51475.0
1036,21099,4.6,42718.0
1037,21101,3.7,53199.0
1038,21103,3.5,51806.0
1039,21105,4.7,52331.0
1040,21107,4.4,48769.0
1041,21109,6.2,34940.0
1042,21111,3.9,59025.0
1043,21113,3.5,62533.0
1044,21115,6.3,31202.0
1045,21117,3.4,68692.0
1046,21119,6.6,32613.0
1047,21121,5.7,31634.0
1048,21123,4.3,49785.0
1049,21125,4.7,44033.0
1050,21127,6.7,38055.0
1051,21129,5.5,30905.0
1052,21131,7.9,32202.0
1053,21133,7.1,32435.0
1054,21135,8.5,37410.0
1055,21137,4.8,43220.0
1056,21139,5.5,50521.0
1057,21141,3.9,48902.0
1058,21143,4.6,52978.0
1059,21145,4.8,48219.0
1060,21147,5.8,32701.0
1061,21149,4.3,51184.0
1062,21151,3.7,50316.0
1063,21153,10.6,32045.0
1064,21155,3.7,48062.0
1065,21157,4.5,57945.0
1066,21159,6.8,34291.0
1067,21161,5.5,47861.0
1068,21163,4.5,54946.0
1069,21165,6.7,37457.0
1070,21167,4.5,55267.0
1071,21169,4.6,38978.0
1072,21171,3.8,36512.0
1073,21173,5.1,52903.0
1074,21175,5.2,37433.0
1075,21177,5.9,45049.0
1076,21179,4.4,64795.0
1077,21181,4.3,38084.0
1078,21183,4.9,47542.0
1079,21185,3.1,101152.0
1080,21187,4.4,51494.0
1081,21189,7.0,28727.0
1082,21191,3.7,58962.0
1083,21193,5.8,38000.0
1084,21195,5.5,36875.0
1085,21197,5.1,41760.0
1086,21199,4.5,43568.0
1087,21201,5.2,47017.0
1088,21203,4.6,40790.0
1089,21205,5.1,44068.0
1090,21207,5.5,44056.0
1091,21209,3.3,74719.0
1092,21211,3.3,71737.0
1093,21213,4.4,52931.0
1094,21215,3.4,79863.0
1095,21217,4.1,48485.0
1096,21219,3.8,47742.0
1097,21221,4.6,49955.0
1098,21223,4.2,58998.0
1099,21225,4.4,49870.0
1100,21227,3.8,53238.0
1101,21229,3.8,51286.0
1102,21231,5.5,34449.0
1103,21233,3.9,49079.0
1104,21235,4.9,38191.0
1105,21237,6.9,32773.0
1106,21239,3.0,67815.0
1107,22001,5.1,44728.0
1108,22003,5.4,47111.0
1109,22005,4.0,83072.0
1110,22007,5.8,51763.0
1111,22009,5.6,38316.0
1112,22011,5.0,55343.0
1113,22013,5.7,37198.0
1114,22015,4.1,54080.0
1115,22017,5.2,45613.0
1116,22019,3.9,53050.0
1117,22021,5.9,44007.0
1118,22023,3.6,60317.0
1119,22025,6.2,36794.0
1120,22027,5.4,36497.0
1121,22029,6.2,36276.0
1122,22031,5.8,47347.0
1123,22033,4.3,56303.0
1124,22035,10.2,29943.0
1125,22037,4.5,50041.0
1126,22039,5.7,35146.0
1127,22041,7.0,35484.0
1128,22043,5.6,49544.0
1129,22045,5.2,47731.0
1130,22047,5.7,55198.0
1131,22049,4.6,43232.0
1132,22051,4.0,55909.0
1133,22053,4.5,47988.0
1134,22055,4.2,60053.0
1135,22057,4.3,54145.0
1136,22059,4.1,51014.0
1137,22061,5.2,41608.0
1138,22063,3.9,63852.0
1139,22065,7.7,32229.0
1140,22067,8.0,34922.0
1141,22069,5.8,49536.0
1142,22071,4.7,45092.0
1143,22073,5.1,43235.0
1144,22075,4.2,60795.0
1145,22077,5.2,48011.0
1146,22079,4.9,49687.0
1147,22081,4.9,39806.0
1148,22083,6.0,39586.0
1149,22085,4.9,45486.0
1150,22087,4.7,45806.0
1151,22089,4.2,71579.0
1152,22091,5.9,43376.0
1153,22093,5.8,57250.0
1154,22095,5.4,54944.0
1155,22097,6.0,39599.0
1156,22099,4.9,47247.0
1157,22101,5.7,40918.0
1158,22103,4.0,71526.0
1159,22105,5.3,47860.0
1160,22107,8.0,31436.0
1161,22109,4.5,51719.0
1162,22111,5.6,44617.0
1163,22113,4.9,50193.0
1164,22115,5.8,51652.0
1165,22117,5.7,35505.0
1166,22119,5.9,38386.0
1167,22121,4.4,65344.0
1168,22123,10.3,42614.0
1169,22125,3.9,65296.0
1170,22127,6.1,43166.0
1171,23001,2.7,58958.0
1172,23003,4.1,40675.0
1173,23005,2.2,75254.0
1174,23007,3.4,51136.0
1175,23009,3.1,58926.0
1176,23011,2.6,55358.0
1177,23013,2.6,55910.0
1178,23015,2.6,58619.0
1179,23017,3.2,50344.0
1180,23019,3.0,50702.0
1181,23021,3.4,43509.0
1182,23023,2.1,65841.0
1183,23025,4.0,45333.0
1184,23027,2.9,51073.0
1185,23029,4.2,39068.0
1186,23031,2.4,66803.0
1187,24001,5.1,48170.0
1188,24003,3.0,100916.0
1189,24005,3.6,76972.0
1190,24009,3.1,111056.0
1191,24011,3.5,60143.0
1192,24013,2.8,101810.0
1193,24015,3.9,75307.0
1194,24017,3.5,102510.0
1195,24019,4.5,48709.0
1196,24021,3.1,102951.0
1197,24023,4.3,59253.0
1198,24025,3.2,91492.0
1199,24027,2.7,121329.0
1200,24029,3.9,65615.0
1201,24031,2.9,110012.0
1202,24033,3.7,85357.0
1203,24035,3.0,101350.0
1204,24037,3.3,89123.0
1205,24039,6.0,38731.0
1206,24041,3.4,75714.0
1207,24043,3.8,59785.0
1208,24045,4.6,54351.0
1209,24047,7.2,65821.0
1210,24510,5.0,49780.0
1211,25001,4.0,82686.0
1212,25003,3.7,58805.0
1213,25005,3.9,69857.0
1214,25007,4.3,76036.0
1215,25009,3.1,83253.0
1216,25011,2.8,60143.0
1217,25013,4.3,59918.0
1218,25015,2.8,74142.0
1219,25017,2.4,106543.0
1220,25019,4.4,96030.0
1221,25021,2.6,106851.0
1222,25023,3.1,90584.0
1223,25025,2.7,75843.0
1224,25027,3.3,77795.0
1225,26001,6.2,41491.0
1226,26003,7.6,52285.0
1227,26005,3.1,66568.0
1228,26007,4.6,43676.0
1229,26009,5.0,58317.0
1230,26011,6.4,44017.0
1231,26013,6.2,48371.0
1232,26015,3.2,67703.0
1233,26017,4.5,50130.0
1234,26019,5.0,56934.0
1235,26021,3.9,50659.0
1236,26023,3.8,52255.0
1237,26025,4.0,50205.0
1238,26027,4.1,55029.0
1239,26029,4.6,58831.0
1240,26031,8.5,47876.0
1241,26033,6.1,49610.0
1242,26035,5.9,42480.0
1243,26037,2.9,72666.0
1244,26039,5.5,49114.0
1245,26041,5.1,48880.0
1246,26043,4.1,53751.0
1247,26045,3.3,65891.0
1248,26047,5.3,59456.0
1249,26049,4.9,50554.0
1250,26051,5.6,46458.0
1251,26053,5.0,39030.0
1252,26055,3.4,65041.0
1253,26057,4.3,51046.0
1254,26059,4.1,50015.0
1255,26061,4.7,45006.0
1256,26063,4.3,49126.0
1257,26065,3.4,54704.0
1258,26067,3.3,59582.0
1259,26069,5.8,43605.0
1260,26071,5.4,46814.0
1261,26073,3.7,46677.0
1262,26075,3.7,56001.0
1263,26077,3.2,56739.0
1264,26079,5.5,47620.0
1265,26081,2.8,66560.0
1266,26083,6.7,47318.0
1267,26085,6.2,38044.0
1268,26087,5.5,66415.0
1269,26089,3.7,72888.0
1270,26091,3.8,55466.0
1271,26093,3.4,87827.0
1272,26095,6.2,45464.0
1273,26097,9.0,44986.0
1274,26099,4.3,65051.0
1275,26101,5.4,50047.0
1276,26103,4.8,54913.0
1277,26105,4.8,49869.0
1278,26107,4.6,47705.0
1279,26109,3.9,49189.0
1280,26111,3.7,69859.0
1281,26113,4.7,51317.0
1282,26115,3.8,64341.0
1283,26117,4.0,52089.0
1284,26119,8.2,40126.0
1285,26121,4.2,50730.0
1286,26123,4.1,51772.0
1287,26125,3.5,81257.0
1288,26127,5.8,52319.0
1289,26129,6.5,41347.0
1290,26131,6.7,45531.0
1291,26133,4.0,47343.0
1292,26135,6.9,44594.0
1293,26137,4.9,52392.0
1294,26139,2.7,69827.0
1295,26141,7.4,47339.0
1296,26143,7.3,42546.0
1297,26145,4.7,48471.0
1298,26147,5.0,60208.0
1299,26149,4.1,54024.0
1300,26151,4.6,49917.0
1301,26153,6.9,50256.0
1302,26155,4.2,55633.0
1303,26157,5.0,52342.0
1304,26159,4.4,58733.0
1305,26161,2.8,76728.0
1306,26163,5.2,50753.0
1307,26165,4.4,53146.0
1308,27001,6.0,51936.0
1309,27003,3.0,83363.0
1310,27005,3.9,61311.0
1311,27007,4.2,54638.0
1312,27009,3.8,63395.0
1313,27011,4.1,52692.0
1314,27013,2.7,60408.0
1315,27015,3.5,62904.0
1316,27017,4.4,65749.0
1317,27019,2.7,101891.0
1318,27021,5.4,54267.0
1319,27023,3.8,54984.0
1320,27025,3.7,84811.0
1321,27027,3.0,64874.0
1322,27029,8.1,54896.0
1323,27031,4.2,58664.0
1324,27033,3.6,53725.0
1325,27035,4.2,60384.0
1326,27037,2.8,89075.0
1327,27039,3.3,86436.0
1328,27041,3.1,67592.0
1329,27043,4.0,54193.0
1330,27045,3.2,62716.0
1331,27047,3.4,56716.0
1332,27049,3.0,71497.0
1333,27051,4.3,55247.0
1334,27053,2.7,82323.0
1335,27055,3.1,64920.0
1336,27057,5.3,56064.0
1337,27059,3.9,77963.0
1338,27061,5.8,58660.0
1339,27063,3.4,57915.0
1340,27065,5.8,63595.0
1341,27067,3.5,64129.0
1342,27069,3.5,62762.0
1343,27071,6.2,52545.0
1344,27073,3.7,56825.0
1345,27075,3.5,61082.0
1346,27077,4.1,56244.0
1347,27079,4.4,75519.0
1348,27081,3.7,55328.0
1349,27083,3.1,63849.0
1350,27085,3.6,64380.0
1351,27087,4.6,46702.0
1352,27089,5.7,59793.0
1353,27091,3.7,54602.0
1354,27093,3.8,63812.0
1355,27095,5.3,59262.0
1356,27097,5.1,61847.0
1357,27099,3.0,55276.0
1358,27101,4.2,61007.0
1359,27103,2.5,71067.0
1360,27105,2.9,57300.0
1361,27107,4.7,53961.0
1362,27109,2.5,80631.0
1363,27111,4.1,59901.0
1364,27113,4.5,55870.0
1365,27115,5.4,55684.0
1366,27117,3.4,55405.0
1367,27119,3.9,60582.0
1368,27121,3.1,59442.0
1369,27123,2.9,68652.0
1370,27125,5.2,58384.0
1371,27127,3.6,60097.0
1372,27129,4.4,59110.0
1373,27131,3.0,72438.0
1374,27133,2.2,63451.0
1375,27135,3.8,62924.0
1376,27137,3.9,60228.0
1377,27139,2.7,108718.0
1378,27141,3.4,95323.0
1379,27143,3.8,66757.0
1380,27145,3.1,66449.0
1381,27147,3.1,68603.0
1382,27149,2.6,59045.0
1383,27151,4.3,60127.0
1384,27153,4.3,51746.0
1385,27155,3.6,57602.0
1386,27157,3.3,63435.0
1387,27159,6.0,50663.0
1388,27161,3.8,63907.0
1389,27163,2.8,100857.0
1390,27165,4.0,57290.0
1391,27167,3.3,69890.0
1392,27169,2.8,64219.0
1393,27171,3.2,91374.0
1394,27173,3.7,61074.0
1395,28001,7.2,34583.0
1396,28003,4.8,43496.0
1397,28005,7.1,41575.0
1398,28007,6.4,36905.0
1399,28009,6.3,37875.0
1400,28011,7.2,30309.0
1401,28013,5.7,38648.0
1402,28015,6.3,44885.0
1403,28017,5.8,37533.0
1404,28019,5.7,41146.0
1405,28021,10.8,31221.0
1406,28023,6.3,42826.0
1407,28025,7.6,33653.0
1408,28027,7.8,30242.0
1409,28029,6.8,42299.0
1410,28031,4.9,42076.0
1411,28033,4.5,67450.0
1412,28035,5.3,40224.0
1413,28037,7.0,41420.0
1414,28039,7.5,51858.0
1415,28041,8.0,48641.0
1416,28043,5.1,40561.0
1417,28045,5.8,50401.0
1418,28047,5.3,49619.0
1419,28049,5.4,44773.0
1420,28051,10.4,26348.0
1421,28053,10.4,28464.0
1422,28055,12.4,30944.0
1423,28057,4.8,49214.0
1424,28059,6.2,53414.0
1425,28061,7.0,40923.0
1426,28063,16.0,30871.0
1427,28065,7.1,32077.0
1428,28067,5.4,41733.0
1429,28069,8.0,33472.0
1430,28071,4.5,54034.0
1431,28073,4.3,62606.0
1432,28075,5.6,41604.0
1433,28077,7.0,43668.0
1434,28079,5.7,41007.0
1435,28081,4.5,50803.0
1436,28083,7.7,29687.0
1437,28085,5.7,45062.0
1438,28087,5.4,49251.0
1439,28089,4.5,70824.0
1440,28091,5.6,38402.0
1441,28093,5.9,43107.0
1442,28095,5.5,42464.0
1443,28097,6.1,38475.0
1444,28099,6.0,41795.0
1445,28101,5.8,42962.0
1446,28103,7.4,32916.0
1447,28105,5.7,41631.0
1448,28107,6.7,40655.0
1449,28109,5.4,45874.0
1450,28111,6.9,43106.0
1451,28113,6.7,35044.0
1452,28115,4.4,48910.0
1453,28117,5.0,43465.0
1454,28119,8.4,29318.0
1455,28121,4.0,67284.0
1456,28123,4.5,41532.0
1457,28125,9.3,31138.0
1458,28127,5.3,47664.0
1459,28129,5.3,46296.0
1460,28131,6.2,47187.0
1461,28133,9.3,32948.0
1462,28135,5.8,31915.0
1463,28137,5.7,50188.0
1464,28139,5.2,44696.0
1465,28141,5.2,43341.0
1466,28143,6.4,33993.0
1467,28145,4.3,49320.0
1468,28147,7.4,35465.0
1469,28149,6.1,46606.0
1470,28151,8.0,31018.0
1471,28153,6.2,39036.0
1472,28155,5.8,46110.0
1473,28157,10.3,32612.0
1474,28159,6.2,37596.0
1475,28161,5.8,40515.0
1476,28163,6.4,34817.0
1477,29001,3.9,43044.0
1478,29003,2.8,62823.0
1479,29005,3.7,50516.0
1480,29007,3.4,45609.0
1481,29009,3.5,47155.0
1482,29011,3.4,46397.0
1483,29013,4.1,48442.0
1484,29015,4.8,42144.0
1485,29017,3.9,45868.0
1486,29019,2.4,58029.0
1487,29021,3.1,49216.0
1488,29023,4.7,41327.0
1489,29025,3.2,52872.0
1490,29027,2.9,58720.0
1491,29029,4.5,51460.0
1492,29031,2.9,57618.0
1493,29033,3.2,50628.0
1494,29035,4.9,36383.0
1495,29037,3.0,73882.0
1496,29039,3.7,38427.0
1497,29041,3.0,50589.0
1498,29043,2.7,63400.0
1499,29045,3.6,46001.0
1500,29047,2.9,70705.0
1501,29049,3.0,64541.0
1502,29051,2.6,61847.0
1503,29053,3.7,56957.0
1504,29055,3.8,48315.0
1505,29057,3.1,42421.0
1506,29059,4.5,42389.0
1507,29061,3.3,48197.0
1508,29063,3.1,53997.0
1509,29065,3.6,45540.0
1510,29067,5.1,39773.0
1511,29069,5.5,38880.0
1512,29071,3.2,61428.0
1513,29073,3.4,53751.0
1514,29075,2.7,53663.0
1515,29077,2.7,45313.0
1516,29079,3.5,44323.0
1517,29081,3.3,43016.0
1518,29083,3.7,46995.0
1519,29085,4.2,32934.0
1520,29087,2.8,47429.0
1521,29089,3.1,49923.0
1522,29091,4.1,40177.0
1523,29093,4.8,39292.0
1524,29095,3.7,57907.0
1525,29097,3.0,46021.0
1526,29099,3.1,68779.0
1527,29101,3.7,58396.0
1528,29103,2.9,41755.0
1529,29105,6.9,43969.0
1530,29107,3.1,62264.0
1531,29109,3.5,45746.0
1532,29111,3.2,40782.0
1533,29113,3.3,69178.0
1534,29115,4.8,45774.0
1535,29117,2.5,49065.0
1536,29119,3.4,39615.0
1537,29121,3.4,45717.0
1538,29123,3.4,43919.0
1539,29125,3.5,49712.0
1540,29127,3.2,50803.0
1541,29129,3.1,44343.0
1542,29131,3.8,49252.0
1543,29133,4.1,36802.0
1544,29135,2.9,57321.0
1545,29137,4.2,48399.0
1546,29139,3.1,50282.0
1547,29141,4.3,44473.0
1548,29143,4.3,42115.0
1549,29145,3.3,53251.0
1550,29147,3.0,47419.0
1551,29149,3.9,35356.0
1552,29151,2.4,60728.0
1553,29153,5.8,36019.0
1554,29155,5.0,34280.0
1555,29157,2.6,57032.0
1556,29159,3.5,48516.0
1557,29161,3.3,46573.0
1558,29163,3.5,49089.0
1559,29165,2.7,84456.0
1560,29167,3.5,44837.0
1561,29169,4.1,55620.0
1562,29171,3.6,42434.0
1563,29173,3.1,63419.0
1564,29175,3.9,48043.0
1565,29177,3.6,61678.0
1566,29179,3.7,37415.0
1567,29181,5.5,35788.0
1568,29183,2.5,89236.0
1569,29185,4.6,39319.0
1570,29186,2.7,61662.0
1571,29187,3.7,43886.0
1572,29189,3.0,70161.0
1573,29195,3.2,47324.0
1574,29197,4.3,43183.0
1575,29199,3.1,46871.0
1576,29201,3.5,44924.0
1577,29203,5.5,36477.0
1578,29205,2.9,45939.0
1579,29207,4.7,42363.0
1580,29209,4.9,50262.0
1581,29211,3.5,43421.0
1582,29213,5.1,49314.0
1583,29215,4.5,38914.0
1584,29217,3.5,46182.0
1585,29219,2.9,63726.0
1586,29221,4.5,41198.0
1587,29223,4.8,35397.0
1588,29225,3.6,54844.0
1589,29227,2.7,45023.0
1590,29229,5.3,39384.0
1591,29510,3.9,46309.0
1592,30001,3.0,49771.0
1593,30003,7.6,43718.0
1594,30005,4.0,44090.0
1595,30007,4.1,60622.0
1596,30009,3.6,57585.0
1597,30011,2.9,49057.0
1598,30013,3.5,51732.0
1599,30015,2.8,48017.0
1600,30017,2.9,49379.0
1601,30019,2.0,50001.0
1602,30021,2.5,56677.0
1603,30023,3.3,41780.0
1604,30025,1.8,65651.0
1605,30027,3.2,48703.0
1606,30029,4.9,61334.0
1607,30031,2.4,73731.0
1608,30033,2.6,43106.0
1609,30035,7.7,41808.0
1610,30037,4.1,40469.0
1611,30039,5.7,49646.0
1612,30041,3.8,51881.0
1613,30043,3.4,70929.0
1614,30045,3.2,49401.0
1615,30047,4.4,49019.0
1616,30049,3.1,66075.0
1617,30051,2.6,41240.0
1618,30053,7.5,43669.0
1619,30055,2.0,48551.0
1620,30057,3.3,56579.0
1621,30059,3.5,43946.0
1622,30061,5.9,43928.0
1623,30063,3.3,57279.0
1624,30065,4.0,48290.0
1625,30067,3.5,51740.0
1626,30069,3.7,42081.0
1627,30071,3.8,47679.0
1628,30073,3.8,48542.0
1629,30075,2.3,47843.0
1630,30077,3.7,49387.0
1631,30079,3.8,46663.0
1632,30081,4.2,57209.0
1633,30083,2.7,69095.0
1634,30085,4.4,38409.0
1635,30087,5.2,58139.0
1636,30089,6.1,45193.0
1637,30091,2.3,51111.0
1638,30093,3.9,49249.0
1639,30095,3.2,68186.0
1640,30097,2.9,55259.0
1641,30099,3.4,54458.0
1642,30101,2.4,49448.0
1643,30103,2.9,51754.0
1644,30105,3.3,51869.0
1645,30107,3.8,42059.0
1646,30109,2.9,51145.0
1647,30111,3.3,61435.0
1648,31001,3.1,55182.0
1649,31003,2.5,50771.0
1650,31005,5.3,46417.0
1651,31007,3.7,54706.0
1652,31009,4.7,45411.0
1653,31011,2.7,58204.0
1654,31013,3.1,61522.0
1655,31015,3.2,46548.0
1656,31017,3.5,48843.0
1657,31019,2.6,64759.0
1658,31021,3.3,54554.0
1659,31023,2.5,63310.0
1660,31025,3.3,72915.0
1661,31027,2.4,60400.0
1662,31029,2.2,57656.0
1663,31031,2.3,50677.0
1664,31033,3.5,56229.0
1665,31035,3.1,63829.0
1666,31037,2.6,62472.0
1667,31039,2.5,59505.0
1668,31041,2.3,51004.0
1669,31043,3.8,61010.0
1670,31045,2.8,46377.0
1671,31047,2.9,56839.0
1672,31049,2.9,48793.0
1673,31051,3.0,57324.0
1674,31053,2.9,60853.0
1675,31055,3.2,67264.0
1676,31057,2.4,45446.0
1677,31059,2.5,60440.0
1678,31061,3.2,49659.0
1679,31063,3.2,55712.0
1680,31065,2.7,50705.0
1681,31067,3.5,56817.0
1682,31069,2.8,41158.0
1683,31071,2.6,52707.0
1684,31073,2.6,64870.0
1685,31075,2.7,60773.0
1686,31077,2.9,48178.0
1687,31079,3.4,57371.0
1688,31081,2.9,68236.0
1689,31083,2.7,53362.0
1690,31085,2.6,46399.0
1691,31087,3.2,49451.0
1692,31089,2.5,54474.0
1693,31091,2.9,50093.0
1694,31093,3.5,56881.0
1695,31095,2.7,56740.0
1696,31097,3.4,54567.0
1697,31099,2.2,64461.0
1698,31101,3.2,51478.0
1699,31103,2.5,46010.0
1700,31105,2.9,52284.0
1701,31107,2.9,53676.0
1702,31109,2.7,61383.0
1703,31111,3.4,60924.0
1704,31113,3.0,53108.0
1705,31115,4.1,51559.0
1706,31117,2.5,52033.0
1707,31119,2.7,58275.0
1708,31121,3.1,53411.0
1709,31123,2.8,49982.0
1710,31125,3.0,55853.0
1711,31127,3.6,55343.0
1712,31129,2.7,48624.0
1713,31131,3.1,66293.0
1714,31133,2.8,47006.0
1715,31135,2.2,63443.0
1716,31137,2.6,61420.0
1717,31139,2.6,67465.0
1718,31141,2.9,62804.0
1719,31143,2.7,66462.0
1720,31145,2.6,50260.0
1721,31147,3.1,50207.0
1722,31149,3.0,53905.0
1723,31151,3.2,59937.0
1724,31153,2.8,84016.0
1725,31155,2.7,71086.0
1726,31157,3.6,50263.0
1727,31159,2.9,72291.0
1728,31161,2.7,46159.0
1729,31163,3.2,48735.0
1730,31165,2.7,47983.0
1731,31167,2.5,62045.0
1732,31169,2.5,52439.0
1733,31171,3.5,51401.0
1734,31173,4.4,48891.0
1735,31175,3.2,47981.0
1736,31177,2.9,75197.0
1737,31179,2.6,57655.0
1738,31181,3.3,49518.0
1739,31183,2.6,50207.0
1740,31185,2.6,59749.0
1741,32001,3.5,56335.0
1742,32003,4.1,62131.0
1743,32005,3.9,76296.0
1744,32007,3.0,83287.0
1745,32009,3.9,50675.0
1746,32011,2.3,71541.0
1747,32013,2.9,73106.0
1748,32015,3.2,81239.0
1749,32017,4.0,58782.0
1750,32019,4.8,59406.0
1751,32021,4.0,43771.0
1752,32023,5.1,48490.0
1753,32027,4.0,58562.0
1754,32029,3.7,88003.0
1755,32031,3.2,71733.0
1756,32033,3.0,60086.0
1757,32510,3.9,58126.0
1758,33001,2.6,68752.0
1759,33003,2.6,64495.0
1760,33005,2.7,65326.0
1761,33007,3.2,49156.0
1762,33009,2.3,62468.0
1763,33011,2.7,82862.0
1764,33013,2.3,75800.0
1765,33015,2.8,91416.0
1766,33017,2.4,71486.0
1767,33019,2.3,63518.0
1768,34001,4.9,62678.0
1769,34003,2.8,107971.0
1770,34005,3.2,88443.0
1771,34007,3.9,73168.0
1772,34009,6.9,66565.0
1773,34011,5.3,54179.0
1774,34013,4.3,64522.0
1775,34015,3.5,87996.0
1776,34017,3.2,77738.0
1777,34019,2.6,117275.0
1778,34021,3.0,79475.0
1779,34023,3.0,92770.0
1780,34025,3.1,102579.0
1781,34027,2.7,116328.0
1782,34029,3.5,75627.0
1783,34031,4.2,76039.0
1784,34033,4.6,68146.0
1785,34035,2.9,112722.0
1786,34037,3.3,100281.0
1787,34039,3.5,79953.0
1788,34041,3.2,83998.0
1789,35001,4.6,56148.0
1790,35003,6.5,37190.0
1791,35005,5.0,43687.0
1792,35006,6.5,40436.0
1793,35007,4.8,42754.0
1794,35009,4.3,45623.0
1795,35011,4.4,34746.0
1796,35013,5.9,43618.0
1797,35015,3.2,63671.0
1798,35017,4.9,43175.0
1799,35019,5.4,36554.0
1800,35021,4.8,38162.0
1801,35023,4.4,37322.0
1802,35025,4.1,63012.0
1803,35027,4.7,47254.0
1804,35028,3.3,122001.0
1805,35029,12.5,32544.0
1806,35031,7.2,36404.0
1807,35033,6.2,36968.0
1808,35035,5.1,43135.0
1809,35037,5.4,34596.0
1810,35039,5.5,44579.0
1811,35041,4.6,44928.0
1812,35043,5.0,71118.0
1813,35045,5.9,46201.0
1814,35047,6.0,36986.0
1815,35049,4.2,61791.0
1816,35051,6.9,33661.0
1817,35053,6.0,39582.0
1818,35055,6.2,43032.0
1819,35057,7.0,39532.0
1820,35059,3.5,38221.0
1821,35061,5.5,54867.0
1822,36001,3.5,69408.0
1823,36003,5.3,49411.0
1824,36005,5.3,41470.0
1825,36007,4.5,52179.0
1826,36009,4.8,50783.0
1827,36011,4.1,58055.0
1828,36013,4.5,50143.0
1829,36015,4.0,58400.0
1830,36017,4.3,51894.0
1831,36019,4.2,59069.0
1832,36021,3.1,71563.0
1833,36023,4.7,55143.0
1834,36025,4.5,51038.0
1835,36027,3.5,84564.0
1836,36029,4.1,60620.0
1837,36031,4.5,55091.0
1838,36033,4.7,48943.0
1839,36035,4.8,50061.0
1840,36037,3.8,62570.0
1841,36039,4.3,54746.0
1842,36041,5.7,60148.0
1843,36043,4.7,55778.0
1844,36045,5.3,53829.0
1845,36047,4.0,66501.0
1846,36049,5.3,56599.0
1847,36051,4.1,60268.0
1848,36053,4.3,61713.0
1849,36055,4.0,62159.0
1850,36057,4.9,52092.0
1851,36059,3.3,117767.0
1852,36061,3.4,93007.0
1853,36063,4.8,56371.0
1854,36065,4.1,56516.0
1855,36067,3.8,61597.0
1856,36069,3.7,66754.0
1857,36071,3.6,83188.0
1858,36073,4.5,53115.0
1859,36075,5.2,57640.0
1860,36077,4.1,52414.0
1861,36079,3.5,105600.0
1862,36081,3.4,72975.0
1863,36083,3.6,70688.0
1864,36085,3.8,86624.0
1865,36087,3.4,99831.0
1866,36089,5.3,51742.0
1867,36091,3.2,89071.0
1868,36093,3.7,64960.0
1869,36095,4.5,58927.0
1870,36097,4.5,52215.0
1871,36099,3.7,51064.0
1872,36101,4.4,53167.0
1873,36103,3.5,105241.0
1874,36105,3.8,58851.0
1875,36107,4.0,60699.0
1876,36109,3.5,59176.0
1877,36111,3.6,64090.0
1878,36113,4.4,63240.0
1879,36115,3.9,56897.0
1880,36117,3.9,61989.0
1881,36119,3.6,101741.0
1882,36121,4.2,58214.0
1883,36123,3.6,60612.0
1884,37001,3.7,57963.0
1885,37003,3.2,54960.0
1886,37005,4.6,41420.0
1887,37007,4.0,40826.0
1888,37009,3.6,41542.0
1889,37011,3.6,45823.0
1890,37013,4.4,49410.0
1891,37015,4.6,37899.0
1892,37017,4.6,42260.0
1893,37019,5.1,63712.0
1894,37021,2.9,55448.0
1895,37023,3.6,47890.0
1896,37025,3.5,72071.0
1897,37027,3.9,48512.0
1898,37029,3.7,69610.0
1899,37031,4.0,60058.0
1900,37033,4.4,51240.0
1901,37035,3.5,53688.0
1902,37037,3.3,70258.0
1903,37039,4.3,42764.0
1904,37041,4.5,47126.0
1905,37043,4.4,47116.0
1906,37045,3.8,46012.0
1907,37047,4.8,39531.0
1908,37049,3.9,53372.0
1909,37051,5.0,46599.0
1910,37053,3.5,70699.0
1911,37055,4.6,63033.0
1912,37057,3.6,53924.0
1913,37059,3.3,63828.0
1914,37061,3.9,44929.0
1915,37063,3.3,65541.0
1916,37065,5.8,40784.0
1917,37067,3.6,53054.0
1918,37069,3.9,57371.0
1919,37071,3.8,56542.0
1920,37073,3.9,54204.0
