,FIPS,crime_per_10k,violent_crime_per_10k,hard_drugs_crime_per_10k,soft_drugs_crime_per_10k,commerce_crimes_per_10k
0,0,268.7485698014167,47.524901090961,15.363367932795565,36.73081068990204,28.394270523303682
1,1001,266.13643315998775,33.82937757544131,3.418926457092473,18.894067262879457,26.811581163514656
2,1003,418.7175541008027,55.59269712075595,11.800548299240369,21.62686038111733,42.76016170789381
3,1005,140.27241309209188,37.81256352917259,7.725147387680423,4.0658670461475905,15.043708070746087
4,1007,279.0363823964829,65.04867435287784,4.486115472612265,8.523619397963303,30.95419676102463
5,1009,210.85029982488103,27.94827799692215,2.476429695929811,5.12974722728318,24.233633453027434
6,1011,75.60684440907282,40.78790290489455,0.0,0.9948269001193792,5.9689614007162755
7,1013,119.8033995494573,48.1261519557649,4.607823059594511,1.535941019864837,28.15891869752201
8,1015,323.27927737573293,56.25693307273784,16.375257514130265,18.664272005352775,47.717148240100016
9,1017,490.19607843137254,62.280231241432745,22.349365278026106,9.23773764825079,33.077060611478636
10,1019,414.6332090842716,50.3400837720478,15.755293394305038,11.528263459247588,49.18725742612305
11,1021,53.73053118411209,7.254755265365345,0.45342220408533407,0.680133306128001,2.0403999183840034
12,1023,55.022795157994025,6.288319446627889,3.9301996541424304,1.5720798616569722,3.1441597233139444
13,1025,159.8953718938531,37.96987723073029,10.125300594861411,4.640762772644813,31.641564358941906
14,1027,213.6039993940312,59.081957279200125,4.5447659445538555,9.846992879866686,28.783517648841087
15,1029,184.14731785428344,37.363223912463305,8.00640512409928,10.675206832132373,10.008006405124098
16,1031,229.40003068896732,40.471075648304435,5.562375326070279,10.54933251496087,25.318398035906093
17,1033,175.35856355607459,41.42184591803218,1.4598007371993722,11.313455713295136,30.83829057333674
18,1035,157.09820694193124,27.965125843066293,9.047540713933213,4.112518506333278,13.160059220266492
19,1037,253.04503824001512,38.71211405910679,0.9441979038806533,11.33037484656784,21.716551789255025
20,1039,248.57011195142445,39.847117183052774,9.758477677482313,1.0842752974980348,19.788024179339136
21,1041,209.10209102091022,60.77707835901889,2.894146588524709,5.788293177049418,27.494392590984734
22,1043,169.7847563594712,40.80561256144705,2.5056077888607833,8.113396649644441,33.408103851477115
23,1045,182.67656253322843,35.089211662377984,1.2759713331773814,3.40259022180635,19.564893775386516
24,1047,70.86927670869277,19.110816191108164,1.06171201061712,9.289980092899802,7.962840079628401
25,1049,135.24297534545758,20.860458930096463,3.080067761490753,2.520055441219707,7.140157083455836
