,FIPS,pct_less_HS,pct_HS,pct_some_college,pct_college
663,17093,7.6,22.9,33.4,36.2
664,17095,10.9,36.6,33.5,18.9
665,17097,9.4,20.8,24.6,45.3
666,17099,11.4,35.6,35.1,17.8
667,17101,15.1,34.7,35.3,14.9
668,17103,11.2,33.8,36.8,18.2
669,17105,10.1,44.7,30.4,14.8
670,17107,11.3,35.3,33.5,19.9
671,17109,6.4,31.2,30.1,32.2
672,17111,6.9,26.5,32.2,34.4
673,17113,4.1,24.6,26.5,44.8
674,17115,9.6,35.4,32.9,22.1
675,17117,8.7,39.8,33.1,18.4
676,17119,7.5,29.8,35.8,26.8
677,17121,11.0,35.2,38.6,15.2
678,17123,7.1,39.4,34.6,18.9
679,17125,10.8,42.8,30.4,16.0
680,17127,13.2,33.6,39.3,13.9
681,17129,5.9,35.8,34.3,24.0
682,17131,8.1,39.6,35.0,17.4
683,17133,4.0,27.6,33.3,35.0
684,17135,12.3,39.3,31.7,16.7
685,17137,9.1,40.2,31.4,19.3
686,17139,15.3,33.4,32.7,18.6
687,17141,9.8,33.4,35.4,21.4
688,17143,9.1,27.6,32.7,30.6
689,17145,16.7,36.6,34.2,12.5
690,17147,6.1,33.9,31.4,28.6
691,17149,11.3,38.7,32.2,17.8
692,17151,14.0,36.0,36.9,13.1
693,17153,11.2,36.3,40.0,12.5
694,17155,7.3,38.1,38.0,16.6
695,17157,15.7,37.3,33.7,13.3
696,17159,10.9,29.9,38.2,21.0
697,17161,11.4,29.5,35.6,23.5
698,17163,8.9,28.1,34.9,28.0
699,17165,13.3,27.5,40.0,19.2
700,17167,7.5,27.2,30.8,34.5
701,17169,10.6,35.6,33.4,20.4
702,17171,6.5,47.7,29.9,15.8
703,17173,7.7,44.4,31.0,16.8
704,17175,8.7,41.6,32.6,17.0
705,17177,7.5,35.0,38.0,19.6
706,17179,7.3,31.7,34.7,26.3
707,17181,11.6,35.4,31.2,21.7
708,17183,11.5,41.2,32.5,14.7
709,17185,9.4,30.7,41.7,18.2
710,17187,13.3,32.0,31.9,22.8
711,17189,7.8,33.4,37.9,20.9
712,17191,12.1,34.9,37.7,15.4
713,17193,10.1,37.4,37.1,15.5
714,17195,9.4,37.7,34.6,18.2
715,17197,9.0,26.9,29.8,34.3
716,17199,7.7,31.1,36.9,24.3
717,17201,12.3,31.7,33.1,22.9
718,17203,5.2,31.3,30.3,33.2
719,18000,11.2,33.4,29.0,26.5
720,18001,15.3,40.6,28.7,15.5
721,18003,10.6,28.2,32.6,28.5
722,18005,9.4,30.8,26.3,33.5
723,18007,10.1,42.8,30.9,16.1
724,18009,10.6,49.6,26.4,13.5
725,18011,6.3,19.5,24.9,49.3
726,18013,7.9,32.9,30.3,28.9
727,18015,11.6,40.8,31.0,16.7
728,18017,14.6,39.9,32.1,13.3
729,18019,10.6,34.6,33.7,21.2
730,18021,8.6,43.8,30.6,17.0
731,18023,14.3,43.2,26.1,16.3
732,18025,19.6,45.9,24.2,10.3
733,18027,26.2,34.0,26.6,13.2
734,18029,10.4,38.9,27.9,22.9
735,18031,9.1,44.0,26.3,20.6
736,18033,9.8,42.2,30.0,18.0
737,18035,10.3,35.1,30.9,23.7
738,18037,10.7,38.3,27.2,23.7
739,18039,19.2,34.7,26.3,19.8
740,18041,17.9,42.1,26.7,13.3
741,18043,9.2,30.9,30.3,29.6
742,18045,11.0,43.7,30.4,14.9
743,18047,12.7,42.5,23.7,21.1
744,18049,12.2,40.6,31.3,15.8
745,18051,8.1,40.9,33.0,18.0
746,18053,12.8,40.5,28.9,17.9
747,18055,12.1,41.1,31.9,14.9
748,18057,3.2,14.9,22.5,59.3
749,18059,7.1,32.7,29.3,30.8
750,18061,11.6,39.6,30.1,18.7
751,18063,6.0,27.5,29.5,37.0
752,18065,10.7,43.7,29.1,16.4
753,18067,10.5,35.9,32.0,21.6
754,18069,8.2,41.3,30.4,20.1
755,18071,12.7,41.9,28.7,16.7
756,18073,11.8,43.2,30.8,14.3
757,18075,12.0,48.9,27.7,11.4
758,18077,10.3,42.3,29.5,17.9
759,18079,12.2,45.8,30.0,12.0
760,18081,7.9,31.1,28.3,32.7
761,18083,11.3,35.8,36.0,16.9
762,18085,14.3,34.8,27.5,23.3
763,18087,38.2,30.5,20.8,10.5
764,18089,11.3,35.1,31.0,22.6
765,18091,11.5,39.6,30.9,18.0
766,18093,11.7,42.3,30.2,15.8
767,18095,11.6,39.4,30.6,18.4
768,18097,13.9,28.0,27.2,30.9
769,18099,15.1,38.8,26.5,19.7
770,18101,11.9,42.7,31.6,13.7
771,18103,13.9,42.0,31.1,13.0
772,18105,7.3,22.2,24.8,45.7
773,18107,10.2,41.3,30.3,18.2
774,18109,11.9,39.3,31.6,17.3
775,18111,14.3,42.8,31.1,11.9
776,18113,16.4,42.0,27.9,13.7
777,18115,12.4,43.1,29.8,14.7
778,18117,16.8,46.6,25.7,10.9
779,18119,14.6,44.4,27.9,13.1
780,18121,13.8,40.5,33.7,12.0
781,18123,9.7,44.7,29.5,16.1
782,18125,13.2,41.7,30.9,14.1
783,18127,6.4,35.0,30.1,28.4
784,18129,6.6,38.2,33.3,21.9
785,18131,11.5,46.1,29.7,12.8
786,18133,11.1,42.4,29.7,16.8
787,18135,12.5,43.4,29.7,14.3
788,18137,10.7,43.6,27.6,18.0
789,18139,12.6,46.4,27.0,13.9
790,18141,11.5,30.7,28.2,29.6
791,18143,16.8,43.5,27.7,12.0
792,18145,12.7,42.4,26.2,18.7
793,18147,9.5,46.0,29.2,15.2
794,18149,15.1,42.1,30.9,11.9
795,18151,8.9,39.6,29.8,21.8
796,18153,11.3,44.2,32.4,12.1
797,18155,16.1,46.4,26.6,10.9
798,18157,8.4,25.4,27.5,38.7
799,18159,10.7,40.8,23.8,24.7
800,18161,12.6,43.4,25.6,18.5
801,18163,9.9,32.5,30.6,27.0
802,18165,9.0,43.4,33.4,14.2
803,18167,11.6,32.0,31.2,25.1
804,18169,11.2,42.6,28.0,18.1
805,18171,8.0,41.8,30.8,19.4
806,18173,6.8,31.3,31.7,30.3
807,18175,15.0,43.1,28.5,13.4
808,18177,13.5,37.3,30.9,18.2
809,18179,7.8,40.2,33.8,18.2
810,18181,11.2,41.6,30.8,16.4
811,18183,8.2,39.2,31.9,20.7
812,19000,7.9,31.0,32.5,28.6
813,19001,5.8,40.5,35.2,18.5
814,19003,6.2,39.1,39.1,15.6
815,19005,11.7,39.4,31.1,17.8
816,19007,9.8,36.5,37.3,16.3
817,19009,10.5,37.1,35.3,17.1
818,19011,5.9,36.9,35.0,22.1
819,19013,8.6,30.5,31.8,29.1
820,19015,6.1,31.5,37.1,25.3
821,19017,3.6,32.9,32.8,30.7
822,19019,5.9,38.5,34.0,21.5
823,19021,21.6,30.3,28.4,19.7
824,19023,7.5,38.0,37.3,17.3
825,19025,6.2,38.0,37.1,18.7
826,19027,6.5,36.7,34.5,22.4
827,19029,12.0,37.9,30.0,20.1
828,19031,4.4,37.6,35.8,22.2
829,19033,7.3,30.6,38.5,23.6
830,19035,6.9,35.8,35.1,22.2
831,19037,7.2,43.6,32.0,17.2
832,19039,12.2,38.9,32.9,16.0
833,19041,6.4,34.4,36.4,22.7
834,19043,10.1,43.2,29.0,17.7
835,19045,9.1,38.8,34.2,17.9
836,19047,19.8,37.4,28.5,14.3
837,19049,4.4,17.7,27.6,50.4
838,19051,16.9,32.5,31.1,19.5
839,19053,10.9,37.5,26.6,25.0
840,19055,8.3,42.8,32.3,16.6
841,19057,8.0,33.5,38.4,20.1
842,19059,4.0,26.3,36.2,33.6
843,19061,7.3,32.7,29.2,30.8
844,19063,9.3,32.8,39.0,18.8
845,19065,8.3,39.6,33.8,18.3
846,19067,9.9,35.4,34.9,19.8
847,19069,8.9,35.9,37.2,18.0
848,19071,7.9,33.6,39.6,18.9
849,19073,6.6,39.7,35.1,18.7
850,19075,5.4,31.6,35.1,27.9
851,19077,6.9,38.9,34.4,19.8
852,19079,6.7,32.4,36.6,24.3
853,19081,6.7,36.3,33.2,23.8
854,19083,7.6,34.7,37.0,20.8
855,19085,8.5,37.2,34.9,19.5
856,19087,7.4,36.0,36.9,19.6
857,19089,9.1,40.0,35.1,15.8
858,19091,7.2,37.0,34.6,21.2
859,19093,6.8,38.8,35.8,18.6
860,19095,6.2,37.1,37.8,18.8
861,19097,7.4,42.0,31.4,19.2
862,19099,6.1,41.4,33.8,18.8
863,19101,6.8,28.0,33.7,31.5
864,19103,5.1,16.3,25.9,52.8
865,19105,7.7,39.6,33.3,19.5
866,19107,7.1,40.4,34.2,18.3
867,19109,6.1,37.4,39.0,17.5
868,19111,7.0,40.8,35.7,16.4
869,19113,5.5,27.0,34.3,33.1
870,19115,15.9,37.7,31.5,14.9
871,19117,7.9,41.3,33.8,17.0
872,19119,9.4,37.1,32.8,20.7
873,19121,5.8,36.6,33.2,24.5
874,19123,7.8,39.6,30.6,22.0
875,19125,6.7,34.1,30.4,28.8
876,19127,16.2,34.2,30.8,18.8
877,19129,7.2,34.1,34.6,24.1
878,19131,8.2,38.4,34.3,19.0
879,19133,7.7,38.3,38.7,15.3
880,19135,12.3,39.1,31.3,17.4
881,19137,9.6,35.2,36.8,18.5
882,19139,11.0,35.3,32.2,21.5
883,19141,7.9,39.9,33.5,18.8
884,19143,11.6,36.6,34.0,17.9
885,19145,8.5,36.5,34.8,20.2
886,19147,7.3,29.2,38.0,25.5
887,19149,6.9,33.9,36.1,23.2
888,19151,7.8,39.4,37.8,15.0
889,19153,8.5,24.5,30.3,36.7
890,19155,10.5,32.7,35.3,21.5
891,19157,6.1,37.9,29.9,26.1
892,19159,7.3,36.9,34.5,21.4
893,19161,7.2,36.9,35.9,20.0
894,19163,7.2,29.6,31.4,31.8
895,19165,7.6,35.3,34.9,22.2
896,19167,9.8,30.2,31.0,29.1
897,19169,2.8,17.4,28.1,51.6
898,19171,8.7,40.0,35.5,15.8
899,19173,9.8,38.5,37.2,14.5
900,19175,9.7,35.5,36.7,18.0
901,19177,10.8,38.9,35.8,14.4
902,19179,11.9,34.9,34.4,18.8
903,19181,4.6,30.8,32.7,31.9
904,19183,8.6,39.3,30.3,21.8
905,19185,12.1,44.4,30.9,12.7
906,19187,9.5,33.9,36.7,19.9
907,19189,7.6,34.1,36.6,21.8
908,19191,4.8,33.0,31.6,30.6
909,19193,12.9,32.2,31.8,23.1
910,19195,6.7,36.4,39.4,17.5
911,19197,7.6,36.9,38.2,17.2
912,20000,9.0,25.9,31.7,33.4
913,20001,8.1,33.1,38.5,20.3
914,20003,9.0,42.0,30.9,18.1
915,20005,7.3,38.4,32.3,22.0
916,20007,8.9,33.7,36.7,20.7
917,20009,10.5,32.0,36.6,20.9
918,20011,8.7,31.5,38.2,21.7
919,20013,6.8,37.4,34.7,21.2
920,20015,7.5,25.9,36.9,29.8
921,20017,8.2,29.1,37.3,25.5
922,20019,13.4,34.8,35.9,15.9
923,20021,10.1,32.7,37.5,19.6
924,20023,6.4,30.9,33.8,28.9
925,20025,5.2,27.2,41.5,26.1
926,20027,7.1,35.2,31.0,26.7
927,20029,7.0,31.6,37.4,24.0
928,20031,7.3,32.1,36.1,24.5
929,20033,6.1,34.9,43.0,16.0
930,20035,9.3,29.9,39.0,21.8
931,20037,7.9,29.3,33.0,29.9
932,20039,6.0,35.4,36.1,22.5
933,20041,8.5,33.2,35.4,22.9
934,20043,9.7,36.8,32.4,21.1
935,20045,4.6,18.4,27.4,49.6
936,20047,14.6,28.2,39.1,18.1
937,20049,11.5,42.6,30.3,15.6
938,20051,6.7,26.9,30.1,36.3
939,20053,8.4,34.3,37.8,19.5
940,20055,29.0,22.2,31.8,17.1
941,20057,26.4,25.3,30.6,17.7
942,20059,7.8,37.6,34.2,20.4
943,20061,6.2,25.0,45.6,23.2
944,20063,7.9,36.3,36.1,19.7
945,20065,7.4,31.9,36.0,24.7
946,20067,23.0,25.9,36.2,14.9
947,20069,22.6,22.5,34.6,20.2
948,20071,13.0,26.9,33.0,27.2
949,20073,7.6,36.3,36.2,19.9
950,20075,19.2,39.9,22.2,18.7
951,20077,10.4,39.1,34.3,16.2
952,20079,9.5,23.7,33.5,33.2
953,20081,27.6,19.3,36.0,17.1
954,20083,8.9,20.8,39.5,30.8
955,20085,5.4,39.0,35.3,20.2
956,20087,6.5,39.7,30.6,23.2
957,20089,6.9,39.5,34.3,19.3
958,20091,4.0,14.5,25.5,56.0
959,20093,24.1,32.4,28.8,14.7
960,20095,6.4,33.0,36.2,24.4
961,20097,11.8,27.1,33.0,28.1
962,20099,10.2,31.8,39.3,18.7
963,20101,5.7,31.9,39.4,23.1
964,20103,7.8,28.3,32.4,31.5
965,20105,6.7,31.1,39.4,22.8
966,20107,10.3,38.9,34.7,16.2
967,20109,9.0,28.1,46.3,16.6
968,20111,11.7,29.3,31.5,27.5
969,20113,8.7,27.9,35.4,28.0
970,20115,8.4,30.3,36.2,25.0
971,20117,7.8,42.2,31.1,18.9
972,20119,19.3,26.4,34.0,20.3
973,20121,4.0,31.8,34.4,29.8
974,20123,5.2,30.4,38.4,26.1
975,20125,11.2,29.2,40.1,19.5
976,20127,8.8,36.1,33.7,21.4
977,20129,16.0,28.0,38.7,17.3
978,20131,5.8,39.8,29.0,25.4
979,20133,9.2,32.5,40.1,18.1
980,20135,9.1,31.1,40.4,19.4
981,20137,10.9,34.7,35.6,18.8
982,20139,9.2,39.1,32.4,19.2
983,20141,6.1,34.6,35.7,23.6
984,20143,5.1,35.4,35.1,24.5
985,20145,9.4,33.1,38.0,19.6
986,20147,7.6,36.6,34.0,21.8
987,20149,5.8,29.1,31.4,33.8
988,20151,7.9,24.9,36.9,30.3
989,20153,4.2,29.8,41.9,24.1
990,20155,11.5,27.7,39.9,20.9
991,20157,4.1,34.5,35.9,25.5
992,20159,8.4,29.3,39.5,22.8
993,20161,4.2,19.1,31.1,45.6
994,20163,11.3,30.4,35.2,23.1
995,20165,7.9,29.8,38.6,23.7
996,20167,11.9,27.2,37.7,23.1
997,20169,8.5,30.1,34.1,27.3
998,20171,15.6,27.0,32.4,25.1
999,20173,10.4,26.3,32.4,30.9
1000,20175,33.7,28.7,26.6,11.0
1001,20177,7.8,31.4,29.9,30.9
1002,20179,3.9,34.1,40.0,22.0
1003,20181,7.7,30.3,40.3,21.8
1004,20183,7.0,35.9,34.8,22.3
1005,20185,9.3,29.3,36.1,25.2
1006,20187,21.5,29.6,30.0,19.0
1007,20189,21.8,25.8,38.7,13.7
1008,20191,7.7,34.9,34.1,23.3
1009,20193,6.7,26.4,44.3,22.6
1010,20195,6.8,31.1,37.3,24.8
1011,20197,4.6,34.9,36.3,24.2
1012,20199,5.3,25.8,36.4,32.4
1013,20201,8.4,40.7,30.5,20.3
1014,20203,13.4,27.5,38.5,20.6
1015,20205,11.5,33.9,38.1,16.5
1016,20207,9.3,35.2,38.3,17.2
1017,20209,21.1,32.1,28.6,18.1
1018,21000,13.7,32.9,29.2,24.2
1019,21001,20.4,39.0,24.9,15.7
1020,21003,17.9,38.5,27.5,16.1
1021,21005,10.1,36.6,33.1,20.2
1022,21007,12.8,36.4,34.8,15.9
1023,21009,17.0,42.0,24.7,16.3
1024,21011,23.1,41.2,21.2,14.5
1025,21013,30.4,38.5,22.0,9.2
1026,21015,6.9,27.5,33.5,32.1
1027,21017,16.0,35.6,28.9,19.4
1028,21019,11.8,33.9,35.0,19.4
1029,21021,12.9,33.5,28.5,25.2
1030,21023,14.3,46.4,26.2,13.2
1031,21025,24.4,36.7,23.7,15.2
1032,21027,15.9,44.9,27.2,11.9
1033,21029,11.5,41.6,32.1,14.7
1034,21031,20.4,42.9,22.8,13.9
1035,21033,13.0,45.0,26.7,15.3
1036,21035,10.5,32.1,28.9,28.5
1037,21037,9.2,28.2,26.2,36.3
1038,21039,16.7,40.4,28.0,14.9
1039,21041,21.7,40.3,29.8,8.2
1040,21043,20.8,40.3,26.3,12.6
1041,21045,24.0,40.6,22.7,12.8
1042,21047,14.4,31.0,36.4,18.1
1043,21049,13.8,34.3,31.8,20.1
1044,21051,35.3,35.3,19.5,9.8
1045,21053,26.8,39.8,23.2,10.3
1046,21055,16.2,42.0,28.8,13.1
1047,21057,18.2,43.0,25.4,13.3
1048,21059,10.0,34.1,32.9,22.9
1049,21061,21.9,39.3,28.5,10.3
1050,21063,25.0,43.4,21.9,9.7
1051,21065,24.4,45.8,20.0,9.9
1052,21067,8.8,19.6,28.0,43.6
1053,21069,20.4,40.3,26.5,12.9
1054,21071,24.8,37.8,26.1,11.3
1055,21073,11.0,31.3,27.8,29.9
1056,21075,20.9,37.4,28.2,13.4
1057,21077,18.8,44.2,25.4,11.6
1058,21079,19.0,37.1,26.4,17.6
1059,21081,13.4,47.4,26.3,12.9
1060,21083,12.6,39.5,30.6,17.4
1061,21085,18.5,43.0,28.0,10.5
1062,21087,24.5,37.8,24.5,13.2
1063,21089,11.0,36.0,35.9,17.1
1064,21091,14.6,43.4,30.6,11.4
1065,21093,9.5,30.4,38.1,22.0
1066,21095,27.2,34.6,27.4,10.8
1067,21097,17.9,40.3,27.1,14.6
1068,21099,23.8,40.3,24.4,11.4
1069,21101,13.1,36.0,32.7,18.2
1070,21103,14.9,41.2,30.8,13.1
1071,21105,19.9,41.7,22.6,15.8
1072,21107,13.3,40.4,29.8,16.5
1073,21109,25.4,42.7,18.1,13.8
1074,21111,9.4,26.7,30.5,33.4
1075,21113,12.7,30.5,27.3,29.5
1076,21115,19.4,36.3,28.0,16.3
1077,21117,10.1,28.7,29.5,31.7
1078,21119,24.9,33.7,26.5,14.9
1079,21121,26.5,38.0,21.3,14.2
1080,21123,16.0,39.2,32.4,12.4
1081,21125,18.9,39.1,27.5,14.4
1082,21127,24.9,42.5,22.8,9.8
1083,21129,31.9,36.3,23.5,8.3
1084,21131,28.7,41.9,20.8,8.7
1085,21133,24.3,37.0,26.5,12.1
1086,21135,24.2,42.8,24.0,9.1
1087,21137,20.1,42.7,24.2,13.0
1088,21139,16.2,43.6,28.3,11.8
1089,21141,15.1,44.5,24.1,16.4
1090,21143,12.2,41.1,29.8,16.9
1091,21145,9.5,31.4,34.9,24.2
1092,21147,23.4,40.9,28.4,7.2
1093,21149,12.7,41.2,32.6,13.5
1094,21151,12.5,28.1,28.7,30.8
1095,21153,30.3,36.4,23.8,9.5
1096,21155,18.5,45.3,23.5,12.6
1097,21157,11.3,38.2,31.2,19.2
1098,21159,25.6,39.0,23.7,11.7
1099,21161,13.7,34.7,32.1,19.5
1100,21163,11.3,35.5,33.8,19.4
1101,21165,22.6,44.7,21.5,11.2
1102,21167,15.6,36.8,29.1,18.5
1103,21169,24.4,38.6,24.0,13.0
1104,21171,25.2,39.3,21.1,14.4
1105,21173,15.2,40.3,28.9,15.7
1106,21175,23.7,41.4,22.4,12.5
1107,21177,17.9,44.8,24.8,12.6
1108,21179,10.2,37.2,34.5,18.0
1109,21181,24.2,42.1,24.8,8.9
1110,21183,16.7,43.0,26.7,13.6
1111,21185,6.2,20.7,30.8,42.4
1112,21187,20.7,46.4,21.9,10.9
1113,21189,31.2,36.8,15.8,16.2
1114,21191,16.2,43.8,26.8,13.2
1115,21193,23.1,33.0,29.5,14.4
1116,21195,23.0,39.4,24.5,13.0
1117,21197,19.7,40.0,24.4,15.9
1118,21199,17.2,35.7,30.7,16.5
1119,21201,15.3,38.3,30.1,16.3
1120,21203,21.6,43.4,23.6,11.4
1121,21205,15.8,33.4,25.7,25.1
1122,21207,21.5,38.0,25.9,14.7
1123,21209,9.0,30.3,32.3,28.4
1124,21211,13.5,30.3,31.3,24.9
1125,21213,13.0,44.9,27.9,14.2
1126,21215,9.6,36.3,33.8,20.3
1127,21217,12.9,39.2,28.3,19.6
1128,21219,22.5,40.5,23.7,13.2
1129,21221,12.0,33.2,38.3,16.6
1130,21223,17.2,46.3,22.4,14.1
1131,21225,10.0,47.8,31.1,11.1
1132,21227,11.9,26.6,29.3,32.2
1133,21229,16.0,42.4,22.8,18.8
1134,21231,25.4,38.7,23.6,12.3
1135,21233,17.5,47.0,25.4,10.0
1136,21235,18.6,36.9,24.1,20.4
1137,21237,28.2,37.4,25.7,8.7
1138,21239,8.9,29.8,27.5,33.8
1139,22000,14.8,34.0,27.1,24.1
1140,22001,21.0,41.3,24.3,13.3
1141,22003,20.3,44.3,24.1,11.3
1142,22005,11.4,32.3,29.9,26.4
1143,22007,25.6,45.1,19.7,9.6
1144,22009,23.2,37.8,26.7,12.3
1145,22011,14.7,38.1,29.5,17.8
1146,22013,15.9,44.5,26.7,12.8
1147,22015,10.3,29.7,34.8,25.2
1148,22017,13.0,33.7,29.8,23.5
1149,22019,13.2,34.1,30.5,22.3
1150,22021,23.3,42.5,20.3,13.8
1151,22023,15.3,40.3,31.8,12.7
1152,22025,25.7,39.4,21.1,13.8
1153,22027,20.5,43.5,23.2,12.8
1154,22029,19.8,40.8,25.3,14.1
1155,22031,17.4,42.6,25.1,14.8
1156,22033,9.5,27.3,28.3,34.9
1157,22035,29.5,40.5,21.1,8.9
1158,22037,20.0,43.5,23.9,12.7
1159,22039,24.3,41.5,22.6,11.6
1160,22041,25.0,42.1,20.9,12.0
1161,22043,17.5,46.8,27.1,8.5
1162,22045,20.1,43.7,22.7,13.6
1163,22047,20.4,41.3,24.4,13.9
1164,22049,19.4,42.6,24.1,14.0
1165,22051,14.3,30.8,28.0,26.8
1166,22053,18.7,40.4,24.0,16.9
1167,22055,11.4,30.4,25.2,33.0
1168,22057,21.8,40.5,20.8,16.9
1169,22059,22.4,42.5,21.4,13.6
1170,22061,11.5,26.8,26.0,35.6
1171,22063,14.8,38.1,27.4,19.7
1172,22065,26.1,36.9,24.1,12.8
1173,22067,20.5,42.9,23.7,13.0
1174,22069,11.6,35.1,34.2,19.0
1175,22071,13.5,22.8,26.2,37.6
1176,22073,13.5,34.1,28.2,24.2
1177,22075,16.3,35.5,29.2,19.1
1178,22077,20.2,39.3,25.6,14.9
1179,22079,14.5,36.7,27.9,20.9
1180,22081,19.2,43.2,23.7,13.9
1181,22083,21.7,40.9,24.2,13.2
1182,22085,14.3,46.6,25.8,13.3
1183,22087,19.8,32.6,36.0,11.6
1184,22089,10.0,34.5,30.3,25.3
1185,22091,22.5,38.5,22.4,16.7
1186,22093,14.6,41.1,27.9,16.3
1187,22095,13.9,38.8,31.4,15.9
1188,22097,23.3,41.2,20.8,14.8
1189,22099,18.1,43.0,24.4,14.5
1190,22101,17.2,51.0,21.6,10.2
1191,22103,9.5,26.6,30.1,33.8
1192,22105,16.4,37.2,26.5,20.0
1193,22107,22.5,46.1,20.0,11.4
1194,22109,21.0,38.9,24.4,15.6
1195,22111,14.3,44.8,23.6,17.2
1196,22113,22.1,41.3,22.4,14.2
1197,22115,13.2,40.2,29.0,17.5
1198,22117,20.5,44.7,23.2,11.6
1199,22119,16.1,42.0,26.5,15.4
1200,22121,12.8,37.2,28.0,22.0
1201,22123,21.2,45.7,21.4,11.7
1202,22125,17.9,31.8,26.1,24.2
1203,22127,18.2,45.8,22.1,13.9
1204,23000,7.4,31.5,29.3,31.8
1205,23001,9.8,35.5,32.0,22.8
1206,23003,11.4,37.3,32.0,19.2
1207,23005,4.9,22.2,25.4,47.6
1208,23007,7.4,38.0,29.7,24.8
1209,23009,5.9,30.8,29.2,34.1
1210,23011,7.5,32.7,31.8,28.1
1211,23013,6.4,32.9,27.1,33.5
1212,23015,6.9,34.4,25.2,33.5
1213,23017,8.1,42.0,30.7,19.2
1214,23019,8.0,33.6,30.7,27.7
1215,23021,9.7,40.7,31.1,18.4
1216,23023,6.0,30.0,27.7,36.4
1217,23025,11.6,40.4,31.5,16.5
1218,23027,7.8,32.2,28.6,31.4
1219,23029,10.7,38.0,29.2,22.0
1220,23031,6.8,30.0,30.7,32.5
1221,24000,9.8,24.6,25.4,40.2
1222,24001,9.8,41.8,29.5,18.9
1223,24003,7.6,23.7,27.0,41.7
1224,24005,8.5,25.8,26.4,39.4
1225,24009,5.3,30.3,32.0,32.4
1226,24011,15.7,39.9,26.0,18.4
1227,24013,7.3,29.4,26.9,36.4
1228,24015,10.5,36.1,29.4,23.9
1229,24017,6.8,31.7,32.6,28.9
1230,24019,12.1,38.5,28.2,21.2
1231,24021,7.5,24.1,27.0,41.4
1232,24023,10.2,43.3,25.6,20.9
1233,24025,7.3,26.0,30.0,36.7
1234,24027,4.5,13.5,19.5,62.6
1235,24029,11.4,29.8,23.6,35.1
1236,24031,9.0,13.4,18.7,58.9
1237,24033,13.3,25.8,27.8,33.1
1238,24035,6.8,28.9,27.8,36.5
1239,24037,10.2,30.3,27.6,31.9
1240,24039,18.7,39.7,27.2,14.4
1241,24041,8.8,24.5,26.2,40.6
1242,24043,12.8,36.5,28.8,21.9
1243,24045,12.8,32.3,27.7,27.2
1244,24047,8.7,31.8,30.5,29.0
1245,24510,14.8,29.1,24.2,31.9
1246,25000,9.2,24.0,23.0,43.7
1247,25001,4.5,23.7,28.3,43.4
1248,25003,8.7,29.4,28.4,33.6
1249,25005,14.3,29.9,27.1,28.7
1250,25007,5.2,23.6,26.3,44.9
1251,25009,10.7,25.1,24.4,39.9
1252,25011,6.7,28.5,27.5,37.3
1253,25013,14.2,30.7,28.0,27.1
1254,25015,5.3,22.6,23.8,48.3
1255,25017,6.6,19.0,18.1,56.3
1256,25019,4.4,19.8,23.0,52.8
1257,25021,6.1,19.2,21.1,53.6
1258,25023,7.1,27.8,27.5,37.6
1259,25025,13.7,22.1,18.2,46.1
1260,25027,9.3,27.8,26.6,36.4
1261,26000,9.2,28.9,32.8,29.1
1262,26001,10.7,39.3,33.1,16.9
1263,26003,10.1,45.2,27.3,17.4
1264,26005,9.1,37.9,30.4,22.6
1265,26007,8.1,33.7,40.2,18.0
1266,26009,8.3,31.5,31.3,28.8
1267,26011,11.5,41.9,34.0,12.6
1268,26013,10.8,40.6,32.8,15.8
1269,26015,7.3,37.7,33.8,21.1
1270,26017,9.5,34.6,36.6,19.3
1271,26019,6.7,31.2,31.8,30.3
1272,26021,10.3,28.1,33.8,27.8
1273,26023,10.9,41.5,33.2,14.4
1274,26025,9.0,36.8,33.2,21.0
1275,26027,12.3,33.2,35.4,19.2
1276,26029,6.0,29.7,33.2,31.1
1277,26031,9.9,38.0,31.4,20.7
1278,26033,10.0,34.1,34.7,21.2
1279,26035,15.5,36.6,35.3,12.6
1280,26037,5.5,26.8,35.7,32.1
1281,26039,10.1,33.0,37.5,19.4
1282,26041,5.9,33.8,39.4,21.0
1283,26043,5.0,33.2,36.1,25.7
1284,26045,5.7,27.7,38.8,27.8
1285,26047,6.1,24.7,35.8,33.4
1286,26049,9.4,31.6,37.8,21.2
1287,26051,13.0,39.3,34.2,13.5
1288,26053,6.3,37.3,36.9,19.4
1289,26055,4.8,24.0,35.2,36.0
1290,26057,8.9,40.4,35.3,15.4
1291,26059,11.8,38.9,32.0,17.3
1292,26061,7.2,33.1,27.1,32.6
1293,26063,10.9,41.6,31.5,16.0
1294,26065,7.1,22.0,32.1,38.9
1295,26067,9.5,39.1,35.0,16.4
1296,26069,11.1,38.3,34.8,15.9
1297,26071,8.9,41.9,30.7,18.5
1298,26073,8.5,31.8,30.6,29.1
1299,26075,9.2,32.6,36.0,22.2
1300,26077,6.4,22.0,32.8,38.8
1301,26079,12.7,42.1,33.3,11.9
1302,26081,9.3,24.1,30.9,35.7
1303,26083,3.6,35.4,29.0,32.0
1304,26085,17.6,40.6,30.0,11.9
1305,26087,9.1,35.8,36.8,18.3
1306,26089,4.3,21.6,29.3,44.7
1307,26091,9.1,36.9,33.0,21.0
1308,26093,4.8,25.8,34.0,35.4
1309,26095,11.6,36.8,33.2,18.4
1310,26097,9.3,34.0,33.4,23.3
1311,26099,10.1,29.7,35.4,24.9
1312,26101,10.1,35.6,34.0,20.3
